pre,post,L1_0hr,L1_5hr,L1_8hr,L1_16hr,L2,L3,adult_sem,dauer_sem_1,dauer_sem_2,dauer_FIB
IL1DR,SMDDL,0,0,0,8280,104280,15544,37680,457800,494600,553200
RMHR,RMHR,0,0,0,12600,0,0,0,0,0,0
ADAR,RMFL,0,0,0,0,0,135843,0,0,0,0
PVT,RIBR,199200,47104,105600,40680,127440,832296,591360,538300,291200,459760
AVFL,OLQDR,0,0,0,0,33840,0,64080,0,43800,85080
BWM-VL05,RICL,69480,0,0,2880,6240,0,0,0,0,0
CEPDL,RIH,218520,589056,143280,214680,805320,1368576,1258320,1481500,1285400,699080
RMFR,SAAVR,0,0,0,0,0,3760711,184560,0,0,0
OLQVR,RICR,300000,164096,276120,119280,376800,349071,398400,841700,196300,237320
BWM-DL06,RMHR,0,0,0,0,0,11489,0,0,0,0
RIML,SMDDL,322200,558592,455640,729720,1282200,2217431,2706960,2047400,2092400,2600160
ADEL,RMEL,0,0,0,0,0,0,0,10200,0,117960
AVFR,RIPR,0,0,0,0,0,0,0,1097800,378200,677480
BWM-VR06,SMDVL,0,0,7320,13560,13800,79749,10320,0,0,32480
AIYR,SMBDR,0,7168,63600,0,0,0,248880,0,0,0
IL2DL,SIBVL,22800,0,79320,0,0,0,0,0,0,2640
AIMR,RID,0,0,0,0,0,0,0,0,6000,0
AWCR,RIVL,10560,0,4680,0,0,0,0,0,27600,0
AIBL,ASHR,0,0,0,44400,0,0,0,108200,0,15600
RMED,URAVR,180840,358912,400320,364560,502800,906301,1400400,1372800,979400,1377600
RIAL,SMBVR,0,0,34920,1800,46920,47308,42960,76400,0,64320
AVDL,SAAVR,6840,41472,0,0,1080,0,0,0,0,0
ALNR,CEPDR,0,0,0,0,0,0,151200,166600,7900,42360
RICL,URXR,0,19456,4320,45120,546240,423413,930720,115200,321900,90960
RIS,URYVL,83040,179968,142200,98520,312600,187545,296160,752800,612200,443920
ASHR,AVJR,26640,96512,63480,23760,185520,224040,26400,995400,516800,361200
PVCL,URADR,0,0,0,0,57120,0,0,0,0,0
AIBR,AVM,0,0,0,29040,2280,0,0,0,0,0
RIAL,RMGL,32400,31488,0,0,0,0,5040,0,0,0
OLQVL,RMFR,0,0,0,0,0,0,10800,265800,17400,293520
BWM-DL03,CEPDR,0,30976,20520,39480,0,0,0,0,0,0
BDUR,FLPL,0,32256,0,76800,156240,0,0,0,67600,0
AVBR,AVER,126120,346368,325800,458520,1283520,734300,2985600,349300,1754700,1003600
OLLR,SIBVL,0,2048,480,0,70800,122327,0,138200,178100,0
BWM-VR03,RIAR,0,0,34680,0,0,0,0,0,0,0
ADEL,RMDL,0,0,0,41760,0,107796,469440,167300,552800,1354240
BWM-DL06,BWM-VL04,0,0,0,0,149160,183152,0,43800,85600,54160
AVDL,RIS,0,0,0,0,2880,0,0,0,0,0
OLQVL,RIGL,85800,136192,160440,160800,313320,725176,971040,614900,564800,535000
RMEL,SMDVL,0,0,0,0,0,0,0,11400,42400,42000
SAAVL,URBL,5880,55808,36000,1920,0,0,0,0,0,0
OLLR,OLQVR,113520,193536,207240,307320,336240,579532,738000,2579200,1683400,1211520
AUAL,CEPDL,6720,82432,4080,71280,202680,0,444240,0,0,329040
AVER,SMBDL,6120,47616,99720,145200,130200,725852,676080,168400,300200,201040
PVR,PVWL,0,0,0,0,0,0,2591520,4183900,5082500,262800
BWM-DR04,SIBVR,38640,14080,44880,57480,22920,104079,84720,153400,115800,104640
PVR,RMFR,0,0,0,0,0,0,126720,0,8800,0
RMDVL,SIADL,54240,237824,143160,122400,447120,494714,908400,333400,389400,570560
AWBR,HSNL,0,0,0,0,0,0,1356960,0,0,0
AIYR,AVM,0,0,0,0,12600,373739,83040,0,240000,246640
RIAL,SIBDR,0,0,16680,0,0,0,13200,108300,25400,116720
AVAL,SIBVR,34200,206336,0,106680,7800,0,0,0,184400,0
SAADL,SAADR,369360,1127168,653640,771000,1370040,1619312,3396000,798900,1640900,1664240
RIBL,SAAVL,0,0,0,0,3240,0,0,0,0,0
AWCR,IL1DL,40920,33792,3720,20760,49320,34805,61440,104400,85000,87680
BWM-DR02,OLLR,22080,8192,15120,0,0,0,0,0,0,0
AIAR,ASHL,0,0,0,0,0,0,16080,0,0,0
SIADR,SIBVR,179520,381696,345720,183600,172800,646440,711120,418200,573200,695600
HSNR,RIFR,0,0,0,0,0,0,914400,0,0,0
RICR,URXR,155880,91648,53760,279480,493560,653875,2238960,847400,628000,166680
RMHR,SIADR,0,0,0,36720,195720,0,175200,87600,182200,121360
RIH,RMFL,0,0,0,0,797400,238233,1076640,0,58000,0
AQR,RMEV,0,0,0,0,30480,0,0,0,0,0
RMDL,RMFL,0,0,0,0,0,790732,1735680,3088100,2344800,2793560
AINL,RIH,61200,0,44760,2040,104520,105093,203760,248400,0,123680
RIGL,URAVL,0,82432,75240,49680,8040,16896,19200,151800,40200,206440
ASGL,ASJL,73320,122624,61800,178560,128520,120299,1324320,789600,2352400,2056240
RMEV,RMHL,0,0,0,0,0,0,12240,0,170900,63720
AVJR,FLPL,0,0,0,0,0,235530,85680,137300,0,0
PVPR,SIAVR,0,5376,95280,46320,399360,0,222720,0,0,0
SMBVR,SMDDR,92160,34816,46560,200640,13440,11489,0,0,16600,0
RMFL,URYDL,0,0,0,0,0,0,234480,0,0,0
ALA,IL2L,6240,75776,24480,101040,53880,74342,161040,271300,433100,296920
AVER,AVKR,432000,730880,251400,535080,2569680,1732515,1745040,1595600,2309000,2002800
AIAR,IL2DR,1440,0,1200,6240,10200,0,0,0,0,0
OLQVL,RMED,24840,0,28080,110280,137400,138547,303360,315300,268400,15240
AVAR,RMDVR,225360,47104,104040,174120,87600,306155,764640,106900,312200,136000
AVJL,URBR,58320,35840,20400,136800,0,213903,138960,107400,0,14480
BDUL,BDUR,231000,140032,39840,454800,312360,130437,124080,275400,410200,401120
RMDVR,RMHL,0,0,0,112200,440880,327106,565440,339800,93500,692240
RMFL,URXL,0,0,0,0,0,24668,247920,0,0,0
ASHL,RID,161880,152064,33000,26760,13440,65894,1040640,605000,601600,402160
AWCR,SIBDR,147720,224256,133320,36240,173760,380160,246240,364000,363600,301760
RIBR,RMDVR,0,3840,0,54000,47160,67246,48720,55800,0,45680
RMDDR,SAADR,104880,452864,105240,557640,833400,818442,1403760,741600,599000,847040
RIBL,SMDDL,120480,172288,85320,147120,182880,349747,574080,160200,186200,226080
ADFL,SMBVL,324360,759552,502080,726720,1219320,1468938,1557840,2120200,2453400,2347040
PVR,URBR,39240,26368,0,3840,0,5744,56880,0,35800,1400
AFDR,AUAL,7200,35328,24960,0,146760,0,0,0,101400,133960
ASGL,SIAVL,0,0,0,0,0,0,2880,0,0,0
ALNL,AVFR,0,0,0,0,0,3379,0,30400,0,0
AIML,URBL,0,0,0,0,10440,0,0,429300,278200,188640
ADAR,SDQR,0,0,0,150720,263280,669757,487440,879600,0,220960
ASER,OLLL,0,1792,0,0,73080,0,134400,0,0,249640
RID,URYDL,56040,111872,24360,68520,81000,77721,158640,128200,8100,0
AVM,SMDDL,0,0,0,0,0,0,0,0,29000,0
RMGL,SAAVL,206520,708608,181560,268800,525960,231137,739680,149200,428200,259040
SMDDL,URADR,0,0,0,0,0,0,0,162000,229200,74440
AINR,URADR,0,0,0,33960,0,0,8160,0,0,0
BWM-DR06,BWM-VR06,0,0,0,0,0,0,0,0,13700,0
RIFL,RIGL,0,0,0,0,0,0,242880,0,0,0
BWM-VL05,RMER,0,0,0,2040,0,0,55920,0,0,0
PVQL,URYDL,6600,0,3480,0,3120,0,0,0,4200,4880
AWBL,BAGR,0,0,0,0,0,34129,0,0,0,0
AIZL,ASER,354720,652288,305640,127560,1199160,1176637,1130880,764200,1006500,532240
ADLR,URBR,0,0,5760,6960,119520,18585,55680,0,20600,257200
RID,URXL,0,0,0,0,19920,0,0,0,0,0
ASKL,AVDL,0,0,0,0,3720,41902,230880,0,0,31200
BWM-VL01,OLLR,0,0,0,0,4560,0,0,0,0,0
ALMR,SMBDL,137640,390400,376080,319200,488280,679219,633360,236200,432000,953360
AVEL,RIS,151680,589312,288600,279120,749520,836689,1427520,1180600,1980600,1565200
OLQVL,SAADL,0,0,0,0,0,0,0,0,2500,0
RIAL,RMGR,0,13568,0,7200,81600,151388,187680,0,94200,3040
RICL,URAVL,17280,4352,0,1560,0,0,7200,0,0,0
OLQDR,OLQDR,0,0,0,6840,0,0,29520,0,0,0
AVDR,RIGR,0,0,11400,8640,12240,0,5520,522000,129600,21160
AVBR,HSNL,0,0,0,0,0,0,1004400,0,0,0
AVJL,SAADL,21360,31488,0,0,0,0,0,0,0,80
AVFR,AVFR,0,0,0,0,0,0,0,1049200,0,0
ADLL,PVCL,0,19456,29160,0,515760,579532,36960,27000,0,54480
AVFR,PVQL,0,0,0,172560,1612440,1530777,2690880,1100200,2000900,3345040
AVAR,BWM-DR07,0,76032,0,0,0,0,0,0,0,0
SMDVL,URAVR,0,0,0,0,0,0,0,186900,0,139480
AVKR,IL1VL,0,0,0,0,0,0,0,0,24400,57120
AINR,CEPVR,0,0,0,0,0,6420,0,0,0,0
RIMR,RMDVL,5040,0,6360,5040,29880,0,0,12800,20600,0
AIML,AVHR,0,0,0,0,0,0,410880,535100,667600,417360
IL1L,RID,0,0,0,0,0,0,83520,0,0,0
OLQVR,RIPR,279480,418304,53520,235200,610200,434565,1342320,524700,461600,669040
RMGL,SMDDL,319800,417792,440280,44760,197760,50012,526800,20800,243600,50720
AVAR,RMDVL,52200,125952,0,0,25920,0,0,0,0,1040
ASEL,SMBVL,70920,73984,6840,4680,0,0,0,0,0,1880
AINR,AUAR,195840,495104,323400,427320,312480,1696696,1125600,672300,788600,655680
AUAR,OLQDR,15120,8192,12840,11640,12840,40888,0,6600,0,4320
RIVR,SMBVR,0,2560,0,0,0,0,0,0,0,0
ASHL,SIADR,3360,42752,10200,0,17160,0,0,0,0,0
AWAL,PVQR,163320,216320,0,69600,249480,117934,0,28400,0,0
BWM-DR04,OLLR,0,0,0,0,1200,0,0,0,0,0
ADEL,AVDL,0,0,0,62400,156360,122664,213840,20300,24400,0
BWM-VL07,RIVR,0,0,101280,125520,300480,354816,819840,449800,764400,277280
RIBL,RIR,0,0,29400,7560,2400,13178,0,47600,1400,0
AVFL,URADR,0,0,0,0,60240,0,48480,0,73000,55440
AVDR,SMBDL,2760,76032,22080,0,3840,0,0,0,138400,510960
RIVR,RMGL,184080,205824,146280,40800,839760,375767,1104000,28200,112200,143280
AVM,PVPL,0,0,0,0,0,141250,88320,104100,83400,102400
AIYL,PVQL,47400,9984,15240,73080,14280,184504,92160,0,0,0
AVKR,RIVL,52800,55040,186720,30960,10320,0,137040,465600,340200,131920
DVC,FLPL,1560,247808,108480,0,60720,0,2880,0,0,71600
BWM-VR06,PVWL,0,0,0,0,0,0,0,21300,0,0
AVAL,OLLR,0,0,0,0,0,31088,0,0,14000,0
AVHR,HSNR,0,0,0,0,0,0,687840,0,0,0
BWM-DR04,SIADL,0,0,0,0,0,0,0,0,17800,0
AFDR,ASHR,0,0,0,0,23280,0,0,0,0,0
BWM-VR06,RMFR,0,0,0,0,0,11827,0,0,0,0
BWM-DL01,URYDL,4200,0,1200,18960,25440,11489,86160,0,0,0
AVBR,AVJL,666000,1057792,853200,537480,1447080,2198845,4929600,3048800,4032700,3501160
RIGR,RMDVR,0,0,0,0,0,90224,0,0,0,0
AVAL,SIADL,1560,0,3120,5880,3240,0,623760,0,47200,0
RMDL,SDQR,0,0,0,31920,0,0,0,0,0,0
AUAL,AVDR,0,42240,15360,51960,148920,147671,173040,338400,226400,281520
AVAR,AVER,11040,12800,37680,195960,114000,188559,1511520,87000,322000,110840
RIVR,SIBDR,115440,449792,143520,277800,593880,1207050,948000,209300,714200,1023520
AVFL,CEPVR,0,0,0,0,35160,0,69360,102200,0,135480
ADAR,AIMR,0,10496,0,17280,0,23654,92640,344500,0,67000
AVAL,DVA,191880,222208,209880,479400,258480,904273,1390800,684300,1153300,836960
IL1DL,PVT,41280,0,1680,22920,50280,40888,96240,80400,27000,56080
OLLL,SMDDL,103200,44800,54000,96840,70200,597442,567120,115200,750000,320560
RMFR,SAADR,0,0,0,0,105600,1364858,3182640,957800,2288200,2750560
AIYL,RIR,177840,382976,252840,45120,434400,850206,1126800,1183200,1469200,1732200
AQR,PVPR,0,0,0,2178360,3652200,4023613,5846160,2239600,4146800,4647240
AVDR,AVKR,44280,0,0,0,0,0,314160,0,0,0
AVKR,RIMR,831240,1134336,876960,930720,2360520,3229839,6197280,2090800,2613600,1348080
AWCL,URXR,14880,0,0,17160,0,0,0,0,26100,0
AVKR,SMBVR,1320,16896,128880,143880,491880,273715,2069520,55400,657100,209920
BWM-DL05,SMBDR,56040,221952,26280,94920,218760,559933,953760,867200,1182000,998400
AVDL,OLQDL,41760,25344,22320,57120,43800,78397,0,0,0,0
IL2DR,RMDVR,7800,60928,51840,15480,53640,0,95520,21800,0,66000
AVKL,CEPDL,0,0,0,6120,0,0,0,0,0,160
HSNL,PVQL,0,0,0,0,0,0,3927360,0,0,0
RIVL,URYDR,32520,87552,40920,26160,37920,40888,97440,66700,70900,29280
OLQVR,PLNR,0,0,0,0,0,0,0,12200,107400,110560
AVBL,RMFR,0,0,0,0,0,0,0,116400,55400,319120
AVKR,RMGL,351120,410880,237480,213600,918720,157808,210000,459600,140200,694480
IL1R,RMFL,0,0,0,0,0,0,54720,595100,216100,807520
BWM-VR06,URBR,0,0,0,0,0,43253,0,0,0,0
AVDL,IL2R,0,0,0,0,0,0,0,0,20700,0
AVKL,SMBVL,12480,0,64920,27600,1234680,253777,2952000,95600,587100,257640
AIBL,SAAVR,54600,45824,28320,15480,110640,0,18480,0,111800,170160
PVCR,SDQR,0,0,0,0,2760,0,0,0,0,0
BWM-VL07,CEPVL,0,81664,49200,45960,375960,214241,1950960,442800,345400,383960
RIGL,RIGR,291720,798720,522960,173760,907680,1599037,1622880,1311800,1635400,1959840
ADER,ALA,0,0,0,0,7560,8110,13440,0,0,108720
AVJL,RIH,30600,0,0,0,0,102389,0,0,0,0
OLQDR,PVT,20760,65536,30960,17400,59160,162201,22800,240600,210300,81920
AVKR,SMDDR,123720,199936,296520,11160,359760,436254,434640,1016200,333600,603840
AVAR,RICR,286800,373248,287400,607440,1394280,2570219,3009120,1860600,1754800,655840
AVKR,SIBDR,0,0,12120,33360,0,0,0,0,0,0
RMED,RMEV,2169600,4494080,4345080,4421760,10185600,10292029,17434800,5208600,8010800,6401520
ASER,OLQDR,0,0,0,10320,23280,5406,0,0,0,0
BWM-DR06,RMHL,0,0,0,24720,0,0,0,0,0,19720
RIVL,RIVR,625200,1900288,882600,853080,2469360,1929861,4104960,2934400,3584200,3831600
RIVL,URADL,0,0,8640,27960,0,0,0,0,0,0
CEPDR,IL1R,32880,43776,20760,44520,0,40888,50880,194400,135400,318600
ADAL,RIML,329520,447488,609360,765720,2330640,2964572,6495600,4233600,3336200,3157720
AIZL,PVCL,0,0,0,0,50520,0,0,0,0,0
URADR,URXR,12360,0,60360,0,421320,0,45360,0,187000,402280
AIBL,RIS,0,271104,114240,81960,1496880,675502,486480,239300,886800,895760
RMEL,URBR,135240,1536,0,1920,0,0,0,354000,337100,599640
RMFL,SIAVR,0,0,0,0,0,87521,0,4400,81800,0
BWM-VR04,SMBDL,0,0,0,0,0,0,0,0,0,7120
CEPDL,IL2L,0,141568,0,0,0,0,0,0,0,0
RMDR,SDQR,0,0,0,0,0,0,18960,12100,0,0
ASKL,AWCR,0,0,64800,0,0,42915,0,0,0,0
AUAR,PVT,0,0,0,0,0,0,0,0,0,6120
ADER,PVT,38760,112640,15960,2400,120,136857,544080,0,519300,7760
AIYL,ASIL,64200,555264,557280,71040,246960,626165,107520,47400,0,385120
CEPVL,RMDVR,195960,145920,162480,39000,182880,186193,409920,646800,285800,400800
ASJL,SAAVR,41640,38400,63000,16800,65640,0,50640,0,0,161880
ASER,AWCL,392400,251136,655440,1183200,834840,1520977,1566480,397100,850900,433440
SMBDL,URXR,0,7680,0,0,0,104417,403920,31800,0,0
PVWL,SIBVR,0,0,0,0,0,0,14160,0,0,0
AUAL,DVC,0,0,0,2160,0,0,0,6600,19300,0
AFDL,RIGL,0,0,0,14520,0,0,0,0,0,0
IL1VL,IL2L,0,0,3240,112560,72360,85155,324000,177800,164100,3280
AVDR,RIFL,16680,196352,39000,200880,502920,101038,169680,16000,380100,135600
SAADL,SIBVL,111240,501504,106680,89760,255120,782284,190320,261900,618600,146000
AVHL,PVPR,931560,1256448,936360,2060760,2457600,2583736,6215280,1694200,3710800,2407320
AIAR,RICR,0,1792,0,0,0,0,0,84400,102800,278800
BWM-VL06,RIVR,0,0,0,0,150000,80762,738480,61500,11100,66480
AVEL,OLQDL,0,0,0,0,0,0,0,0,0,1520
BWM-VL01,BWM-VL02,148440,244480,394800,701160,1168080,1673717,2203920,2482900,4566100,4269200
BWM-DR06,CEPDR,136320,590336,295080,247080,270240,1065461,770400,580400,126800,444880
AIZL,SMBDR,3000,119296,150240,0,471240,58122,96720,111000,37700,291760
ALNR,BWM-DR07,0,0,0,0,0,0,0,80000,0,0
AIML,BDUR,0,0,0,0,0,0,157200,0,0,0
ALML,PVCR,0,0,0,429600,0,0,0,0,0,0
BWM-DL02,SMBDR,38880,45312,23400,22320,68160,78735,49200,145300,129200,303760
AUAR,URADR,0,0,0,5040,0,0,0,0,0,0
BWM-DL03,BWM-DR07,0,0,0,0,0,0,1680,0,0,0
AINR,AVDL,0,0,0,0,0,0,6960,0,0,0
RMDDL,RMFR,0,0,0,0,0,0,0,7400,0,0
ADER,URADR,0,0,0,0,0,0,0,32300,0,0
ASKL,RID,0,0,0,0,0,0,0,32200,0,0
OLQVR,RIR,44280,43264,57480,1680,135480,75356,7920,132600,1600,123320
RICR,SMDDL,233760,636160,295920,140520,444600,1216174,1017600,2406200,857400,421120
IL2DL,SMBDL,0,0,0,0,0,0,0,193500,116000,23240
OLQVL,PVCR,46560,0,0,72960,0,0,0,0,0,0
SAADR,SAAVL,552600,933888,687960,401640,1165080,483225,941760,353000,359800,719440
SIBVL,SMDDL,15480,0,0,0,1950240,62853,0,0,623900,62480
AVJL,PVCR,150360,1295360,1072440,630600,1588440,778567,2104080,1995400,1627200,1918800
RMHR,SMBVR,0,0,0,6000,1560,337,17760,455700,127200,77680
AVJR,RICR,4920,66816,0,0,0,135843,533520,775600,150500,63720
BWM-VR04,URAVR,0,0,0,15720,20400,64880,246960,0,109300,2120
AVHR,BDUR,11160,0,104040,491760,0,0,479040,357900,143700,323480
BDUR,HSNL,0,0,0,0,0,0,184800,0,0,0
AWAL,SIAVL,1320,1792,0,0,0,0,0,0,0,0
OLQDR,RMEL,4320,0,0,0,0,0,0,0,0,0
AIML,ASEL,2520,31232,143640,240,11040,0,0,56400,353000,534920
BWM-VR02,SIAVR,5760,0,0,0,0,0,0,0,0,0
AVKR,RICL,7560,17664,49920,44520,289680,219648,474000,170800,140400,310280
AUAR,CEPVR,53760,145408,63720,146040,174360,225392,0,266200,0,318400
ADER,CEPVR,0,0,0,0,145320,268646,240000,259200,60600,144400
ALNL,RMFL,0,0,0,0,0,108810,0,419600,144500,297760
ADAL,AWBL,81720,181248,76920,56280,147000,153077,273360,504600,589600,370400
BWM-DL05,RMDDR,102240,107008,290880,324840,1173840,943810,2118720,782400,1234000,871520
AIAR,RIPL,0,0,0,0,0,0,0,0,0,161640
AIMR,SMBVR,255120,320000,124560,94920,247560,590346,299520,197400,716200,349760
IL1DR,RIML,0,0,0,0,5280,0,0,0,0,0
IL1VL,SIBVL,27720,16128,8400,20880,49440,48998,112080,41400,86200,35760
ADAR,AIBL,105480,157440,56400,120480,145560,152064,36480,35000,0,176520
ASJR,IL2DR,3000,0,15000,3720,0,0,0,37200,0,59680
AVER,RMEV,15240,65792,69600,37920,142680,266956,154800,157500,331000,214480
ADEL,RID,0,0,0,10080,0,0,0,0,0,0
BAGL,RMFL,0,0,0,0,0,0,2055600,0,144600,0
AVBL,CEPDR,0,0,0,0,0,0,0,85600,45800,12400
URADR,URAVL,1800,0,0,0,0,0,0,0,0,0
AIZR,RMEV,0,3584,0,0,0,0,0,234700,0,0
IL2DR,RICR,6360,44032,60480,24120,39000,145981,122400,342200,159400,343120
AVBR,AVFR,0,0,0,0,346560,145981,304800,0,0,0
BWM-VL06,CEPVL,195480,173312,0,549120,227880,417331,55200,114800,523900,192360
RMDVL,SAAVR,5520,54528,0,0,0,0,0,46800,0,0
RMDDL,RMED,128160,160000,326040,112080,121080,415641,224400,976200,411200,255840
OLQDR,RMDL,0,72704,0,0,1560,0,0,0,0,0
RIH,URYDL,91680,357632,33960,1187400,1249080,1630126,2952960,1688800,1474800,2501760
RMHR,SIBDR,0,0,0,170280,56280,500121,1025280,862600,1488600,870000
PLNR,SMDVL,0,0,0,0,0,0,901680,845000,1241400,726640
SMBDL,URAVL,0,0,0,25680,46680,0,10320,113200,0,0
AUAL,RMHL,0,0,0,10680,0,0,0,0,0,0
ADLL,URBL,29880,0,0,600,0,2027,93840,0,0,0
RIH,URXL,16080,28416,116400,0,154080,386242,287040,1361900,2239200,1525040
AVKL,RMDR,237840,66304,487920,22440,674880,538982,2100960,1049400,119600,583360
AVBL,BAGR,0,0,8160,0,0,0,0,0,0,0
AINL,IL2DL,31920,48896,23160,10560,48120,50688,31680,48500,108200,44480
AVAR,RIPR,0,0,0,0,0,0,29280,0,50000,0
ADLR,IL2DR,16200,0,39960,18120,3600,0,118560,115000,0,21680
AVJR,RIPL,0,0,0,0,0,0,17040,1285000,935400,976560
ADER,RMDL,0,0,0,0,0,458557,861120,470200,407200,314160
AWAL,PVWR,0,0,0,0,0,0,0,66800,0,0
BWM-VL07,SMDVR,0,0,0,0,0,0,116160,21400,0,0
AVL,RIS,1835640,3309824,2415480,1751160,5267280,5780797,13581360,8148800,2607800,4469840
SIADL,SMDVL,508800,866560,393480,719040,1280520,766064,2354640,1148400,1042200,990560
AWBR,PVQR,29280,57856,5880,138000,0,0,0,0,0,169360
AIYR,BDUR,0,0,0,0,0,0,18000,0,0,0
AIBR,RIAR,0,0,0,360,0,0,0,0,0,0
OLQVL,RMDVR,362880,717056,598440,552120,1504680,2399232,1854000,1836700,1824000,1409840
ASER,URADR,0,0,0,20640,0,0,0,0,0,0
AIBR,ASEL,200160,321536,78240,246000,351600,131788,397200,36200,554000,553920
AFDR,RIS,0,0,22080,0,0,0,0,58400,0,0
AQR,SIBDL,0,0,0,71040,46320,46295,242640,137800,553800,197360
RMGR,SDQR,0,0,0,0,17400,0,0,0,0,0
IL1L,IL1VL,203760,207872,256080,234480,426360,757278,1391280,301800,498200,118240
CEPVL,RICR,237840,434688,470280,223560,853200,1369589,1198560,1200800,614000,1176560
ADLL,AVHR,0,54272,71160,170880,383400,337582,678720,313400,38100,262480
IL2DR,RIPL,13200,0,171000,0,0,0,0,0,0,0
OLLR,URAVR,12480,124928,35280,0,18480,7096,0,28600,77300,158680
PVCR,URYDL,0,0,0,0,0,1013,0,0,0,0
BWM-VL07,RMDDL,0,0,0,0,69120,0,434640,0,106100,83280
AVFR,AWAR,0,0,0,0,619320,931645,0,150600,656200,340040
PVCL,RID,107040,678400,408840,1320,1006560,1535846,2989200,1650000,1853500,1329200
AIYR,RIAR,414000,815872,501240,657840,1547280,1809561,2449680,2403100,2067200,2270160
AVER,AVFL,0,0,0,0,0,0,0,0,0,301760
DVC,RICR,0,0,7800,0,0,0,0,0,0,0
RMFR,SIBVL,0,0,0,0,0,938065,6240,0,0,0
AIMR,RMDDL,16200,0,0,1800,0,0,0,0,0,0
AIYR,ASEL,622680,881152,491640,390360,1616280,2320158,1646640,1750800,1847200,1555200
AIZR,AVFL,0,0,0,0,5160,0,0,0,0,0
BDUR,RIPR,0,0,0,0,0,0,0,1726400,2055600,1584360
RICL,RIFL,0,0,0,3720,0,0,0,0,0,0
RMDDR,URAVL,0,0,0,0,0,0,0,28100,0,0
AVDL,SIBVL,234360,520704,409440,238680,381240,1025587,1899600,857600,255200,848320
CEPDL,URAVL,0,0,0,0,0,0,0,27700,0,0
SIBDL,URYDL,9960,25088,0,0,20760,3041,3120,0,800,0
SAAVR,SIBDL,163440,138240,119640,143040,280920,215255,335280,186300,149800,467440
AVDL,OLQVR,57120,59392,52680,16920,49560,51025,95520,51800,310700,117120
RIBL,RIML,304320,575488,353640,813600,1240920,1488537,3222720,908400,1512300,1341760
AINR,AWCR,210600,949248,313200,1027800,896040,440309,882720,599200,220800,717440
AVER,RMHR,0,0,0,30960,0,0,35280,100600,63800,0
SIBDL,URXL,0,0,0,0,6000,136181,0,0,0,0
AINL,AVAR,0,38912,480,29400,95760,11489,123840,858200,264200,369200
AWCR,BAGL,0,89856,92400,263760,44520,22640,740400,87000,108400,85280
ASHL,SMDDR,0,48640,25680,0,17400,0,0,0,0,0
AVKR,RMER,0,0,0,88800,3120,43929,18960,4300,24600,172400
AVKR,RIBL,120,0,600,0,37080,0,0,0,0,0
BDUL,BWM-DL02,4920,0,0,0,0,0,0,0,0,0
ADAL,SMBDR,0,56320,0,123600,277080,38184,350160,46900,0,1200
ALA,SMBDL,0,0,7080,0,0,0,0,0,0,0
AVM,RIML,0,0,0,0,0,0,86640,368200,39600,563120
AIAL,AVJR,0,0,23160,0,0,0,480,53000,0,0
RIVL,SMDDR,714000,1312768,1268160,995520,3309360,4398028,3890400,3635400,4260600,3089320
AVL,OLQVL,37800,62208,46200,38760,150720,147333,403680,186000,151600,100240
SMBVL,SMBVR,21240,148736,102120,0,24360,740044,186960,71200,285400,254200
AWAR,HSNL,0,0,0,0,0,0,878400,0,0,0
CEPVR,SAADR,0,0,0,1080,0,0,0,0,0,0
IL1VL,URAVL,289440,307200,323400,262320,593160,995850,789360,1298300,1288000,1441080
AVDL,OLLL,29520,53760,1680,38280,30480,7434,397200,191600,9000,66160
ASKR,HSNL,0,0,0,0,0,0,1236240,0,0,0
ADAR,SIAVR,45960,105984,88920,170640,344880,164567,202560,402000,556000,111200
CEPVL,RIPL,0,44288,73080,113760,43800,2365,307200,611200,230700,72560
AIMR,AINR,0,0,0,600,0,0,0,0,0,0
AWBL,RICR,0,0,0,0,0,0,0,552200,0,0
AVJR,RIPR,0,0,0,0,0,0,0,873400,427700,358080
RIVL,SMDVR,3840,35072,60240,46680,157320,212551,312480,159800,482400,332080
AVBL,FLPL,0,25088,0,202800,0,487280,354960,50200,884300,494960
AVM,SDQR,0,0,0,0,1708080,0,7920,366700,0,0
AVBR,PVQR,152520,60160,0,0,25560,0,1440,0,0,0
PVT,SMBVL,34920,0,0,0,55200,0,10320,177000,0,0
ASIL,URADL,0,3840,0,0,0,0,0,0,0,0
BWM-VR08,RIML,0,0,0,0,21120,219985,132000,37000,7200,91400
BWM-VR02,IL1R,124800,444160,302880,155520,389520,824186,337920,151400,135000,602200
CEPDR,OLQDR,127320,643072,612480,476640,821040,1713254,1978080,1028800,768000,1403560
AVHL,SIBDL,0,0,0,0,0,0,0,174300,0,0
BAGR,RIH,133320,179712,335760,0,431520,1961963,220080,288600,610100,1038040
RIPL,URADL,545760,1048576,992280,888480,2163480,3358924,3471120,1705000,1914200,1549840
AVHR,IL1DR,11040,43520,21000,21840,40320,39198,29280,54800,0,1040
FLPR,SIBVL,0,0,0,0,0,0,0,0,81600,10480
ADAL,AVM,0,0,0,0,61560,30412,0,0,0,0
ADFL,ADFR,136680,99840,114960,286800,171120,332513,553200,308000,178200,130640
ADEL,RIVR,0,0,7320,390840,0,0,728640,44400,637400,362160
ALMR,AVFL,0,0,0,0,478080,0,0,0,0,0
IL1DR,PVCL,0,0,0,0,34560,0,0,0,0,0
AINR,RID,586440,945152,423840,870240,993240,2244464,4401120,2480000,3241400,2213600
