pre,post,L1_0hr,L1_5hr,L1_8hr,L1_16hr,L2,L3,adult_sem,dauer_sem_1,dauer_sem_2,dauer_FIB
SAAD,SMDD,1056480,1344000,1403520,1256160,2286120,3107174,2739360,1120200,6260200,5693000
DVA,PVR,391440,362496,270360,210240,396840,269322,317280,0,674000,352920
AIN,ASG,312480,508928,330240,117600,397920,317644,806640,128500,311000,256320
ADE,OLL,0,0,0,95520,156720,1363507,1267440,0,0,170960
ADE,SMDD,0,67328,170760,311160,760440,875550,1601040,368300,689700,2270560
PVT,RMF,0,0,0,0,527880,7032114,7321680,6706600,5239800,5110800
AIN,AVA,5640,101632,480,37440,116520,18247,139200,911700,278800,620960
AIY,FLP,2160,66816,0,128040,0,35143,124320,45300,252500,44200
AUA,RIF,0,0,0,0,14160,207820,0,70200,0,0
AIN,IL1L/R,81600,91648,42840,23040,105960,74342,64080,199600,103400,18880
SMDD,URB,291720,288512,239520,216480,149040,326768,82320,810900,452500,349840
DVA,SAAV,73440,140544,60960,198240,116880,0,791280,155700,408400,440240
AVJ,PVP,747960,330496,157320,90840,886800,78396,267840,235700,436800,406200
AVA,RIS,32280,0,0,0,23160,19260,0,0,133600,0
PVP,PVP,17880,11008,2280,139680,103200,39536,100560,0,430400,148640
RMEL/R,URYV,237000,497152,398040,429240,537960,352787,925920,182200,53900,263680
FLP,SMDV,0,0,110280,24840,0,136857,76320,0,0,9000
RIG,RIH,685080,604416,315480,196560,454440,1177988,1295520,792800,390100,901680
ASE,SMDV,0,0,0,0,0,0,0,0,118800,10080
ADL,SIAD,840,0,31680,2640,600,4392,0,0,0,17320
ASE,RMF,0,0,0,0,0,0,20160,20600,53200,58720
AVE,IL1L/R,521400,833280,500160,248880,1062720,1268550,1230480,411300,1066900,791600
OLQD,SMDV,55680,0,0,9960,111000,45956,116160,141800,0,8840
OLQV,URYV,772680,1016064,1330200,970560,1869240,2607052,2436960,2616500,3078000,2691760
SMDV,URYD,21000,133376,18840,15480,52920,183152,6240,6500,3400,240120
IL1V,URB,0,0,0,0,0,0,0,1432100,867600,1348960
OLQD,RMF,0,0,0,0,0,106106,112080,33600,29600,60400
PVC,RIR,9960,23296,56760,600,247320,55080,30960,560200,1500,50240
AVD,SIAD,5400,165376,87240,44880,397200,481197,1164720,466700,284700,357280
ALA,AVE,351720,233728,165000,358200,725760,692735,1358400,258100,578600,1348960
BWM02V,BWM04V,1995480,4318976,3217440,2759040,9858240,13225850,18632640,11466000,15953800,10572320
BAG,SIBV,351360,369920,75120,431040,346440,454838,607200,312400,543200,467760
ADF,RIP,0,0,0,0,0,0,0,291500,977900,273600
RMH,URYD,0,0,0,0,0,0,0,0,1600,0
BWM06V,CEPV,312600,201216,65400,923400,402360,1072219,1250880,187100,1566100,431680
CEPD,RIB,209400,389632,368880,127560,1289760,761671,106320,238800,411900,310960
RIG,RIS,32280,18688,68640,126480,607440,34805,522720,642000,947300,671040
ALM,BWM04D,30240,0,21600,29640,4080,0,0,51700,0,560
RIV,SIBV,67320,88064,147360,37200,378960,87182,0,106900,3400,272000
IL2D,RIP,1531080,2651392,2689200,2974440,5155680,7436943,9677040,4806400,5459800,4141840
RIR,SIBD,57120,22272,720,0,0,0,0,107700,0,0
AVF,RIF,0,0,0,138120,4068360,5918329,9226080,2233900,2140000,1657200
DVC,SAAD,1200,358144,183840,170640,1048920,62853,224880,298700,1147600,1167520
CEPV,RIR,0,0,0,48240,0,0,0,0,0,0
AFD,AVH,0,7424,103680,0,53880,0,0,0,0,0
RMDD,SIAD,439800,1094144,493320,472800,1546200,1771037,2782080,2231300,1916300,2028080
IL2L/R,SIAV,25560,24576,82320,32040,163200,367318,248640,0,0,31480
PVT,SAAV,0,0,0,0,0,0,0,238800,0,0
PVW,URYV,0,0,0,0,0,0,0,21600,0,63840
ADL,RMG,93240,356864,107400,77280,244080,390296,149520,427400,465600,435880
AVJ,DVA,167760,105472,11760,38880,67680,1351,84000,300,0,48240
BWM04D,RMEL/R,0,0,600,44520,154560,1156024,1691280,392800,965200,1066560
AVB,DVC,0,20224,3720,0,3480,213565,640800,0,672800,831000
ALM,SMBD,213600,665856,689640,515640,1013400,1611540,1121040,721400,772800,1661200
PVC,RIC,78840,80640,68760,60240,555480,832971,963600,1319500,1188400,862880
SDQ,URX,0,0,0,0,0,0,2640,5200,0,0
CEPD,RMEL/R,0,0,9720,0,1560,0,0,600,0,0
AIZ,PVC,0,0,14640,4200,57240,0,0,0,1800,0
HSN,PVP,0,0,0,0,0,0,1200,0,0,0
ALM,RMDD,121320,160000,38400,0,202560,260198,190560,155700,214600,0
AFD,RIB,0,49920,1200,100800,40560,10813,135360,61400,356600,920
AFD,AIA,6840,1792,64560,1200,0,145642,90240,103400,543800,141400
AVH,AVJ,961440,1634304,909360,1404240,3584160,2005554,6807840,6555300,10620700,7424240
BWM05V,CEPV,436440,374272,453480,626400,1327920,1617284,3085680,1430700,1109400,1352000
OLQD,PVR,0,16384,3360,0,66360,0,0,416400,212800,581880
IL1L/R,SIBD,32040,0,840,5520,67920,9123,154320,172300,196100,195920
AVA,PVC,206760,155648,685200,870240,2345760,4161821,4077840,1667800,2936600,2312600
AVL,IL2D,0,0,0,0,7440,0,99600,264200,134100,200200
ADF,AWC,42840,62464,3360,42840,3120,126044,21600,300,42900,452200
AIZ,AVB,249240,262400,317640,146400,766680,827903,1487040,1220800,1393400,822760
RMF,SIBV,0,0,0,0,2306160,1747382,2109120,8800,95500,227720
BWM03V,RMH,0,0,0,5880,0,0,0,0,0,0
CEPV,RIC,1345680,1839104,1295520,996000,3906360,4479128,6441120,5690200,4273400,4195680
IL2L/R,RMEV,413160,958208,697680,405720,1230000,1532467,1841520,1045000,588000,1239200
AVM,RID,0,0,0,0,0,8448,2462640,158900,651600,216760
AIZ,SMDD,2760,0,2880,0,0,0,14880,38800,0,15840
SIBD,URAD,0,5376,0,0,6120,0,0,0,0,0
AVA,AVB,561120,1071360,781200,936960,2346120,4707224,6903600,5092800,6890800,4113560
ALM,AVF,0,0,0,0,667440,254115,929520,0,14400,0
BWM03V,BWM03V,93840,275968,196080,295680,737160,1153320,2068560,1012900,1650300,2076240
IL2V,RMED,182880,357376,255480,273240,572280,524451,1358880,543200,635600,1225320
AVH,RIA,0,0,0,4920,2040,0,156960,0,0,0
AIY,RMG,0,0,0,0,0,0,46560,0,0,0
AUA,SMDV,192600,40192,93600,23520,85560,76707,1200,216300,58900,309040
ADE,PLN,0,0,0,0,0,0,318480,0,44200,0
AVE,RMED,14040,52224,121680,108840,192360,145980,520560,98900,158100,442240
ADA,PVP,521520,590336,268080,362040,1027680,939079,828240,1043600,985400,820160
AIM,RID,149760,91904,206520,0,0,135168,0,585100,61200,206320
AVA,OLL,0,19456,0,0,17280,31088,480,23000,14000,0
AUA,RMF,0,0,0,0,0,0,61920,0,0,97280
AVA,SMDD,1348680,2257152,1932960,1660920,4358760,4482170,7099920,3705700,4219100,4754600
AVK,URX,0,0,16440,0,3120,0,0,0,0,0
BWM02D,BWM04D,1448880,3660288,2885160,2460960,11613240,14372412,20862720,11545900,14749900,13731640
AUA,AVE,405360,733696,255960,743040,416880,1027275,4678800,997600,1952200,1757640
AIA,SIAV,0,0,0,0,19440,0,130560,0,1300,30880
ASI,IL2L/R,47280,42752,9480,47280,31320,285542,286800,262100,212200,213480
BWM06V,BWM07V,0,0,0,0,298320,0,0,0,0,0
BWM04D,SIAD,0,0,0,0,0,0,0,0,17800,0
IL1V,SMBV,88560,66304,237120,26760,116520,0,49680,690200,138400,691360
CEPD,SIAD,0,0,0,9480,0,160849,336240,289200,388600,521040
BWM02D,SMBD,45480,53248,41160,55560,102240,171325,103440,226500,237600,490720
BWM02D,BWM03D,0,0,0,0,33120,88196,571440,84900,208800,69680
ADE,AVH,0,0,0,208800,270240,418682,408720,183200,273200,496240
RIB,RMED,384840,601856,556680,990240,2400720,1817332,3638160,1754400,2813200,2404400
AIA,HSN,0,0,0,0,0,0,3437760,0,0,0
BWM04V,RMDV,890160,1766400,1358160,998400,3076560,3404881,4269840,2730500,3072900,2288400
BDU,BWM08D,0,0,0,0,0,16896,0,0,0,0
BWM02D,RMDD,785160,1414656,894720,475320,1013760,997201,1583760,1869800,1386100,2344240
RIM,SMDD,2542440,3569408,3710280,4203000,7657200,10128475,14624400,9015700,12488000,10440480
RIS,SAAV,55680,8192,0,11520,434160,0,0,0,0,0
ASH,PVQ,906000,683008,115200,1493280,559920,1367562,2731440,389600,237600,136800
AIB,URYV,299280,264960,280800,219120,320280,488970,635280,38600,0,179160
ALN,RID,0,0,0,0,3480,0,0,0,0,0
HSN,SMDV,0,0,0,0,0,0,417600,0,0,0
BDU,RIP,0,0,0,0,0,0,0,3726000,3648800,3525480
RIP,URAD,947760,2116864,1901520,1533000,4461960,6399866,6069600,3256600,3547700,3343280
BWM03D,BWM05D,823800,2185472,1421160,2449800,6018240,10407259,24828480,6322400,9477900,7511600
RIG,SMDD,240,38144,7920,134880,0,0,0,7200,0,19400
AVK,URAD,0,0,0,0,0,87521,0,0,18100,0
SAAV,SIAV,93360,435456,194640,213360,1009200,917451,728880,161300,450700,966400
AIN,URYD,41520,41984,6360,86280,24840,20950,308400,475600,210500,210000
RIA,URAV,45840,93696,41280,21960,79560,200724,171360,0,0,0
BWM05V,RIV,0,0,3840,111840,298920,517016,974880,321200,461300,742160
RIH,URX,47160,134400,375360,199320,484680,923872,582000,2772700,3532000,2729400
AVF,SMDV,0,0,0,149520,229080,0,568320,0,7100,184080
ADE,FLP,673440,1423872,1000080,665640,1371720,1246923,3415200,3279700,3243000,2891880
BDU,IL2D,69600,112384,67920,27840,100320,319332,133680,96400,136600,35280
ADA,DVA,438960,1600256,1299120,1444440,1854480,1970073,2680080,2303900,2856100,2453240
ASJ,ASK,1274640,2806528,1938240,1923720,5595840,6343095,7590240,6196000,5956300,4502000
BWM04D,RMG,90000,7680,97800,179640,66960,365629,1044960,1375600,1658100,1196560
RIC,SAAV,263520,426496,663720,12120,828120,92250,278400,1290500,406600,110040
CEPD,RMG,0,39680,9480,86520,1024320,1621001,2830320,1455400,1356000,2121920
SIAD,URYV,170760,205568,118320,187920,406200,224715,683760,142500,260100,276080
RMEL/R,RMH,0,0,0,0,122280,34805,90960,1995200,2301000,3515280
SIBD,SIBV,1843440,2881792,1599480,3079080,4385400,5968678,10803840,4301800,6856900,5729240
AIB,BDU,0,0,0,0,0,0,0,0,37900,0
IL2D,URX,348120,289792,605160,377040,1331400,1434808,1244400,871700,1456800,1372320
BWM01D,BWM05D,29040,124672,117840,136080,148920,114553,578880,43700,628000,114720
AIY,AUA,2615400,3207168,2655960,3099720,5766000,5780796,10095840,4764900,5773300,5909360
PVC,PVP,545760,1021952,1195920,1606920,2843160,4713644,7341600,1917200,2982400,2605200
RIV,RIV,625200,1900288,882600,853080,2469360,1929861,4104960,2934400,3584200,3831600
AIN,IL1D,58440,122112,47640,82920,157200,169972,307920,315200,346500,300760
PVW,RMDD,0,0,0,0,0,0,0,0,140200,0
OLQV,RMH,0,0,0,233520,659160,1444269,1280400,1403000,1742400,1694880
AWA,PVW,0,0,0,0,0,0,0,66800,0,0
OLL,SMBV,157800,237056,150480,109920,477840,249384,918000,238500,499600,393120
AWA,SIBV,0,122368,0,8520,0,0,2400,0,0,0
BWM02V,RIC,19920,0,0,0,0,0,0,0,0,0
AVM,PVC,0,0,0,0,1240440,2457691,4728240,5850500,5043500,4741680
ADL,URX,39720,0,0,67680,141480,20613,22080,100800,0,0
AVE,IL1D,5160,0,19080,0,219960,176393,144480,0,0,960
AVJ,AWA,0,0,0,0,0,4392,0,1503500,767300,1166360
ASH,AVD,350280,418304,408000,454080,1397760,2058268,3174240,2277600,4571000,2995000
AIM,PVC,0,38656,0,12600,0,0,88320,36000,86400,960
BWM08V,SIAV,0,51456,7080,0,0,0,0,0,0,0
RMEV,SDQ,0,0,0,0,0,0,0,0,276600,0
CEPV,PVP,1560,0,0,16800,0,0,0,0,0,0
RMED,URX,11880,7424,0,0,0,0,0,0,0,0
BWM03V,RIC,50160,0,0,15600,0,0,0,0,0,0
SAAD,SIAD,282240,553216,681480,878760,1050240,2011299,2725200,733600,2011800,1019520
AWC,RIV,10560,8192,4680,0,28200,0,0,46700,27600,91160
BWM05V,SAAD,0,0,0,21360,59880,126719,1920,200,0,74200
RIA,RIH,1285440,1546496,1202160,1105560,3836640,5372927,7247760,3500800,5578400,3472480
ADE,SIAD,0,3328,0,3720,19560,1689,521280,12600,578500,579600
AIB,CEPD,0,0,0,0,0,5744,0,0,0,0
AVM,SMDD,0,0,0,0,0,0,0,0,32400,0
AIM,AVB,0,0,2880,20040,345240,6758,695040,459600,1202900,245920
BWM04V,RIV,0,0,0,0,0,58459,401040,87500,41100,26520
PVW,RMH,0,0,0,0,0,0,2640,37800,109200,0
PLN,SIAV,0,0,0,0,0,0,4356000,2740300,5208900,4480560
AIZ,AVH,477240,1191168,631800,456000,1128840,488970,92640,138000,157800,95600
RIF,SIAV,0,0,0,0,0,337,0,0,9500,0
ALN,RIG,0,0,0,0,118800,175380,150960,2048800,1453800,1810920
AVK,SIBV,9120,0,89880,20520,141240,0,145200,448600,0,129840
BWM05D,RMEL/R,0,0,0,0,0,0,573360,0,0,0
AIM,OLL,52680,55808,14520,37320,49680,50688,0,30200,286400,105040
AIM,SMDD,72480,81920,74280,54240,107040,104078,168960,28400,175600,96320
BWM01V,BWM04V,0,0,0,48600,0,33116,670320,144800,283600,67160
BWM05V,SDQ,0,0,0,0,0,0,116880,0,0,0
AVL,RIA,0,0,960,0,0,0,0,0,0,0
ASH,URB,0,0,0,19800,0,0,0,0,0,21680
AVA,AVH,30000,342016,721800,1240440,1433880,1186436,4097760,1855400,2822600,1210080
RID,SMBD,0,0,0,2640,0,11827,569520,105500,0,62720
RIV,SAAD,1327560,2286080,1558080,2269560,3796680,4772443,5652000,5589800,6856800,6215520
IL2L/R,IL2V,51720,133632,154080,89880,246360,753560,372480,1039600,279300,819360
AIY,URX,165360,221440,239640,317760,319560,450109,714960,517400,366200,319400
AIZ,RIB,1143840,1509376,1230240,2344920,4407840,3993537,6953040,3995200,4815400,4090880
AVM,BWM05V,0,0,0,0,0,0,4800,0,0,0
ADE,ALN,0,0,0,354120,980400,1466572,2970240,579400,235600,1519440
DVA,IL2L/R,0,0,0,0,0,0,0,806800,653200,463600
PVQ,URYD,6600,0,6600,1920,4320,2027,0,0,10600,5640
ADL,URAD,0,0,0,0,0,27709,12960,0,0,15040
ASJ,OLQD,44400,92928,42600,65160,58440,118947,117600,117800,140500,104880
AVD,IL1V,0,0,0,6600,0,0,0,0,0,0
IL2V,RID,0,0,0,0,0,0,0,0,145800,195240
AVE,RID,59400,115712,26880,57960,210480,182476,66240,131600,107400,90120
ALM,PVQ,0,0,1800,0,78360,95293,0,0,0,0
AVH,SIBV,32760,90368,30840,0,85080,498431,259920,291000,350800,142480
AVA,RIB,273120,496384,100080,447840,591960,870818,2476560,1214700,969400,1036000
ASI,OLQV,0,0,0,0,0,0,0,0,132600,0
AIN,RIS,5760,39936,10440,297360,0,0,0,6600,0,0
PLN,RMEV,0,0,0,0,0,0,2400,0,0,0
RIV,SDQ,0,0,0,461640,242880,4194599,5383920,5298800,4024000,4038520
AIZ,FLP,0,0,0,20640,0,0,0,79600,91500,0
ADE,ADL,0,0,0,600,135600,0,0,0,0,1520
RMH,SIBD,0,0,0,893760,1179600,2027180,2654400,3543100,3724200,2732680
ADE,RMG,0,0,0,27480,11640,235530,154320,0,0,175840
AVD,URAD,105480,79104,61440,12720,175560,130774,2880,0,67800,0
BWM07D,RMEL/R,0,0,0,0,0,0,96960,0,0,0
ASI,URYD,33240,24064,20880,35160,4560,44942,140160,161800,124200,39560
BWM06D,CEPD,443760,1076224,640560,707040,2066160,1850111,1366800,1080400,692800,848240
AQR,SDQ,0,0,0,85680,59760,365291,15360,0,0,0
RIP,RMDV,5760,40704,59400,23040,21480,32100,38880,1900,90800,55240
IL2V,RIS,0,0,0,0,0,0,0,0,0,290560
RIB,RID,25320,111872,543960,179520,78720,943809,1621440,1292900,1933700,2296800
AVA,FLP,548880,900096,1234560,346560,3630360,3655954,7132080,3084600,4805800,4966000
PVR,URYV,176640,262912,98760,64440,394440,60487,931920,0,0,800
AIN,ASE,539400,1544960,851400,1521360,1696320,2209657,5262960,5210800,5697900,3576120
AFD,AUA,1668480,2753024,1885440,4273440,4869840,4153035,14417760,5185400,7535600,6771640
AVE,RIS,519240,1066240,508680,703320,1652640,2174852,3104880,2734000,3550600,3516400
BWM04V,SAAD,0,6912,0,0,0,0,0,0,0,0
IL1L/R,RIP,0,0,0,14160,0,0,0,0,0,0
OLQV,RIR,73920,71424,149880,37320,186840,170649,169920,227400,115000,180480
RIH,RMDL/R,0,0,0,140160,0,0,0,0,0,0
RIM,SIBD,665760,1575680,1031520,1542960,2640840,2582383,5407440,2268400,2965700,1892880
AVK,CEPV,240,0,22080,0,17160,0,0,4200,310900,0
BWM07V,RMED,0,0,0,0,0,0,15600,0,7200,0
FLP,SIAV,26280,0,77760,201360,0,370698,458880,151800,726500,903960
ALN,SIBD,0,0,0,131160,138720,544051,862800,897300,868800,1121200
SIAD,SMBD,1694040,3299072,2119080,3186840,5232120,7593399,12364800,4152500,7462800,6992600
DVC,RIR,0,0,0,255120,0,3379,31920,23600,820300,8160
ASH,AWB,788640,1284352,918840,1024080,2629560,2176204,3194160,1968200,1683900,1168960
IL2D,RMDL/R,0,70656,0,0,0,0,0,0,0,0
RIB,RIS,2063160,3347712,2544960,3414720,3939480,4879225,12442560,6656500,4265500,6116640
URAV,URAV,0,0,0,0,0,0,0,0,0,5040
AIB,RMH,0,0,0,894120,407040,113202,1486560,1040400,507400,1009800
AVH,CEPV,0,0,0,61200,0,0,0,0,0,129440
ADA,AWA,73320,7168,6480,3840,102360,0,328080,169000,85800,67280
BWM04D,URX,0,0,0,0,11760,0,0,0,0,0
ASE,HSN,0,0,0,0,0,0,545280,0,0,0
CEPD,URX,953520,1755136,1508400,900360,3477600,4069908,2788560,2752800,3569800,4896480
BWM06D,SMBD,94080,93696,0,38880,51360,0,609840,260000,334800,575600
OLQV,RIC,758160,518912,831480,306240,739920,853247,1002240,2049200,882700,1341160
AVB,RID,404640,763648,462480,691920,1580880,2120109,3482880,1383500,2125400,1420960
RMDV,URYV,436200,681472,576840,828480,1629120,2613472,5495280,646000,532200,986840
AIZ,SIAD,310080,434944,166320,284760,623040,604538,1596000,1068800,789000,442080
ALM,AVD,414360,1053952,847800,939360,1874640,4053010,6349920,2622900,3378800,2636480
BWM06D,RMDD,5520,99072,2400,274800,651360,1976831,2298240,199600,333200,162800
ASE,IL2L/R,57960,15104,5640,42000,54960,78733,282240,1200,127400,367560
ALA,HSN,0,0,0,0,0,0,21360,0,0,0
AIN,RIG,0,0,21480,0,2280,0,1440,38200,33100,55520
AWA,RIV,0,0,0,0,0,0,0,0,16600,0
DVC,RIC,0,0,17040,0,0,0,0,0,6000,0
ASH,SMBV,1441560,1463808,1038480,627600,2597160,1336810,2050320,1214600,1401900,1563840
ADL,SIBV,0,0,0,0,0,0,102720,0,0,0
PVQ,RID,0,0,40440,0,143640,47984,8160,386900,0,137440
AVM,PLN,0,0,0,0,0,0,0,0,31300,306480
BWM01V,BWM08V,12960,0,0,12960,0,0,142800,283500,238200,197360
RIH,RMDV,0,768,41280,13320,8280,337,0,63200,0,0
AVA,SIAD,248160,451584,186120,593520,768240,731258,4362000,922700,1816600,1169600
ALA,IL2L/R,35160,107776,53040,132960,119640,120974,341280,436300,873800,571720
OLQD,RMEV,4440,105984,151920,114120,53760,100023,883920,111200,208200,320240
ASE,ASH,896760,1385728,756480,658440,1812360,1840650,4800960,1181000,979600,673200
AIM,PLN,0,0,0,0,0,0,720,0,0,30720
AVE,RIG,160680,424960,206520,514920,1500720,1059377,3885120,1756900,2519200,1170760
AWC,OLQD,147000,94208,91320,77520,178920,278782,364800,123200,454200,422440
OLL,URB,1057200,1880832,1317120,826320,2570160,2817914,2384640,5072800,6399300,6984280
URAD,URX,69480,0,69840,40440,461400,38860,45360,162500,455700,414640
AVD,PVW,0,0,0,0,0,0,1503600,544300,262900,240400
IL2D,RMDV,40680,60928,58200,49200,128640,84142,266400,88800,52200,66000
IL2L/R,URAV,43200,210176,844920,656280,1359480,1918709,2558400,1106000,396000,600280
AVD,SIBV,473040,1140736,673800,731400,1286760,1550713,4489680,2684200,2015700,2115160
IL1D,RMH,0,0,0,0,0,0,0,1944300,2319400,2315520
ADF,AFD,432840,1579520,737760,629760,2900160,1693992,2209200,4495800,3137800,3798160
IL2V,PVC,0,0,0,0,0,0,0,25000,222600,0
AVJ,SIAV,45720,121088,45240,2160,12360,57784,239760,227400,78900,31200
PVQ,RIS,0,0,0,54360,69840,0,0,0,0,0
AVE,PVC,245520,375808,211080,138720,515760,1307748,2517600,365800,1361300,909360
ALA,ASH,1560,0,0,0,0,0,0,0,0,0
BWM04D,URAD,0,0,0,1680,104520,122326,458400,15500,179000,27960
PVP,SIAV,16200,8192,139320,166680,443760,0,351600,152200,158200,0
RIM,SIAD,586680,1383936,883800,750600,2042160,2749653,3549600,1746100,1820400,2228640
SMBD,URYD,89640,69376,51840,72240,137760,149359,218400,74000,149600,38360
BWM06D,RMH,0,0,0,24720,248040,11489,0,0,0,19720
CEPD,URAD,421080,1000704,1196640,683160,2678400,3204494,1968960,2985000,3572100,4173040
RMEV,SMBD,1080,0,0,0,0,0,72960,50300,0,0
RIP,RIV,0,0,0,0,96000,1013,0,0,0,0
AIM,AVH,69960,224000,89640,101400,149640,328120,647760,1289200,1771100,1278440
AVK,RIV,554640,574464,423840,403920,797280,699155,4104960,1813100,1700400,1046240
BWM01D,IL1L/R,0,0,7800,0,25200,3041,20880,32200,0,21040
AIZ,RMG,0,0,0,0,47040,30074,0,0,0,0
AVM,RIB,0,0,0,0,0,97320,0,0,0,0
RMG,RMH,0,0,0,6559440,7186800,10452877,10888320,3338100,3092600,4159640
BWM07D,RMG,0,0,0,0,0,0,0,184900,0,0
IL2V,SMDD,0,0,6360,0,0,0,0,0,0,37880
AVE,OLL,1602840,3379200,2545440,2966640,5348400,6502931,11041920,8962000,6792600,10092080
AVE,SMDD,365400,745984,566160,969600,937440,1121216,2820240,2284700,1856100,1922120
ADL,CEPV,0,0,0,64800,0,0,0,0,0,0
AVA,RMG,47520,78592,36840,670200,564120,1273957,1830000,254800,185600,521520
AIN,SIBD,0,96512,12000,55680,111000,307169,438480,89400,866100,98760
AFD,URAD,0,0,0,0,240,0,0,0,0,0
AVM,FLP,0,0,0,0,461040,237895,1756080,392400,557400,648400
AQR,AVK,0,0,0,122520,993360,396041,311760,484400,340000,639280
AIB,RIR,116640,144640,337920,166560,663120,789043,998880,476900,560700,445040
AIN,AVM,0,0,0,80880,0,0,0,0,0,0
AIM,FLP,0,4864,0,0,0,0,131040,0,134600,8400
AVD,CEPV,96960,125952,61200,69480,212280,133139,235920,116600,91400,37920
RIB,SMDD,775440,1462272,1232520,1065360,2724840,2648953,4314000,2363600,2392100,3063240
AIN,AIZ,0,0,23400,0,56520,17233,0,73000,205200,54640
SDQ,SDQ,0,0,0,0,0,2186004,6188160,4620200,4070200,2093760
ADA,DVC,0,39680,12480,2760,0,14192,960,0,0,100480
DVA,URYD,99600,177408,20280,106440,104640,130774,354960,704000,621000,223800
AVE,SIBD,80640,51456,35400,84720,357000,192614,698880,534300,26200,49840
RIM,RMG,390600,174336,152160,91920,600000,201737,585360,329800,390000,181080
SIAV,URAV,37680,51200,19920,43320,84240,77383,234720,124200,153900,122560
ALM,AWB,0,126464,10800,0,0,36833,0,0,0,0
AVE,AVM,0,0,0,0,0,294327,14640,0,0,8000
AUA,IL2L/R,120600,28928,26400,63000,219840,173690,16800,2896500,3147500,2918000
AVB,PVC,1098360,2522880,2366280,4313760,6390960,10099750,22778160,12043300,13599000,11780000
ASG,PVQ,82800,2816,0,7800,0,0,105600,0,0,28320
RMEL/R,URB,299880,21248,8640,18720,960,0,7440,1316700,1800500,1641880
ALM,SAAV,0,0,0,1800,38160,0,23280,0,0,0
AVK,SAAD,253200,869376,396600,714120,1600440,987063,5357520,595900,972800,655880
HSN,SIAV,0,0,0,0,0,0,333360,0,0,0
BWM03D,RMED,134040,184832,221760,151560,54840,657929,613680,997300,857400,708400
IL1V,RMED,288720,430080,103560,286800,511440,671446,118320,412900,422200,361400
AQR,SMBD,0,0,0,0,585360,0,155520,0,0,0
ASJ,RIM,29400,0,0,4440,0,12503,13680,0,0,27280
AIB,RIC,175080,0,239880,60480,168720,639682,175680,790100,315900,520440
ASI,RIH,0,0,0,0,0,0,0,0,70200,0
AVB,AVB,120720,544768,494760,211080,991200,855613,2813520,2173900,1467500,2488520
BWM04D,PVW,0,0,0,0,0,0,25920,460900,22600,2000
ASK,RMG,51600,530176,330240,174840,477960,355153,168960,80200,7300,253640
OLQV,PVP,41400,34816,12480,25080,12840,39536,0,44600,0,0
CEPD,PVW,0,0,0,0,0,0,194880,509100,445600,386200
OLQV,URB,55800,140288,203160,231960,468120,653874,815520,589600,845300,631360
AVF,SIAV,0,0,0,109800,173880,298382,176880,57400,353900,233200
ADE,IL1V,0,0,0,0,0,0,0,0,0,4880
BWM01D,BWM02V,0,0,5760,8640,0,0,0,0,0,0
BWM06D,PVT,37440,0,0,0,0,0,0,0,0,0
AVB,SMDD,9240,18176,88080,27960,101760,0,0,0,14400,0
AVK,SDQ,0,0,0,0,240240,0,24480,1118100,302600,0
HSN,HSN,0,0,0,0,0,0,4126800,0,0,0
PVR,RMH,0,0,0,4440,88080,0,0,0,0,0
RIP,SDQ,0,0,0,0,0,0,0,29600,231000,85040
ALM,SMBV,0,79616,0,21600,0,0,0,4400,0,0
AWC,SMBD,0,0,0,0,0,0,0,0,0,34480
DVC,PVP,0,229888,85440,27600,321240,516341,700320,3700,0,911320
AWB,PVC,48120,39936,8880,1080,32640,0,20400,22600,0,0
AIZ,AUA,394320,737536,207840,664080,956880,1121892,2406960,920400,1143900,1049600
BWM01D,RMED,107280,82944,54840,249480,64920,217620,300960,587400,315500,132520
BWM04V,SMBD,0,0,0,0,0,0,0,0,0,7120
BWM06V,RIC,56400,0,0,0,1800,0,0,0,0,0
PVQ,SMDD,4560,0,0,0,64800,30749,0,0,7700,13920
AWA,OLQD,0,0,22320,0,38040,9799,0,0,0,4960
ADE,URAD,0,0,0,0,0,0,0,59900,0,0
AIM,SIAD,43200,77056,52800,166440,142440,244653,70320,356700,203600,165360
ASG,ASJ,209640,325120,194280,329040,263400,313251,1602720,2445600,4537900,3570240
AVF,HSN,0,0,0,0,0,0,24422880,0,0,0
PVT,URYD,139200,196352,75360,93240,143880,238909,291840,120400,123400,187520
AQR,AVF,0,0,0,0,0,0,0,8600,0,0
ADL,RIV,0,0,0,0,8760,0,0,0,0,1200
AVH,BDU,221400,259328,346680,644040,854520,696114,1157280,852100,471100,659480
