pre,post,L1_0hr,L1_5hr,L1_8hr,L1_16hr,L2,L3,adult_sem,dauer_sem_1,dauer_sem_2,dauer_FIB
ALA,IL2D,18360,22016,27000,45840,6360,21288,28800,323600,201800,20480
IL1L/R,RMH,0,0,0,0,1622160,1111080,1634160,5712500,7094700,7884200
AIY,AIY,107880,140288,399120,0,1037160,740044,320880,2104600,1661800,1421760
SAAV,URAD,0,0,4800,0,0,0,0,0,0,0
RIB,SIBV,247320,669440,435720,316320,973560,930292,1314960,942200,1230100,1286400
ALM,ASE,0,28672,0,0,0,0,0,0,0,0
BWM08V,URX,0,0,0,0,0,45281,0,0,0,0
ASH,AVM,0,0,0,103560,93000,0,0,79300,0,0
RMDL/R,URB,436680,756224,557880,778800,858840,470383,496320,3350200,2480800,3402680
RIA,SDQ,0,0,0,69240,0,671446,503520,461200,952200,1042400
ADA,FLP,177720,418048,165000,216720,1163280,558580,990720,640500,630400,828720
AIB,RMED,0,68864,140040,84480,247080,146657,780000,346800,359600,265360
BWM07V,RIA,19200,11520,1920,8880,0,0,159600,0,600,0
SMDV,URYV,375960,571392,647280,651840,1002000,1097563,1687200,393100,375600,610440
AIM,ASK,287640,164096,300480,263880,1744800,2733434,3879360,2136000,4021400,2363640
AVJ,RMG,117840,95232,34080,107400,759360,661308,992880,602400,2047500,131680
ASJ,IL2L/R,108960,116480,107640,80280,212280,156118,287520,196000,235100,227320
AVM,SAAD,0,0,0,0,10200,0,23040,0,0,0
BWM02V,URAV,540840,1300736,1514880,995880,3018120,2296503,5867280,3539200,3783600,3034040
PVP,RMG,3360,1792,0,1200,33840,0,0,0,0,0
RMH,URYV,0,0,0,0,0,111851,0,0,0,0
BWM05V,SIAV,0,0,0,5400,35880,0,0,0,12400,80
ASE,AWC,1970400,4090624,2423160,3658440,7014360,8608509,12786000,5760400,10735100,9861560
BWM06V,RMEV,0,0,0,0,0,0,0,0,4000,0
IL2D,URB,0,0,0,0,0,0,0,178100,0,0
ASK,OLQD,6480,0,15960,17400,0,0,3360,0,63600,41000
AIM,SAAD,5040,0,0,0,0,0,0,0,0,0
BAG,SIAV,0,0,0,600,0,0,100320,235700,24000,6360
BWM05D,SMBD,135000,474880,141720,189360,340440,676853,1640160,2192000,2243600,2052880
IL2L/R,RMDV,0,28672,2400,37440,0,0,0,0,0,0
RIF,URX,1200,3072,30960,2280,233040,50012,361200,10900,87400,83640
ALA,AWC,0,15360,0,0,0,8785,0,184800,543400,0
AIM,AIN,0,0,0,600,0,0,0,0,0,0
AVL,PVP,0,0,149280,335040,0,0,24960,0,0,0
DVC,OLQV,104040,430336,253800,276120,570600,364614,228480,331400,434300,281080
AVL,URB,0,23808,5280,0,31920,6758,3840,0,38200,48000
BWM05D,RMDD,188040,212736,478320,903120,2706840,2516825,5234880,1309700,3063700,2355600
SIBV,URX,0,7936,0,0,148080,18247,0,40500,295500,46080
AVB,PVW,0,0,0,0,0,0,1673520,647400,1370000,1567640
BWM04D,RIF,0,0,0,5640,0,0,0,76000,0,0
RMDD,URB,78120,401920,339240,160800,860640,1277336,1243920,517000,765700,520160
DVC,IL2V,480,56064,99240,162240,171360,206807,474720,1922300,2469000,3055160
ADL,SMDV,0,0,0,0,4680,0,0,0,0,0
AVB,SIBV,227400,660224,449160,279840,2126160,2332997,4734480,3958600,3333000,2416960
BWM08D,SMBD,236760,333312,292560,119880,345240,5406,153600,113200,110800,140360
OLQV,RID,0,0,0,1680,56640,72314,115680,0,107500,76320
CEPD,RIF,38160,91904,26760,3960,61320,162201,179520,227200,194400,117760
ADL,RMF,0,0,0,0,0,0,115200,0,0,0
ADL,AVE,35640,0,0,1560,0,26695,0,0,17800,720
IL1D,RMED,201600,508160,429600,493320,829440,905625,2644560,1326500,1116100,1125960
BWM08D,RMDD,0,0,0,38280,43800,162200,145440,0,0,0
BWM05V,RMEV,90480,111104,79920,172200,176520,395704,762000,791300,342700,476960
CEPV,PLN,0,0,0,0,0,0,1184160,319500,361900,1115200
RMED,URB,0,0,0,0,0,0,0,0,0,8080
RID,URYD,56040,111872,24360,68520,81000,79748,158640,138900,8100,17200
RIC,RIP,0,0,99120,71400,140160,462949,41280,165600,191200,489880
ADF,AWB,1311120,2320384,2040960,2373720,4641840,4907949,11123040,4107700,6383700,3343280
ADF,DVA,134400,148224,227280,193440,25440,656915,35280,654000,156600,424360
DVA,RIA,0,4096,0,3120,0,74004,1201200,206400,328200,2240
OLL,SIAD,9240,144384,0,0,2880,51701,0,44700,0,0
AVD,SMDV,182400,456192,89760,241680,552720,172338,607200,0,0,97440
BWM07V,IL1V,0,0,0,0,17160,0,0,0,0,0
ADA,SIAD,87480,256512,39720,232680,170040,88196,125760,192400,317500,234640
RIH,SAAV,102600,378112,456480,0,4440,260535,560640,0,0,4120
AVD,AVE,457800,1233664,694560,355560,1428960,2027181,2678160,932400,1419600,1615800
AFD,RIF,0,0,0,0,0,0,0,6100,35600,12200
AWB,SIBV,0,0,0,0,0,0,0,311000,16400,0
AUA,IL2D,83880,108800,213840,220920,162360,218972,315360,366800,323100,596920
RIF,URAD,116760,126464,24000,41520,147120,189234,112080,216400,186200,92880
RMF,SIAV,0,0,0,0,460320,90562,1350960,39100,375900,102960
PVW,RID,0,0,0,0,0,0,454560,0,238400,108400
RIV,RMEV,85320,0,0,193320,204120,0,300240,0,998600,189520
ADF,BAG,80400,27136,9120,3600,36000,48322,168720,0,0,12080
HSN,RMG,0,0,0,0,0,0,2950560,0,0,0
IL2D,SAAV,0,0,600,0,0,0,0,717700,374000,913200
AQR,AVA,0,0,0,1254960,3223680,5012029,5433840,2931800,4769400,5425680
AIY,RMF,0,0,0,0,0,0,0,0,35700,0
ADF,SMBV,570480,1579008,1043040,1016880,3169440,2617190,4755840,3621300,3754500,4267760
BWM03V,BWM05V,1621320,1392640,1661880,3113880,7310880,11091546,29512320,8668600,11487400,7930040
ADA,ALN,0,0,0,0,58440,6082,6000,41600,0,960
CEPV,RIB,195000,267520,159000,242880,598560,598793,1843200,783300,1812400,801520
AVB,CEPV,52800,58624,14640,34320,301800,8785,390720,924100,1266000,827280
AIM,OLQD,37800,51968,50520,59520,103440,142601,241440,184800,184000,28400
AVH,AWA,257040,324352,201120,111360,762720,1021530,1094880,64300,44600,397960
BWM01V,OLQV,0,0,0,3120,18600,2027,7920,0,0,0
PVW,RIS,0,0,0,0,0,0,490560,0,99400,0
OLQD,URX,56400,1024,321960,10680,399960,0,6960,0,0,292560
AWC,IL2L/R,97560,104704,0,125640,130440,300071,337200,135400,55200,264720
BWM01V,IL2V,0,206336,256920,155760,68880,0,11040,130000,162700,37600
OLL,RMG,0,5888,22440,0,368280,353126,407760,30700,164500,98880
AUA,AWC,22320,21760,56880,0,75960,178083,221280,126200,174500,201120
AVA,BWM08V,0,0,0,0,0,0,720,0,0,0
BWM04V,IL2L/R,0,0,0,0,16080,0,0,0,0,0
BDU,PVP,0,1280,25440,8160,11520,4730,233760,0,0,0
ADA,ADL,181200,199680,463920,514560,667200,1343231,2946000,1744300,1452600,1060040
ALM,SIBD,115920,641024,170400,440160,548760,1604105,1242720,345600,972600,631840
BDU,URB,5760,16640,33120,18000,23760,11489,0,0,0,0
ADA,RMG,377760,407808,206280,522360,692520,1797396,2161440,913400,1062800,1215120
CEPV,RMEL/R,39240,8960,0,0,34920,0,42000,0,16500,40
AVF,RIP,0,0,0,0,0,0,0,5179300,6085500,4389160
IL2L/R,RIV,31800,81664,113880,10920,177840,145642,176400,528600,502600,666760
BWM08D,RIM,0,0,0,0,117720,474439,350160,0,2700,259520
ALN,CEPD,0,0,0,0,0,0,151200,292300,7900,107480
ALM,AVM,0,0,0,0,1250400,2491146,4104720,3405700,3624700,1748600
AVM,BWM04V,0,0,0,0,0,0,12960,0,0,0
AWB,CEPV,0,0,0,51600,0,0,0,0,0,0
RMDD,SMBV,163680,439040,308520,168960,503280,707941,789600,304300,360000,361400
ADF,ASI,0,2048,0,36240,49320,0,16320,0,93700,68560
AIN,URYV,0,0,0,30120,88440,7096,0,220300,160000,198560
AIZ,RIM,1504920,3279616,1694400,2103840,4857840,6538751,11597040,7148000,7261100,7516600
RID,RID,4800,0,0,6480,6000,50350,0,0,0,0
RMH,SMBD,0,0,0,563040,269880,450446,975840,228500,401900,652960
PVC,SIAD,0,14080,12000,5400,0,0,73440,0,0,8120
OLQV,PVC,46560,45312,30360,145680,27600,154428,11760,15200,5600,0
ADE,RIF,0,0,0,5640,186240,272025,529920,10100,59000,102240
DVC,URAV,1200,45312,33000,190680,400080,99347,543360,827200,456600,480440
BWM03D,RIA,0,0,0,7920,0,0,0,0,0,0
BWM04D,SMDV,0,0,0,0,0,0,0,0,0,4440
IL1V,RIA,54240,61440,53640,0,62400,6757,225840,0,0,0
RMEL/R,SMDD,0,0,0,0,0,0,0,23000,151600,27760
BWM04D,RMF,0,0,0,0,0,0,1370400,959600,973400,1177160
CEPD,SMDV,0,21504,38760,0,9000,0,0,0,0,0
AVJ,URX,68040,114944,45120,79800,585840,144290,548640,1035600,371200,205760
RIF,SIBV,0,0,0,21840,0,0,146880,0,0,3120
CEPD,RMF,0,0,0,0,0,11489,1935600,2599700,2210000,1981040
PVP,URX,223200,738560,933840,638640,2310000,1528749,2188080,2114600,1905700,2644120
AIB,RID,50880,125952,24480,101640,165480,94955,315600,349000,175800,213680
RID,RIS,36000,164096,0,0,0,25006,0,0,502200,320
RIA,SMBD,102720,196608,259080,534240,679680,1275646,2517600,1083700,1190000,1119960
AIY,BAG,846960,1942016,1212960,1639440,3374160,4800827,6618480,2440800,2112300,3595720
RIA,RMDD,4368840,8257792,6918960,7508880,14899680,17505944,26717280,17639300,17664100,20968040
ASJ,URYD,54960,62720,25440,32640,34560,90900,56400,51600,110800,128560
BDU,DVA,261600,298752,155400,677880,80160,105431,0,0,389100,129920
AVA,RIC,1436760,2423552,1654080,1078560,4069080,6799286,7954320,4916100,5313600,3297440
RIM,RIM,147000,385536,143640,328920,706080,307845,1095600,386600,1281800,638880
IL2L/R,SAAD,84720,239104,128160,110160,176160,227419,100320,185800,87600,169760
BWM08V,RMDV,0,0,0,17880,0,8110,154800,11100,0,0
AVB,RIV,198840,494336,189840,582960,313320,339270,2329920,488100,1044400,649120
RMEV,URYD,65280,244224,39240,85320,618960,514314,132240,0,0,0
AFD,SMDV,0,0,1440,0,0,0,0,0,4000,0
RIG,RIR,631200,1181184,1002840,1428720,1751400,2519869,4976880,2118300,2252800,2019520
RMH,RMH,0,0,0,2175600,1621920,1790976,1710240,722500,848200,1595360
AFD,RMF,0,0,0,0,0,0,114480,0,0,6640
AWA,SIAV,1320,133888,0,0,0,0,11760,0,0,0
AFD,AVE,0,0,0,0,0,0,0,1000,0,0
URAD,URB,0,0,0,0,0,0,0,739500,873200,999200
URAV,URYV,498960,661504,595320,433080,1270320,1635532,2579520,1312100,1828500,1951040
RMDV,RMED,1512840,2179072,1689360,1522200,3562320,4186828,5402400,3855400,2437200,3603320
AVE,BDU,16440,0,0,0,13080,3041,183840,87200,93100,52920
PVC,RMG,45720,12544,18840,7320,65160,803573,155760,312400,149400,102400
ADE,ASJ,0,0,0,0,76440,3717,235200,0,22400,280
AVD,AWA,0,0,0,0,0,0,0,0,10000,28800
ADA,AUA,13200,0,0,0,0,13516,0,0,0,6000
PVT,RMDL/R,1680,0,0,0,67800,86845,132960,441600,29400,142120
AVH,DVC,0,0,0,0,0,285542,418320,0,206600,144000
IL2L/R,SDQ,0,0,0,0,0,0,0,0,0,33840
RIB,SAAD,0,38144,11880,22920,30600,0,1118160,183800,202100,0
SMDD,URAD,0,0,0,0,0,0,0,587200,331400,172600
PLN,RMDV,0,0,0,0,0,0,1575120,2586400,2418900,1767160
ASK,RIM,0,0,27960,0,0,61839,1680,0,23000,108000
AVJ,URAD,60000,72704,54480,61560,183480,242963,125520,234700,120600,77600
BWM04D,PVR,35280,12800,0,45840,206160,0,145680,179200,65800,50760
ASG,RIH,0,0,0,0,0,0,0,0,600,0
IL1D,RID,0,0,0,0,0,19261,0,0,0,0
PVW,SMDD,0,0,0,0,0,0,0,174600,97200,5360
AWA,HSN,0,0,0,0,0,0,6041280,0,0,0
ALN,RMH,0,0,0,0,786840,1984602,2935680,3680200,3984300,4379120
CEPD,PVR,373440,1683456,638880,403560,1691160,389283,2206560,4838300,2768200,2789080
DVC,RIH,0,178432,199080,21000,38640,244316,208080,1510200,2084000,1242920
ASH,IL2D,0,0,0,1440,0,0,0,94800,10800,160
IL1V,IL1V,0,0,0,0,41880,6758,0,26500,12400,24320
AVK,AVL,1479000,3299072,2807160,2895480,10369800,7620433,20990400,6192600,11129500,9405200
FLP,PVW,0,0,0,0,0,0,438000,52200,174700,0
BWM01V,URAV,1179360,2083584,1626600,1577280,2186280,4059432,4455600,3258000,3669600,5004920
ADL,AIB,808680,1144320,698880,588360,2176800,2714848,8584560,3882600,3767100,2875960
BAG,IL2V,122400,213760,380880,119760,418200,385904,164640,50900,71300,37440
BWM07V,CEPV,24000,375296,204360,288120,1242720,289935,3298080,695400,518800,537160
RIR,URB,183240,0,0,0,0,0,0,0,0,0
AIN,CEPD,138960,198912,29040,112680,174480,109483,151680,13500,112400,96400
AWA,IL2L/R,0,40704,24720,0,0,1013,6480,0,0,0
CEPV,RMG,256320,100352,116640,51360,732720,1133383,630000,1806600,676800,507600
BWM02V,RMEL/R,747240,1530368,2152560,850080,2760000,2816899,3134400,6064400,5269100,5856560
AWA,RMEV,5880,0,0,0,0,0,0,0,0,0
AVK,SIAV,65760,436992,410760,917280,1308360,821820,1569120,1368000,4064900,1666080
AVM,BWM08V,0,0,0,0,0,0,0,74500,0,0
HSN,URX,0,0,0,0,0,0,447840,0,0,0
OLQD,RMDL/R,0,76800,0,0,15240,43253,2640,0,0,16560
IL1D,RIS,12720,0,35160,360,94080,104078,161520,341400,6400,543360
RID,RIG,707160,877824,380040,604800,398400,1528412,2959200,2051700,2027200,2235080
AVB,SAAD,0,2048,0,20400,60000,0,0,0,0,480
RIA,RIM,337680,443904,282240,366480,1390800,2010960,3233760,1741800,1440000,1681320
AIA,AIN,197280,242432,261840,220320,594240,377455,2094960,462500,593500,509480
BWM03V,RMEL/R,0,0,65040,257640,240,11488,390960,0,0,880
AVF,URX,0,0,0,0,694560,209171,321840,490500,765100,253640
SAAD,SMDV,1102080,2838784,1930440,3416280,5189520,5262426,10551360,9236100,8706900,9030200
AVK,HSN,0,0,0,0,0,0,3840,0,0,0
IL1L/R,URB,1316760,2218496,1438680,1266960,2800200,3508623,3366240,4862600,5216000,5666520
AQR,URYD,0,0,0,0,30960,0,0,0,0,0
AIZ,RIF,0,0,0,17160,54720,162539,85440,383500,313000,905880
IL2L/R,OLQD,111600,870656,1181280,784200,1810680,2433361,4252080,1432700,1506000,990840
AVH,SIAV,101760,148480,124800,0,81720,157132,191280,465200,35600,970520
BWM01D,URAD,620880,1659904,1111440,1411200,3808680,3703941,4757280,3725900,4366000,5444160
ADE,SMDV,210840,435968,433080,829080,1571040,1186098,4522560,395400,1451300,1194000
AWC,OLQV,0,0,0,0,0,0,0,0,45800,0
ADE,RMF,0,0,0,0,1795560,1484143,3747360,1556200,1198500,3063200
BWM04V,OLQV,11640,0,0,0,2400,0,26160,0,14700,14160
ADE,AVE,0,0,0,241560,214560,15206,503520,239900,174400,29600
AVA,RIF,0,5632,0,134400,5520,0,1117440,24600,120700,50320
AIB,PVC,0,13056,0,0,18720,22640,151440,0,0,177160
AVK,RMEV,77040,24320,118680,0,107160,18923,417600,0,124600,79240
AVM,RIM,0,0,0,123840,159960,880619,475680,545600,47700,683240
ASE,RMDV,1920,0,12720,0,0,0,0,0,0,0
AWC,URYD,94560,64256,18360,79560,126600,94954,282000,169800,178400,254720
BWM08V,RIV,0,0,0,0,65160,197682,562800,135700,6200,8560
BWM06V,URAV,0,0,0,0,0,0,8160,0,23000,0
BWM01V,RIH,0,0,42120,0,0,0,0,0,0,0
AIB,AVB,507000,1392128,1094040,1725960,1404120,2922669,6406560,3316600,4058000,3197520
OLQD,RMDV,120840,263424,240960,288720,702720,473086,646800,1115500,711300,1331920
AQR,IL1D,0,0,0,0,0,8785,0,0,0,0
AVJ,PVW,0,0,0,0,0,0,4704960,3990000,6461500,2776760
OLQV,PLN,0,0,0,0,0,0,225840,254500,287200,248440
PVP,PVW,0,0,0,0,0,0,74880,0,0,0
AIB,OLL,64920,77824,97560,52080,308640,140574,96240,875500,0,862640
AIB,SMDD,1518600,1914624,1522920,2322960,4198920,3331552,7343280,3168000,3182100,3188640
AVH,RMEV,0,13824,0,0,0,0,0,0,0,0
ADA,IL1V,44640,32256,15240,5160,39720,54404,307680,70700,103000,16000
PLN,RIV,0,0,0,0,0,0,1180080,1360600,418700,908560
RID,SIBD,117120,48896,58440,94560,115560,154767,1065600,80000,96800,265840
AVD,DVC,13680,0,0,150840,32880,22640,56400,0,0,73640
BWM07V,BWM07V,0,0,0,0,0,0,431280,225400,0,0
SAAV,SDQ,0,0,0,291360,740400,1134058,1410720,413000,636600,761360
AVA,PVP,518520,1164032,685680,605160,1738440,1847745,2897280,469300,3554900,2100440
PVR,RID,359160,49664,25440,0,0,0,188880,0,253200,0
OLL,URAD,0,0,33000,16440,0,78397,0,57600,0,0
AIA,OLQD,4920,4096,0,9480,25680,22978,11520,59000,131200,99880
ADF,ASG,15720,0,3480,0,0,0,221280,49000,121000,309040
IL1D,PVC,0,0,0,0,34560,0,0,0,0,0
AIN,RMH,0,0,0,720,0,0,0,0,0,0
ADA,URAD,480,149504,72720,75000,11160,123340,314400,0,79900,3400
ADE,PVR,0,0,46560,26520,158040,102727,1275600,322900,383700,286920
IL1V,SIBV,95640,80896,62880,60000,115560,85829,242160,80800,235200,120080
RIC,RMDL/R,390240,869632,812880,345720,591360,267632,442080,290100,194700,117640
AVB,OLQD,6600,15872,43920,32280,72840,150036,168240,2300,25200,0
BWM05V,URAV,0,0,0,0,0,0,21600,0,6900,5520
ASK,RIF,838800,1774592,1183800,352080,1712160,529857,1379520,75400,144800,35400
ALM,RIP,0,0,0,40680,15000,153753,0,562000,731400,520680
ADF,AVA,0,0,0,0,0,0,0,311700,43300,103800
IL1L/R,SAAV,73080,218624,1200,288240,160080,227757,444480,39300,35800,7000
RIR,SMBV,161040,19456,13080,241560,111720,1078978,2029920,743200,114800,279960
SIAD,SMDD,570360,1980160,1264440,867000,3829680,2832782,2666160,2286200,4489100,4012960
ASK,PVQ,2339760,3767040,1828320,3651600,6997440,7748166,11975040,7366100,6665800,6410200
OLQV,RIB,222600,382720,313200,363600,627840,653537,1025280,1383000,1456400,1034160
PVR,RIS,0,0,86760,0,0,71976,0,38800,153400,0
BWM02V,RMG,0,22272,14640,42960,21000,354815,19440,20200,100700,164880
BWM08V,SAAD,0,0,0,0,0,4392,26880,7400,0,0
ALM,IL2D,0,11008,0,0,0,0,0,10800,0,0
BAG,PVC,0,7424,4200,0,18000,47983,21840,746900,11200,0
AVD,AVL,0,0,9360,0,0,0,0,0,0,0
BWM01D,SIBV,0,48640,0,0,0,0,0,0,0,0
IL1D,OLL,564600,848384,624240,908520,1354440,1909922,4705200,5741000,4478600,5844320
IL1D,SMDD,0,0,0,8280,116280,15544,41040,1183500,960500,993520
ALN,RIC,0,0,0,0,266280,88196,8880,101400,39400,960
AVL,DVC,18480,1007872,890040,1220640,237720,578181,675120,1097200,1491400,18720
AVJ,CEPV,92880,11008,0,11760,62760,44605,164160,400,0,15200
RIV,URAV,0,0,10680,0,360,0,0,0,12800,75160
ASI,CEPD,12000,37888,16320,0,13440,0,14160,0,0,0
IL1L/R,SMBV,17160,121344,20640,14040,244080,128071,250320,629000,832800,419360
ASH,AVJ,389160,662528,428400,207240,590880,508905,577200,3422400,4408800,2669960
PVC,URX,0,32256,0,10440,75600,0,0,196000,7100,197600
BWM06D,OLL,0,0,0,9960,0,0,0,0,0,0
BWM06D,SMDD,1800,0,0,12480,79080,34129,24000,39800,241700,12160
AWB,OLQD,0,0,0,0,6120,0,0,0,0,0
SMBD,URYV,92280,148224,54240,77040,247320,346705,618000,355200,287600,162640
SIAD,SIBD,1111680,1637632,1234680,1275240,3782880,4570704,5955600,2875700,5413500,3663160
ADL,HSN,0,0,0,0,0,0,1689600,0,0,0
AVD,SIAV,0,88064,73440,21720,375360,303789,207840,66500,36600,206160
RIF,SAAD,173760,178944,6720,6240,8280,71976,0,0,77600,0
FLP,RIV,205560,90368,193680,43080,260520,227756,161760,179600,411200,1176360
BWM04D,BWM07D,0,0,0,0,0,0,0,370500,0,0
AQR,RIS,0,0,0,0,0,0,1200,0,0,0
AFD,AIB,580680,621568,547560,1047600,1435080,2461408,1836720,2582600,2545200,2779040
BWM02D,BWM08D,4800,17152,0,26160,0,775525,960,3000,38200,15120
AIZ,SMDV,0,0,0,74040,12600,0,240,6800,48900,33240
RMG,SMDD,903960,1515776,1127400,273360,1284240,1443593,1449840,319100,602300,323360
DVC,RMEL/R,68880,145152,98160,128280,50160,630220,5760,44800,500400,489200
ADL,IL2L/R,84600,168960,58200,155400,166440,220999,193200,403700,231000,142520
AIZ,RMF,0,0,0,0,0,92928,25920,0,29100,3360
AIZ,AVE,1914240,3611904,1614600,3113400,5891280,6777998,13686000,7015600,7560900,7438560
AVD,HSN,0,0,0,0,0,0,97200,0,0,0
CEPV,URX,0,40960,6000,163080,355920,499445,223920,222200,663600,364160
ASH,RIA,100440,343808,98280,173760,387120,354139,211920,32900,227600,450400
AVA,SMDV,534360,1078016,1121280,1528320,2250240,3892499,6242160,4048800,5116900,5655040
PLN,SDQ,0,0,0,0,0,0,6240,70200,0,0
RIF,SDQ,0,0,0,89280,455280,374414,367920,545400,227800,134360
RMF,URAV,0,0,0,0,0,80762,0,0,0,3040
AVA,RMF,0,0,0,0,3480,1413856,1243680,1618000,1898500,1036840
BWM02D,RIP,151800,169216,182400,67440,161640,219647,289200,0,242400,0
AVA,AVE,72000,80384,163320,229440,462240,221337,1794000,1345500,1036800,381520
AVM,RIF,0,0,0,0,10560,336230,295920,180300,361400,224200
AIA,AVK,0,0,0,0,40080,0,0,0,0,0
ADL,ASH,226320,522496,386520,1215360,2120880,2589480,7824000,1182800,1119900,1471920
OLL,SIBV,22800,34048,37680,5880,319560,189234,163440,178000,278900,140480
ADA,PVW,0,0,0,0,0,0,0,216000,133600,85680
PVC,URAD,0,0,0,54000,71640,98672,0,0,0,0
AIM,RIF,426480,582912,238560,650160,736080,546415,3516480,1204200,883500,1522720
ADA,SIBV,538440,1172480,711960,557640,1290600,641709,2123520,706000,1443300,1153440
BWM02D,IL2D,0,0,42360,0,0,0,24240,0,6800,0
DVA,URYV,63360,106496,61320,221160,121680,81100,338160,437200,42200,482000
BWM08D,PVR,41520,0,0,0,3000,86169,243840,186000,120900,52480
RIM,SMDV,1624440,3494400,2039280,4575480,5516520,6045387,14555040,8642500,9567100,9162360
RIM,RMF,0,0,0,0,0,5651710,11755440,4603000,6559100,6597400
AIN,RIR,0,0,0,0,0,0,0,0,0,2960
AIB,PLN,0,0,0,0,0,0,58800,1300,0,0
AIY,IL2L/R,13920,76032,0,0,3000,0,4320,1995800,1716700,831440
AVK,OLQV,720,0,40080,67560,15480,75355,352080,656200,880600,679040
BWM08D,SAAV,0,0,0,0,45480,0,17040,0,22600,0
ASJ,SIBD,24720,55296,37200,40800,100800,98672,127440,109400,214000,165600
AIA,SMBD,0,0,0,0,33960,0,0,0,0,0
FLP,SAAD,123000,96000,348600,0,0,0,0,0,0,0
RMDL/R,RMED,0,0,0,0,2760,0,0,0,0,0
IL2V,RIR,0,6912,1080,21960,0,0,0,158000,31200,57600
BWM07D,PVR,360,0,720,0,51480,0,0,145200,8300,24800
AVE,RIR,149160,312576,408000,95280,441600,445716,438000,246200,1704200,188880
RMEV,SIBD,169560,97536,33840,167520,121680,42577,69840,98400,154800,213160
RIP,URYD,0,0,116520,80400,129480,7434,0,0,0,1467400
SIAV,SMBD,628800,1513728,870360,2178960,4026240,3439686,7137840,2661900,3963200,3661360
AVJ,RIV,236400,11264,65880,143760,28680,126382,205200,137300,204400,160480
AIY,ASH,84120,132608,99240,40200,125400,8448,160560,162500,138000,140280
AQR,RIG,0,0,0,224280,1515000,1056336,810480,755800,470500,687320
AIB,AVH,0,0,3120,8880,26640,30412,0,60400,0,124360
IL2D,RMED,215880,568320,374520,576960,680760,1099929,1833840,1018300,1033100,917120
PVP,RIV,87240,4352,0,0,0,0,0,0,0,0
BWM06V,PLN,0,0,0,0,0,0,122880,7000,364700,83680
BWM01V,BWM06V,0,0,5520,3240,0,3379,0,10000,1182200,0
ADE,AIB,6000,10752,0,144960,0,0,18480,0,0,0
BWM01V,RMEL/R,88080,91648,97080,203040,96480,79410,75360,89700,57800,245520
SMDV,URB,87000,157696,152760,55440,175560,9123,30240,66200,226200,0
PVR,SMDD,0,0,0,0,0,0,0,0,0,2720
AWC,RIH,0,0,0,0,0,0,0,254900,438400,139320
IL2L/R,RIM,0,0,0,0,0,0,0,0,0,199120
FLP,SDQ,0,0,0,117600,3600,1138451,1622400,1537600,1684700,2140920
RMEL/R,RMG,0,0,0,0,0,14530,0,0,0,0
RMH,URB,0,0,0,51720,2213400,4043550,4524960,3279000,3590400,3344360
AIM,ASJ,2267880,3155968,1385400,3559080,4223640,5337445,11054640,3627300,4778300,4044560
AVL,RMED,202200,427008,368400,465480,1009200,605552,1395840,171800,330600,458240
AIB,RIB,447360,843008,276480,1406640,1537560,1331741,4638000,2335700,1763000,2470400
AVH,IL2V,0,0,0,0,0,0,0,0,197300,0
ADA,CEPV,32160,162304,17640,85440,92280,134492,74880,478200,111200,246280
RMDD,RMED,221760,406016,396240,281880,126240,831282,855360,1532200,942000,389760
IL2V,RIC,148440,169728,68640,220680,466320,308858,624480,368200,235600,361000
PVT,URYV,341160,186624,274920,329040,564600,389621,485760,934900,888000,602000
AVE,RIC,89160,65024,31560,61680,94800,0,1440,307000,116800,208800
ALM,AVJ,392760,285952,626280,500760,1016760,1161429,2241120,1711900,1454900,1145080
RMED,RMED,12720,0,61080,5760,47520,26019,50880,2577700,526500,0
ALN,URB,0,0,0,0,102360,75693,123120,145600,276400,119320
AIB,FLP,720,265472,134400,125280,148920,1072218,1560720,636200,853300,1215360
SIBD,URAV,21720,56576,5160,33000,103440,26357,174000,138500,119400,134880
PVC,PVW,0,0,0,0,0,0,535680,125400,120000,151720
BWM04D,IL2L/R,0,0,0,0,46680,33792,0,0,0,0
PVC,SIBV,262080,434688,415200,474360,254040,1079653,3369360,1152200,899500,643320
CEPD,IL2L/R,0,141568,0,0,0,0,0,0,0,0
RMDV,SMDD,206040,315136,469440,56520,66480,553174,217440,790700,413500,1140160
RIH,URYD,146160,436480,391200,1549080,2094720,3107512,5656560,2997300,3606600,5225800
AVJ,SAAD,64080,39424,840,13920,51120,0,63600,0,0,1920
ASG,RIP,0,0,0,0,0,0,0,0,59000,0
PVP,SAAD,0,0,0,0,144960,0,289200,0,0,0
AQR,SIBD,0,0,0,71040,207360,46295,348240,276600,907900,322960
AVM,SMDV,0,0,0,0,154440,0,0,0,0,0
IL1D,RIB,65520,178944,48240,3240,88800,94617,42000,85900,323400,205920
AIA,RIM,0,0,0,0,240,0,0,4000,19400,68480
BWM06V,RMEL/R,0,0,0,0,0,0,16080,0,116200,0
AVM,RMF,0,0,0,0,257280,0,0,0,0,0
ASK,SAAV,34440,77824,82680,25800,142560,70287,116880,95200,96500,166280
CEPV,PVW,0,0,0,0,0,0,365760,726400,828500,482120
AQR,AVM,0,0,0,0,0,62177,0,0,0,0
IL2D,URYD,731040,1193728,1117800,901200,2941800,1798747,1939440,2924600,2578200,4642560
PVQ,RIR,14880,0,0,0,0,0,0,0,0,0
CEPV,SIBV,77760,134656,260760,130920,589680,268308,640320,207800,209200,109800
