neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RICRp,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
AVAR,0,143,52,292,0,8,0,0,268,41,651,4,0,0,0,83,501,0,0,0,0,0,0,0,512,0,0,29,0,136,0,0,722,115,209,2342,930,142,241,0,59,23,3,11,0,0,0,0,0,316,0,495,407,718,1551,492,240,0,30,0,26,162,119,232,149,722,723,0,1,45,416,81,0,0,9,6,22,308,0,325,444,339,117,3,86,288,0,0,0,0,631,124,0,0,0,64,69,0,154,2,0,47,0,6,606,244,0,0,226,0,0,0,6,30,0,11,349,2,7,0,2,4,67,0,0,0,0,262,0,127,106,378,27,75,335,212,232,18,43,125,41,5,92,464,225,268,310,0,0,63,0,537,2,0,349,0,0,0,377,163,20,33,0,0,0,0,0,56,0,0,0,0,0,170,377,93,0,0,8,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVBL,243,46,9,73,0,0,233,53,0,0,429,0,0,1,0,464,35,0,0,0,0,0,0,20,1,409,10,0,3,7,0,0,207,5,187,61,9,101,270,0,0,2,157,0,0,0,0,0,33,1,0,0,2,59,61,0,271,317,38,26,17,110,189,202,70,728,713,3,0,457,0,1,0,98,0,115,0,467,325,0,641,953,406,79,11,955,1326,445,0,2199,2097,1095,770,330,50,0,0,67,116,721,175,0,170,51,322,144,433,87,21,0,2,2,0,0,4,183,77,0,0,0,0,0,32,0,0,0,0,0,55,3,24,0,36,76,420,71,324,319,281,10,54,5,14,0,1,0,0,95,66,0,10,0,0,226,1,0,7,92,289,637,6,0,0,0,45,124,24,0,199,10,58,22,0,293,457,610,108,24,116,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVBR,0,259,0,8,0,0,90,137,0,0,595,0,0,0,102,18,1009,0,0,0,0,0,0,0,0,613,0,99,0,46,0,0,14,122,336,675,246,28,137,0,0,185,8,0,0,0,3,13,18,0,0,0,0,20,10,333,710,42,213,40,11,266,122,156,160,625,932,0,0,0,229,0,0,0,80,0,128,153,444,641,0,855,558,1,144,1394,441,0,110,1415,1780,837,835,525,0,16,0,69,28,2,424,82,0,2,196,215,128,510,36,10,0,0,0,5,10,230,15,0,0,0,0,6,6,0,0,0,0,18,0,54,5,206,0,375,20,454,85,414,354,251,1,0,19,1,0,1,0,75,2,72,0,0,2,0,88,0,10,0,375,307,34,3,0,52,5,26,235,0,126,2,1,0,0,385,430,416,708,50,0,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVDL,8,1,104,1415,0,0,1619,863,76,11,9,0,4,0,0,366,969,0,0,241,0,93,23,0,11,564,0,44,0,62,0,0,704,193,500,0,0,458,554,13,0,0,675,122,0,24,182,0,214,0,0,185,339,126,0,15,1,229,331,139,204,773,540,0,646,309,592,0,249,466,227,42,0,0,71,51,197,59,339,953,855,0,221,3,880,1802,104,33,14,302,1530,254,28,614,0,4,0,0,91,4,1,6,574,22,92,174,0,171,1,1,98,61,0,0,0,176,16,0,0,0,0,0,28,0,0,0,0,0,0,32,66,0,261,0,28,164,213,998,312,25,134,0,157,0,44,20,0,0,33,0,2,131,0,382,549,102,21,2,100,1,0,0,0,56,48,0,131,0,51,39,0,37,0,95,49,704,648,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVDR,3,265,891,129,0,0,776,1249,2,28,226,13,0,0,0,857,172,0,4,0,168,18,26,275,88,946,0,0,0,2,4,0,503,644,643,774,0,422,269,28,27,115,0,0,132,247,1,151,0,0,0,20,112,62,74,3,38,3,152,35,219,386,51,545,0,245,429,134,0,245,171,0,111,0,0,17,140,285,117,406,558,221,0,501,9,123,1491,8,0,1945,305,589,0,0,0,0,0,115,20,105,3,241,348,1,180,61,352,115,147,94,0,0,3,0,0,46,123,8,0,0,0,13,0,0,0,0,0,0,0,7,0,581,0,271,0,317,111,44,1649,22,15,115,0,76,0,4,18,35,0,3,0,0,5,160,404,133,0,115,203,803,0,0,0,0,47,0,0,0,10,128,470,0,4,23,132,264,2649,3,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVEL,0,0,3,0,0,0,169,0,0,0,93,0,0,0,0,46,0,0,0,47,0,0,0,444,0,0,0,0,0,0,0,0,1,605,779,0,0,187,0,116,0,0,0,0,1828,0,405,0,254,0,0,84,153,178,21,316,5,63,0,217,0,577,154,0,1085,48,3,0,0,21,154,9,0,0,0,672,162,451,3,79,1,3,501,0,0,0,54,113,0,129,22,14,70,0,8,2,70,203,1004,61,0,218,453,39,305,356,0,0,0,0,1,174,205,0,0,161,59,0,219,200,1,67,206,0,0,12,0,2,7,1,0,232,287,64,408,0,113,6,50,36,81,86,71,468,161,382,14,0,0,0,0,0,29,208,0,74,3,71,10,0,717,143,9,0,595,46,639,145,24,0,0,0,0,3,71,35,178,405,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVER,42,0,0,0,1,28,0,112,0,0,0,16,0,0,0,0,0,0,0,0,44,0,0,0,441,5,0,0,0,0,0,0,702,152,544,207,0,0,203,0,51,60,0,1708,0,521,0,333,0,0,0,56,152,65,24,160,90,0,2,0,222,563,527,716,0,144,56,0,0,184,367,0,65,0,162,626,685,14,86,11,144,880,9,0,0,68,0,0,19,46,295,154,0,0,0,72,0,1022,266,0,105,81,241,102,204,326,0,0,100,0,1,166,163,1,0,71,102,229,0,3,218,197,42,0,67,0,0,17,43,9,40,634,52,229,11,281,0,55,0,98,1,2,82,1,377,18,289,0,0,6,0,256,13,0,158,36,3,183,205,241,392,705,8,567,0,544,66,41,80,0,3,0,0,0,12,54,0,399,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJL,213,488,218,568,0,0,1582,0,0,0,109,26,23,0,0,542,814,148,0,235,0,369,16,0,0,1567,44,555,245,662,22,22,9,0,18,0,0,279,350,2,12,0,52,73,0,48,0,0,146,0,0,0,41,0,1,382,0,31,134,309,182,76,76,0,106,0,575,0,106,2,3,200,0,22,128,0,69,1,288,955,1394,1802,123,0,68,0,263,314,947,573,2195,68,420,643,0,0,0,0,0,262,672,0,0,0,0,114,256,720,160,28,8,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,56,15,59,91,68,0,44,0,79,0,0,4,0,130,71,0,0,43,0,409,546,402,122,306,2323,55,0,0,0,93,0,0,17,0,619,834,328,6,28,73,60,222,0,34,0,174,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJR,128,134,571,553,0,0,369,646,0,0,548,3,115,0,0,1342,886,0,189,0,147,70,526,0,0,1316,394,247,287,223,1,49,0,0,13,333,0,80,158,0,14,0,0,0,86,0,24,173,0,0,0,10,0,0,4,0,11,69,23,207,203,154,246,266,0,645,0,91,14,13,113,4,204,147,0,5,4,364,0,1326,441,104,1491,54,0,263,0,2244,209,2101,109,495,0,0,0,0,0,0,0,763,564,0,0,48,58,0,1029,735,0,0,46,0,0,0,0,4,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,114,0,124,32,0,160,0,0,156,0,42,4,0,17,28,59,0,0,0,34,467,292,428,237,426,335,2456,0,0,0,0,28,9,0,0,104,901,1092,111,16,10,204,108,589,58,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDUL,9,0,0,0,0,0,1316,0,0,0,272,0,59,0,0,1557,558,0,0,1,0,370,0,0,0,574,210,228,0,0,0,0,0,0,1,100,0,114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1075,0,0,0,0,0,0,3,0,0,208,0,1059,30,0,0,0,0,11,0,0,0,38,0,445,0,33,8,113,0,314,2244,0,709,263,0,0,0,2,0,0,0,0,0,4604,189,0,0,0,158,0,2381,495,0,64,0,39,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,46,0,0,12,0,0,0,0,0,83,0,0,0,3,0,316,0,69,690,1054,520,277,0,0,0,82,0,286,0,0,1439,3190,3818,825,419,1,0,0,9,0,429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
BDUR,0,0,0,0,0,0,0,1095,0,0,436,0,3,0,0,220,1519,0,0,0,146,0,256,0,0,376,113,294,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,386,0,0,0,1,12,0,0,0,0,61,115,811,0,1,0,0,0,3,0,0,0,0,0,110,14,0,0,19,947,209,709,0,0,26,0,2,67,0,0,0,0,0,0,3499,0,0,0,0,187,2,2903,0,0,85,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,4,177,0,1573,2012,0,630,0,0,0,0,141,0,302,0,1106,4884,3891,378,1913,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,8,0,181,88,530,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVCL,15,0,49,0,0,0,827,0,0,0,2219,0,0,0,0,16,1,0,0,0,0,0,0,0,0,2133,6,0,0,0,0,0,0,12,260,1509,2243,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,7,0,88,0,0,43,53,0,66,4,0,0,0,0,0,0,0,0,0,0,511,0,2199,1415,302,1945,129,46,573,2101,263,0,0,106,3345,0,27,0,0,0,0,0,133,153,3,0,50,99,40,49,0,88,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,85,0,262,343,200,204,36,12,9,0,0,0,0,0,0,0,0,0,0,87,131,0,0,0,0,637,1937,0,0,0,0,0,0,0,0,156,61,74,0,0,43,3,321,2875,22,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVCR,0,755,0,207,0,0,0,1073,0,0,1069,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1743,0,66,0,368,0,0,491,27,440,0,742,0,202,0,0,0,143,0,0,0,0,0,107,0,0,19,0,0,95,0,0,0,74,0,129,15,0,0,69,0,68,0,0,0,0,0,0,0,18,0,2,0,631,2097,1780,1530,305,22,295,2195,109,0,26,106,0,0,1602,86,0,0,0,0,0,0,188,0,0,0,0,8,0,36,458,0,0,0,0,0,80,37,104,0,0,0,0,0,44,0,0,0,0,0,0,303,0,0,27,0,310,0,1087,404,1056,0,71,0,62,0,0,0,12,0,0,0,54,0,0,0,234,0,0,0,1883,0,28,8,0,0,0,0,6,0,3,148,0,0,0,112,5,307,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVPL,251,0,64,0,1,0,0,0,0,0,2788,0,0,0,0,246,82,0,0,0,0,0,0,0,0,125,28,0,31,0,0,0,0,36,1152,1,0,0,0,241,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,1314,0,0,0,183,0,1035,0,0,0,0,377,0,0,0,0,93,10,137,124,1095,837,254,589,14,154,68,495,0,0,3345,0,0,0,0,0,1,0,0,0,1076,693,657,0,0,116,0,8,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,316,0,358,0,187,12,290,83,115,0,25,0,0,0,0,0,0,0,3,0,12,0,142,0,0,0,0,7,4293,0,0,0,0,0,0,0,13,0,0,2,0,0,74,0,0,1113,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVPR,0,30,0,12,0,0,0,0,0,0,2691,0,0,0,0,0,362,0,0,0,0,0,0,0,7,66,0,659,0,29,0,0,0,0,791,0,19,0,0,0,53,0,45,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,1567,0,0,0,119,0,349,0,40,768,2,0,0,0,0,0,0,233,0,770,835,28,0,70,0,420,0,0,2,0,1602,0,0,0,2,0,29,0,0,0,4374,0,775,0,0,393,0,2,512,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,110,0,221,0,272,5,157,0,6,0,16,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,3409,0,95,12,0,0,0,0,0,3,0,0,0,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVR,0,0,0,0,0,0,916,1683,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1561,0,0,0,0,0,0,0,0,0,0,0,102,177,0,0,0,34,0,0,175,348,0,45,0,0,0,0,0,0,1,170,78,24,0,0,12,0,1,1,20,391,0,0,0,0,0,0,0,0,0,0,0,0,330,525,614,0,0,0,643,0,2,67,27,86,0,0,0,0,0,0,0,0,0,9,0,0,0,0,14,557,961,0,615,520,0,2,0,253,87,35,0,12,51,38,6,0,0,0,0,0,4,0,0,8,0,0,0,2,0,0,450,0,100,94,0,31,0,0,0,0,186,161,6,155,335,100,0,10,0,0,3,185,0,0,0,0,1247,1432,855,1487,0,2804,369,70,0,0,157,76,363,0,38,0,7,112,0,184,32,737,384,1953,1024,469,0,495,340,793,536,2300,265,275,41,49,259,43,323,0,493,179,0,12,19,0,137,0,561
PVT,0,0,0,0,0,0,0,0,12,9,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,134,0,0,0,101,84,1,0,83,94,88,9,68,24,164,244,0,0,12,54,123,0,190,0,8,0,0,0,47,119,272,468,0,0,0,0,262,289,0,0,0,0,41,30,0,0,50,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,73,151,0,0,869,657,36,26,18,0,0,62,36,27,0,0,115,2,167,108,0,0,40,150,0,0,122,0,2,118,653,1027,35,41,130,161,0,34,0,1,0,21,1,43,51,2,0,0,9,17,0,8,31,53,0,44,0,0,0,0,0,2,0,1373,1582,2082,0,0,0,0,2039,0,0,0,0,0,6,2,6,0,296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAL,404,0,24,0,40,0,0,0,120,11,111,0,67,0,0,15,0,45,0,0,0,0,0,589,0,0,0,0,58,0,1,4,0,450,0,78,0,0,0,83,0,142,0,59,0,4,0,38,19,4,0,140,0,135,57,18,60,0,0,471,0,0,0,86,0,0,0,0,0,0,23,1,126,325,0,538,6,147,64,0,16,4,0,2,72,0,0,0,0,0,0,1,0,0,0,0,915,277,0,48,0,115,0,186,183,14,0,0,166,24,0,301,178,104,0,235,128,627,291,392,527,479,327,8,0,0,1,42,3,8,0,278,158,38,229,63,29,41,12,126,10,153,13,458,492,408,466,0,0,0,0,57,0,0,0,0,0,0,0,0,10,0,0,279,83,354,25,31,0,0,0,0,0,3,21,1,0,9,11,36,0,0,0,0,3,0,0,0,0,0,0,16,0,1,0,0,4,0,15,0,0,0,0,0,0,0,6,45,46,4,89,0
RIAR,0,288,0,19,0,30,0,0,14,15,95,59,0,0,0,0,8,0,52,0,0,0,0,0,471,0,0,0,0,73,39,6,507,0,32,0,0,0,0,0,12,0,71,0,42,1,10,39,70,0,2,0,164,114,116,41,96,0,40,0,485,0,0,0,42,0,57,0,0,1,0,63,0,78,294,83,534,74,69,0,0,0,0,70,0,0,0,0,0,0,0,0,29,0,0,915,0,0,351,0,20,0,99,167,22,139,0,0,125,1,27,125,291,0,49,112,245,376,611,512,523,387,529,0,0,0,5,16,53,0,3,68,358,288,110,24,87,13,81,23,68,25,127,433,435,442,290,0,0,0,0,0,32,0,0,0,0,0,6,0,8,3,0,40,217,15,340,39,0,0,0,0,0,12,0,4,0,6,45,15,0,0,0,28,5,20,1,0,0,0,10,1,76,12,0,0,0,0,0,27,0,8,0,3,3,0,32,0,14,0,0,0
RIBL,109,0,0,0,139,0,0,0,0,0,20,0,22,0,0,0,0,41,0,39,0,0,0,1577,65,0,19,0,255,0,41,0,310,975,58,0,0,8,0,273,0,71,0,546,1,267,0,304,0,0,0,0,0,2,0,0,0,2,0,199,0,0,412,786,0,0,0,0,0,0,161,330,609,733,0,350,0,202,0,67,69,0,115,203,1022,0,0,0,0,0,0,0,0,0,73,277,0,0,81,1,0,80,0,160,172,82,0,0,24,39,0,75,0,8,0,51,0,6,0,6,75,30,0,172,79,0,28,20,1,0,0,290,30,91,0,271,0,182,67,49,0,0,0,42,242,44,182,0,0,158,0,0,0,0,0,0,0,0,0,0,2,0,171,159,0,208,0,526,0,0,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIBR,18,206,0,0,2,119,0,0,0,0,0,6,47,0,4,0,2,0,50,0,68,0,0,66,1602,0,0,60,0,411,21,39,987,328,105,0,0,0,29,0,213,0,132,1,513,0,153,0,448,0,0,111,0,19,0,0,0,0,9,0,225,709,0,0,853,0,0,0,0,282,39,498,144,0,722,18,400,1,154,116,28,91,20,1004,266,0,0,0,0,0,0,0,0,0,151,0,351,81,0,0,0,0,91,92,18,223,0,0,48,0,29,0,122,0,4,0,18,0,0,50,0,0,29,96,0,156,63,0,22,0,0,9,138,0,65,0,342,73,130,0,39,0,41,280,39,161,31,0,0,0,136,0,0,0,0,0,0,0,0,0,4,43,257,0,106,0,203,385,0,0,0,0,0,0,0,0,179,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFL,738,0,217,0,0,0,639,0,0,0,30,67,0,0,0,2913,11,0,0,12,0,80,0,0,0,185,732,0,486,0,0,0,0,0,97,39,0,76,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,426,0,0,0,19,0,0,8,0,0,1114,0,907,0,175,0,0,0,78,0,98,1,31,2,721,2,4,105,61,0,262,763,4604,0,133,0,1076,0,0,0,48,0,1,0,0,206,0,0,8,937,0,518,0,0,36,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,8,0,1,0,251,0,0,0,0,0,179,0,0,0,44,0,380,0,69,261,694,534,936,0,0,0,77,0,45,0,0,515,1060,918,109,0,3,11,0,142,4,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFR,92,549,0,100,0,15,0,286,0,0,185,0,88,0,0,263,2384,0,0,0,1,0,5,54,4,57,75,2004,118,1323,0,0,0,0,143,0,3,0,66,0,202,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,333,0,0,0,2,4,0,0,0,1,1006,12,576,29,109,0,0,0,56,45,123,0,0,175,424,1,3,0,105,672,564,189,3499,153,188,693,4374,9,0,0,20,0,0,206,0,0,0,0,0,698,47,156,205,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,31,10,13,0,0,0,279,0,0,0,0,0,71,0,0,0,0,14,437,0,863,256,1842,676,0,0,0,0,71,0,40,0,174,493,1301,4,130,38,0,6,0,1,0,383,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGL,0,0,0,0,0,0,0,0,903,0,151,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,814,11,344,123,297,0,39,0,363,0,362,0,215,0,348,0,550,0,203,248,19,242,37,0,0,0,473,0,0,137,449,0,0,0,0,0,39,571,0,6,22,18,632,140,0,47,0,82,6,241,218,81,0,0,0,0,3,0,657,0,0,869,115,0,80,0,0,0,0,576,131,105,111,0,0,461,84,0,3,0,85,0,0,121,0,0,3,0,0,0,17,0,0,102,883,167,0,249,746,0,33,0,0,0,98,0,213,29,251,6,0,1,1,7,13,0,117,0,223,244,0,0,0,0,0,0,8,251,719,68,0,0,14,0,1360,0,0,0,0,0,0,0,0,0,116,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGR,0,0,0,0,0,0,0,0,0,941,178,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,0,0,835,123,43,25,291,0,356,0,141,0,358,0,405,0,169,0,269,0,383,264,751,183,0,61,0,0,7,0,425,148,0,0,571,0,0,0,0,512,73,31,0,25,47,120,846,22,0,170,0,574,348,453,241,0,0,0,0,0,0,0,775,0,657,0,99,0,91,0,0,576,0,62,263,139,0,0,170,0,63,0,0,0,15,209,0,0,0,0,0,0,0,133,0,0,34,176,737,323,12,1,75,0,1,0,14,0,40,48,427,72,111,0,19,23,1,0,2,0,132,25,214,0,0,0,0,0,0,0,663,206,563,0,0,0,0,1089,0,0,0,0,0,0,48,0,73,78,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIH,19,20,0,0,19,1,0,0,0,0,0,0,8,0,0,38,0,10,0,0,0,0,0,73,8,126,0,0,0,0,10,39,143,64,91,151,13,621,565,710,716,498,432,0,28,353,271,425,396,0,0,10,0,0,0,0,0,0,0,272,354,609,772,538,799,0,0,6,0,0,7,78,55,376,300,314,326,8,6,51,2,22,1,39,102,0,48,0,0,50,0,0,0,0,36,186,167,160,92,8,0,131,62,0,48,42,214,303,622,86,24,0,0,271,347,0,0,1,8,0,0,13,27,195,277,390,379,0,0,0,0,76,0,0,0,35,36,0,14,8,6,46,26,0,0,0,0,184,190,60,30,0,0,10,0,0,0,0,40,0,0,0,11,321,170,114,158,299,0,0,0,0,0,39,0,0,0,130,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIML,35,0,4,0,0,0,0,0,0,346,6,0,0,0,0,176,0,4,0,0,0,6,0,76,0,135,0,0,5,0,19,0,0,129,87,250,51,4,0,3,0,109,19,13,9,0,0,0,0,1,316,900,991,759,1131,21,47,0,0,0,0,0,83,56,1,860,1,16,0,166,542,0,31,147,2,483,2,308,606,322,196,92,180,305,204,0,58,158,0,99,0,116,0,0,26,183,22,172,18,937,0,105,263,48,0,99,1,0,1,0,0,2,0,5,0,320,74,0,0,201,506,5,0,9,0,0,2,308,98,11,0,490,11,243,0,367,204,108,72,153,0,5,0,385,427,534,349,0,0,14,0,0,14,0,0,0,0,0,0,75,393,225,27,0,18,0,59,11,0,0,0,0,0,57,128,90,28,195,7,83,0,0,0,0,0,0,0,0,0,0,0,85,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,286,0,155
RIMR,0,62,0,0,0,0,0,0,398,6,30,0,2,0,0,0,159,0,19,0,0,0,5,0,105,108,0,4,0,6,0,25,0,2,260,0,453,0,0,0,6,0,60,12,16,0,0,0,0,110,3,1083,786,1157,577,0,72,0,0,0,32,106,0,0,32,23,316,0,17,528,109,41,0,29,147,0,416,622,244,144,215,174,61,356,326,114,0,0,187,40,8,0,393,14,18,14,139,82,223,0,698,111,139,42,99,0,0,0,0,0,0,0,0,0,0,109,325,0,0,528,215,6,8,30,0,0,0,148,476,2,3,24,351,8,132,24,410,37,176,0,49,0,15,344,354,277,531,0,0,0,71,0,0,0,0,0,0,18,311,0,218,474,21,24,0,31,0,21,6,111,4,0,7,141,19,115,0,227,68,0,0,0,0,116,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,253,0,92,0,0,0,0,0,0,0,0
RIPL,114,0,135,0,0,0,413,0,0,0,0,16,0,0,0,1793,52,0,0,135,4,1530,26,2,0,101,944,0,342,5,0,0,0,0,51,199,0,1054,0,67,0,1649,0,0,0,349,0,476,0,0,0,0,0,0,0,0,50,6,0,0,0,0,0,139,0,0,0,928,0,90,2,0,0,11,0,10,1,68,0,433,128,0,352,0,0,256,1029,2381,2,49,0,8,0,557,0,0,0,0,0,518,47,0,0,214,1,0,0,0,0,1676,0,0,0,1435,0,0,0,38,37,0,0,26,56,111,131,248,143,0,0,1,0,0,0,310,0,2,0,0,400,0,77,19,0,0,0,0,0,1690,0,1935,0,0,0,98,0,10,1784,1623,317,0,0,0,0,254,0,635,0,0,483,109,854,3480,0,101,133,4,34,0,200,0,190,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,999,434,456,1,160,0,0,0,0,0,0,0,0,0,0,0
