neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVWL_or_R_1,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
RMDR,0,0,0,0,0,0,0,42,372,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,136,0,0,685,298,219,87,97,3,528,224,2,134,19,77,0,90,285,245,11,14,0,2,0,48,0,1,0,0,16,14,0,0,0,0,0,0,34,32,0,3,0,0,17,500,0,0,0,0,0,0,0,0,42,179,1489,1291,296,9,0,0,0,15,0,1262,404,0,0,0,0,0,1062,871,0,0,58,573,815,712,2065,0,691,482,0,151,100,0,944,614,1312,1358,654,954,781,30,906,30,1035,258,123,42,284,42,341,326,208,348,0,0,0,0,68,170,0,0,0,0,0,0,0,677,1140,388,105,917,92,1635,98,49,42,0,0,193,197,0,754,1245,781,0,63,0,854,0,1013,15,1107,0,40,0,164,0,315,0,406,0,142,0,699,0,1061,0,1594,0,191,0,1074,0,1839,0,279
RMDVL,0,0,0,8,0,0,0,255,83,724,0,0,14,0,0,0,0,0,0,0,37,0,25,0,0,0,0,9,0,0,0,1,0,0,0,0,0,22,237,38,29,436,0,1454,158,558,1492,440,0,176,0,983,2,0,9,103,294,99,524,0,0,0,1297,2879,0,0,22,0,0,0,4,0,0,0,0,0,0,56,13,0,0,0,12,0,758,0,1,0,0,2,0,0,0,0,0,1579,1009,74,0,0,0,0,0,23,1,0,153,77,15,0,1082,1386,951,4502,0,10,777,178,3597,575,691,0,464,102,401,248,1265,132,31,660,417,679,279,2,141,166,12,549,499,829,212,199,64,547,5,14,608,36,534,174,0,0,232,0,24,50,8,32,0,0,0,0,100,455,701,1289,0,0,0,0,0,15,55,310,0,15,96,687,27,16,308,3,600,32,443,80,1472,1088,2193,2182,2979,1825,4041,482,297,401,85,348,281,290,1591,0,0,23,0,1,0,0,0,0
RMDVR,0,0,0,0,0,0,267,0,349,146,0,0,0,0,0,0,0,0,0,26,0,39,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,276,19,6,19,0,305,80,1507,1406,485,0,384,0,47,0,691,33,14,141,54,487,58,12,0,1307,0,0,2620,44,0,0,0,23,0,0,0,0,0,0,0,59,36,0,0,0,0,526,0,0,0,54,0,0,0,0,0,17,0,1117,1870,0,13,4,0,0,0,72,0,1,44,153,44,1266,0,708,1464,0,4428,862,9,3441,162,609,482,464,0,181,364,317,1111,54,255,411,789,324,740,117,9,2,158,621,458,190,739,85,104,14,565,765,0,457,49,0,197,279,54,5,0,82,53,11,0,0,0,0,7,726,342,0,1565,0,0,3,19,0,302,100,0,124,325,114,1108,1088,1974,1968,3050,2138,1800,472,16,55,327,0,1163,40,500,119,0,74,0,0,0,0,0,0,243,431,260,169,639,64,1128,0
RMED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683,1270,1708,1982,1376,1341,1527,294,744,1004,614,555,0,0,0,0,0,0,0,0,0,0,0,0,1246,724,273,601,0,0,0,0,6,235,0,0,0,0,22,0,0,0,0,0,0,0,10,189,0,0,0,0,0,0,0,0,0,24,0,3,353,366,0,0,14,0,993,21,77,615,864,0,1154,1337,254,627,571,344,19,103,1057,1394,0,0,102,181,0,2469,2087,2061,6,0,0,0,0,0,0,0,0,0,0,0,132,125,0,0,1424,976,459,367,1441,1265,1941,2078,0,0,0,0,0,0,0,0,0,0,2,45,84,19,0,0,13,0,0,0,0,0,0,0,98,0,0,475,0,587,0,588,0,243,0,135,50,389,0,709,0,629,0,2168,57,2215,0,1461,0,24,0,1435,17,2059,0,1556,0,357,0
RMEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2627,3894,232,8693,1647,3183,119,653,577,141,1576,132,0,0,0,0,0,0,0,0,0,0,0,0,539,57,569,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,720,0,0,1052,1408,0,1509,399,200,5586,2689,57,0,0,116,130,127,151,401,364,2469,0,1323,2406,71,0,104,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,963,2665,1918,3767,0,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,80,0,2,0,0,0,75,5160,268,3034,689,0,585,0,134,273,225,18,514,0,0,0,79,4131,226,2252,137,0,0,0
RMER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3062,1670,7807,251,3112,1969,1074,260,257,447,209,1973,0,0,0,0,0,0,0,0,0,0,0,0,141,634,137,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,28,0,1,0,26,0,0,0,31,757,0,0,1392,1646,0,836,1214,6065,721,768,3072,0,0,136,168,212,100,248,317,2087,1323,0,2321,11,10,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4323,1100,4290,1240,3,0,0,0,0,0,0,0,0,10,9,5,0,0,0,0,21,0,0,0,0,0,0,0,14,0,1,274,5080,249,1707,9,0,0,0,106,10,251,0,761,0,82,0,444,3076,304,1781,123,19,0,0,148,159,83,0,76,0,0,0
RMEV,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,60,0,0,1044,1474,1517,2013,1267,1201,693,128,733,1039,779,1103,99,0,0,0,0,2,0,0,0,0,0,0,457,737,414,511,143,0,0,0,0,0,40,57,613,0,48,0,0,0,164,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,21,29,383,1,0,0,0,4,1027,76,24,567,761,101,665,553,304,598,1149,1181,0,0,83,118,0,0,1265,1111,2061,2406,2321,0,0,0,39,0,270,191,319,0,72,21,0,291,52,24,285,142,510,358,911,1072,2037,1936,1558,1389,114,0,0,0,0,78,73,0,0,0,3,0,7,0,38,6,0,0,0,21,0,4,0,155,13,11,0,934,0,1726,0,1315,0,17,0,1263,150,2353,0,2041,0,348,0,462,214,807,10,837,1,445,0,463,40,358,0,653,0,835,0
RMFL,60,0,51,0,0,180,0,0,95,683,77,32,101,0,6,0,0,0,459,0,0,0,0,34,15,0,18,18,31,0,513,183,959,407,140,0,0,16,99,43,65,144,86,596,117,11,128,74,442,713,360,2432,1762,13,2609,234,829,30,365,216,7,238,102,189,269,240,0,0,3,546,1027,143,0,2,150,31,119,48,416,0,193,16,1,310,7,0,5,0,0,27,0,157,0,0,1351,258,28,60,123,0,0,2306,1218,40,1128,862,0,0,94,25,96,36,120,175,56,629,607,102,157,734,944,132,54,6,71,11,0,0,576,2283,150,169,0,105,30,78,15,46,96,32,0,151,64,264,65,151,275,0,7,35,37,0,366,0,0,0,0,0,0,116,1570,1784,304,12,503,0,167,1745,0,0,0,0,119,65,1,114,21,1436,0,0,0,0,0,0,0,0,0,564,0,1203,0,473,0,1412,0,0,0,0,0,32,0,0,0,543,0,1316,0,913,0,1531
RMFR,0,132,0,0,0,18,85,0,2243,13,36,0,1,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,24,0,0,261,243,161,2,0,63,45,128,67,280,114,137,574,154,6,101,131,149,183,2212,1774,2352,137,168,655,423,92,49,405,148,367,220,201,17,514,0,0,1465,439,9,0,0,0,14,77,679,35,79,0,155,99,220,103,0,0,36,0,0,17,0,400,34,1378,55,343,71,105,0,0,849,2561,0,493,1674,0,0,97,110,24,494,11,96,105,838,399,254,95,1275,614,31,255,0,0,10,0,576,0,236,2686,55,215,96,7,124,102,130,23,9,60,8,7,121,448,99,209,16,0,2,59,269,0,0,0,0,0,0,105,0,1847,1480,671,586,1,418,0,1537,4,0,0,0,273,41,14,76,1481,0,0,1194,0,1389,0,414,0,1087,0,0,0,0,0,0,0,0,0,429,0,1309,0,357,0,310,0,0,0,0,0,0,0,0
RMHL,0,0,0,0,0,0,14,134,1084,2723,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,15,0,523,80,0,104,436,0,0,43,1276,245,1222,85,2042,2556,94,332,347,1282,412,814,144,2903,4,143,0,26,0,0,146,4,0,0,9,446,0,0,0,0,0,0,326,658,0,191,11,202,24,45,0,0,0,0,35,0,3,0,110,70,125,22,0,0,0,0,10,985,8,150,108,430,1,0,12,0,0,835,314,0,377,1786,591,423,1589,1312,660,411,0,104,0,39,2283,236,0,1790,975,653,1580,189,1347,506,319,948,277,88,381,349,1510,683,719,1098,274,53,225,0,31,984,0,0,0,0,0,0,9,326,176,18,319,895,496,404,88,10,10,0,0,2740,2008,440,5,1256,2545,0,0,0,0,0,0,0,0,0,535,0,697,1,63,0,31,0,0,0,0,0,100,0,391,0,697,0,650,0,484,0,876
RMHR,0,0,0,0,0,0,0,14,2299,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,85,537,282,0,0,744,193,0,124,1220,0,651,2181,3198,289,77,1278,318,9,1392,3131,366,106,9,16,0,0,92,217,367,0,0,325,0,0,0,0,0,0,0,1141,677,246,0,143,0,0,85,0,0,0,0,214,1,0,0,133,74,31,41,0,0,0,0,806,3,0,82,89,49,416,0,0,48,1079,0,0,203,1890,279,522,435,999,1358,417,789,0,0,61,0,150,2686,1790,0,416,632,346,1779,636,1109,912,227,148,655,162,178,505,1507,836,397,74,396,0,157,1033,0,0,0,0,0,0,0,0,145,248,31,1294,347,239,592,105,0,0,0,0,2112,3290,1,20,1960,864,0,548,0,626,0,23,35,216,0,0,27,0,244,0,25,0,0,794,0,911,0,35,0,64,0,0,0,29,242,19,0,0
SIADL,40,0,0,71,0,0,0,2026,0,4226,643,0,52,0,0,0,4,0,0,0,120,0,109,0,0,6,0,27,0,1,0,0,6,103,971,45,0,0,0,1,0,201,0,0,9,0,960,0,0,2,0,1603,133,521,731,167,687,155,452,1,139,228,0,309,0,68,110,0,0,7,1754,0,62,0,0,693,0,493,1287,8,454,0,1044,439,1033,25,270,0,0,329,0,506,0,0,88,905,95,243,0,0,0,834,1,0,1206,86,0,0,70,0,0,0,0,127,0,61,216,709,186,937,654,679,324,0,0,0,270,169,55,975,416,0,1098,2705,184,4040,322,983,1434,4775,0,180,12,1552,80,1524,1966,0,0,160,0,126,526,0,156,260,17,72,0,326,804,735,0,0,591,0,0,98,0,0,0,75,1169,462,631,30,357,907,0,0,0,0,0,0,0,0,0,0,0,24,0,68,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIADR,0,61,0,0,0,0,2464,0,4666,0,348,0,0,0,0,0,0,0,0,25,0,75,0,0,0,2,0,0,0,0,0,0,16,59,1045,148,145,0,0,0,3,0,137,1,5,745,0,0,0,0,49,264,1319,526,694,1175,4,424,125,123,190,0,170,0,535,110,340,0,0,872,0,255,0,0,0,0,480,1128,243,538,28,926,0,727,323,336,0,26,0,166,360,0,463,0,274,140,581,31,171,56,0,0,540,1,131,1277,0,0,87,0,0,0,1,0,193,182,54,273,721,442,954,279,740,0,0,0,191,0,215,653,632,1098,0,48,2881,221,3740,1854,1406,0,4150,14,98,95,1604,1492,1021,0,0,0,193,754,56,63,0,86,57,25,421,0,606,313,843,108,0,0,0,210,0,0,1,0,561,1209,0,147,695,172,0,0,0,9,0,54,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIAVL,77,0,25,0,0,0,0,0,248,0,290,0,0,12,0,18,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,119,3,1388,9,0,0,0,498,0,232,0,96,0,0,0,616,0,5162,0,322,130,60,675,363,441,1573,0,60,0,0,0,70,0,1607,0,88,0,0,272,0,0,180,0,48,0,418,700,27,810,0,502,61,1036,0,120,10,0,676,0,487,0,0,3,146,562,136,0,2,0,241,0,17,610,9,45,0,1,0,0,22,0,124,0,0,2147,136,1091,76,781,2,117,0,0,0,319,105,96,1580,346,2705,48,0,0,4922,0,1732,1362,1749,0,2474,0,493,2,0,1167,0,0,173,0,660,183,258,0,0,160,207,0,465,631,284,0,0,0,633,0,7,1,31,52,0,2090,690,1087,30,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,231,7,1067,0,0,0,0,0,0,0,0
SIAVR,0,302,0,1,0,0,0,17,0,198,463,0,0,0,8,0,11,0,0,0,0,0,0,0,0,536,0,0,0,15,0,0,0,7,2105,1745,1057,0,0,0,170,0,160,0,229,0,0,0,1155,0,7165,68,187,913,41,0,1068,0,1456,0,141,0,0,0,271,0,856,0,107,257,0,0,0,0,190,0,66,328,542,1102,117,785,0,894,135,228,0,0,145,424,2350,0,612,965,62,578,190,0,158,0,5,0,32,0,36,368,0,9,34,0,0,0,41,0,180,2185,0,1246,174,914,30,141,9,0,0,0,0,30,7,189,1779,184,2881,0,0,187,4800,1699,2210,0,2191,0,2601,36,463,990,0,0,0,0,162,47,146,0,552,0,0,0,727,0,281,635,345,0,16,0,618,130,643,646,0,4,857,2046,0,216,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,17,0,89
SIBDL,1009,0,89,114,158,0,0,1348,0,3055,264,0,36,0,0,30,51,19,10,0,36,0,63,230,0,0,97,33,459,18,357,19,283,65,772,0,0,0,0,269,51,341,0,35,82,0,57,2091,0,2789,0,846,15,383,908,10,360,1488,212,0,147,125,126,246,0,1091,70,0,7,42,200,0,147,191,0,477,256,721,682,208,608,317,695,66,754,186,448,0,0,517,652,27,13,318,2,105,138,490,0,192,0,0,8,0,967,387,172,0,2,0,0,153,30,203,0,461,1397,44,608,136,906,166,2,0,0,0,72,78,124,1347,636,4040,221,4922,187,0,477,3453,1297,4136,415,2483,0,532,71,306,197,0,0,197,0,42,863,0,135,67,21,44,17,155,46,53,0,0,6,838,0,1,0,0,0,19,937,678,733,3,896,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,113,11,547,3,1115,17,2342,0,0,0,0,0,0,0,0
SIBDR,0,251,124,2,0,232,1511,7,1772,0,295,35,3,0,0,68,4,0,378,144,141,488,105,0,354,39,1,22,11,218,8,182,156,155,635,2,33,0,0,7,224,0,217,120,164,100,0,0,2703,0,3470,75,648,889,256,141,130,347,1897,246,11,248,112,0,482,250,727,0,0,134,91,298,0,0,445,317,329,279,595,954,93,1526,372,491,17,713,11,0,0,215,1558,0,277,178,0,137,190,0,679,0,82,0,0,14,304,860,0,70,33,0,0,0,206,0,190,1212,738,1007,95,708,30,12,158,0,0,0,21,15,102,506,1109,322,3740,0,4800,477,0,1312,2678,533,2852,0,2060,151,1199,199,347,0,0,0,127,533,0,217,0,285,74,72,823,6,154,8,94,16,0,0,619,0,0,0,80,0,944,1337,82,192,293,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,3,249,310,970,463,276,1184
SIBVL,703,0,279,47,0,0,0,553,110,0,639,0,0,0,125,57,151,0,0,0,0,0,0,0,6,1477,74,0,5,0,0,0,269,121,2045,221,0,20,0,184,15,159,121,142,0,1976,0,96,43,56,734,255,213,252,143,14,702,1502,958,2,28,37,63,288,476,982,250,0,24,190,185,0,0,20,32,54,277,125,416,410,601,2221,407,86,576,1012,48,0,792,674,1842,109,95,1225,0,143,88,251,104,0,13,288,0,0,490,261,273,112,23,0,0,28,0,144,115,218,174,209,756,304,1035,549,621,0,0,0,0,46,130,319,912,983,1854,1732,1699,3453,1312,0,2764,1850,1850,605,448,63,27,180,62,49,0,95,105,150,178,0,201,0,0,15,94,57,90,44,0,760,27,82,332,4,1104,983,0,104,586,2031,546,50,807,776,5,0,10,189,94,878,619,2082,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIBVR,0,494,0,61,0,0,295,57,0,199,768,0,4,18,0,36,47,0,0,0,0,0,0,3,1,183,0,0,0,22,0,0,150,86,1913,165,23,0,9,205,66,205,123,85,146,0,1521,90,67,696,12,286,511,687,152,199,422,1212,1247,13,58,121,58,174,250,843,333,38,0,289,237,0,0,19,53,183,25,68,82,725,444,664,1571,546,82,325,120,317,0,749,1828,35,433,227,56,97,136,100,248,170,1,0,218,8,220,445,581,49,53,0,3,85,9,112,208,137,337,645,160,979,258,499,458,0,0,0,291,96,23,948,227,1434,1406,1362,2210,1297,2678,2764,0,1932,1755,286,409,33,20,99,254,0,70,80,120,544,140,142,0,0,655,425,371,121,114,29,196,0,717,203,12,41,46,58,530,0,1597,1059,1882,2,483,696,0,0,0,0,0,0,0,0,5,0,3,85,66,812,755,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMBDL,442,0,9,0,0,0,0,1076,0,3073,276,0,3,0,0,1,0,0,0,0,74,0,1,0,0,9,15,1,159,0,0,0,58,4,921,19,0,0,33,125,0,186,0,44,0,0,1314,0,0,155,0,981,107,755,1361,0,377,194,716,2,203,175,2,150,0,432,74,0,0,0,652,0,12,16,0,1528,90,167,647,19,250,141,251,166,559,7,1,0,0,183,120,211,0,45,486,506,99,125,0,1,0,733,143,146,517,0,0,32,162,0,48,28,0,93,0,347,741,143,50,91,123,829,190,132,0,0,52,32,9,277,148,4775,0,1749,0,4136,533,1850,1932,0,399,2660,424,392,1,204,69,0,47,98,0,28,416,0,153,76,8,36,0,115,395,635,0,8,1258,8,0,116,0,0,0,19,593,423,544,0,367,49,0,0,0,0,0,0,44,0,1044,0,1100,295,1865,511,2513,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMBDR,0,846,4,18,0,0,904,0,2043,0,132,3,0,0,0,0,6,0,0,17,0,30,0,0,0,228,11,31,0,368,0,0,59,75,732,379,210,30,0,29,54,0,139,31,65,1267,0,0,16,0,439,168,1061,1012,489,1212,1,544,296,135,16,0,78,0,334,196,514,0,0,410,0,63,0,18,135,279,1427,703,216,316,10,262,121,279,167,18,0,96,0,112,382,0,73,85,115,14,402,0,149,42,0,87,557,145,10,366,27,6,47,38,0,9,15,0,114,533,331,32,151,139,42,212,739,125,0,0,24,0,60,88,655,0,4150,0,2191,415,2852,1850,1755,399,0,198,2713,4,492,76,180,46,0,0,109,359,186,8,0,36,66,8,299,0,401,605,646,901,10,0,23,193,0,0,16,0,644,521,0,71,142,385,810,24,993,393,1394,740,1642,1051,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMBVL,2081,0,1200,0,11,0,85,0,58,0,159,71,0,221,0,778,0,0,0,389,0,17,0,1,0,2,664,0,2366,0,1,0,0,4,508,0,0,0,0,588,0,4,0,213,0,0,0,1121,0,5112,0,731,131,0,972,113,43,664,0,113,0,0,0,65,0,327,0,119,0,19,0,0,0,414,0,2410,76,284,3,127,102,0,281,332,16,0,469,100,0,104,0,465,0,2,104,497,115,139,0,576,0,272,79,164,171,0,7,0,574,0,0,115,0,47,0,20,668,0,810,25,284,199,85,0,0,0,285,151,8,381,162,180,14,2474,0,2483,0,605,286,2660,198,0,235,157,0,0,541,0,0,3,0,292,22,499,0,247,377,384,0,1201,0,120,2,0,0,1047,0,13,17,80,93,0,802,86,387,42,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,290,884,377,911,955,1487,1847,0,0,0,0,0,0,0,0
SMBVR,0,2513,0,1713,0,7,0,71,0,175,296,0,78,0,430,0,1101,0,30,0,496,0,95,0,0,75,0,788,0,1410,0,1,0,0,525,270,37,0,0,0,557,0,138,0,188,0,0,0,930,0,4951,56,1523,869,0,0,27,0,893,0,101,0,0,0,23,0,644,0,180,10,22,0,0,3,336,313,1601,83,64,96,197,453,0,31,204,637,0,0,89,16,582,0,532,265,96,42,437,0,84,0,591,204,332,41,0,118,0,43,83,0,0,0,232,0,87,826,0,694,0,265,42,64,104,0,4,0,142,64,7,349,178,12,98,0,2601,0,2060,448,409,424,2713,235,0,2,77,694,0,0,0,0,3,60,316,0,357,137,296,393,1287,0,45,294,52,0,0,0,898,129,273,82,0,283,170,951,0,406,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,101,552,536,1429,421,2192,1769
SMDDL,0,0,0,2,0,0,0,50,289,2795,0,0,9,0,0,0,16,0,0,0,55,0,17,0,0,0,0,48,0,13,0,0,0,0,16,0,0,7,12,0,9,1,0,218,704,8,100,0,0,706,0,1036,52,513,3785,263,212,0,90,0,40,25,921,55,0,307,22,0,0,5,1014,0,58,0,0,106,0,338,1098,0,12,11,28,571,50,30,14,0,0,31,3,0,0,0,16,929,1097,213,490,0,0,7,0,0,803,1113,7,0,0,0,136,0,42,30,0,99,2874,55,246,312,341,547,14,1424,0,0,510,264,121,1510,505,1552,95,493,36,532,151,63,33,392,4,157,2,0,432,402,3763,3,0,0,0,0,400,0,56,63,22,51,0,127,295,359,215,8,923,37,0,23,0,0,0,25,953,561,20,764,377,239,4,0,27,0,325,0,631,0,72,0,414,64,904,76,1068,120,212,0,359,2,92,39,99,55,68,0,76,0,5,0,58,0
SMDDR,5,0,17,0,0,0,330,0,2298,460,0,14,0,0,0,11,0,0,0,26,0,126,0,0,0,0,23,0,40,0,5,0,0,0,1,0,0,92,38,11,0,0,0,618,114,65,51,0,0,0,540,37,985,3998,360,176,206,203,26,227,0,1420,29,0,53,31,111,4,0,1053,4,166,0,0,0,1,188,1113,380,18,0,277,3,184,610,199,0,1,0,73,0,0,0,1,41,1158,1150,439,278,0,0,0,6,0,1010,857,0,5,53,143,0,0,0,0,6,2773,14,412,54,301,326,5,565,976,0,0,358,65,448,683,1507,80,1604,2,463,71,1199,27,20,1,492,0,77,432,0,3841,260,96,29,0,0,380,0,127,0,88,83,50,111,0,343,240,167,1029,12,0,107,9,0,0,29,0,982,580,0,834,257,203,88,0,408,62,972,60,1584,122,28,0,5,0,182,0,23,0,85,0,54,0,0,0,29,0,233,0,255,9,27,13,43,3
SMDVL,0,0,0,0,18,0,0,0,0,713,129,0,4,0,1,0,0,96,0,0,0,0,0,99,0,9,0,0,0,0,0,0,108,47,447,218,0,33,0,271,0,0,7,327,815,82,12,0,0,0,2493,354,2268,1767,729,0,111,164,0,0,0,81,21,0,937,0,469,0,0,111,224,0,90,2,0,120,0,795,347,18,132,175,118,642,20,0,5,0,0,18,42,0,56,153,77,798,1130,145,546,0,0,0,42,29,918,822,0,0,16,112,0,397,0,0,27,2037,211,312,58,570,208,14,765,459,0,0,911,151,99,719,836,1524,1492,0,990,306,199,180,99,204,76,0,694,402,3841,0,1007,9,0,0,11,293,283,0,16,0,0,0,238,0,465,196,554,2,0,0,742,25,59,17,0,0,250,657,113,836,15,294,82,0,147,0,138,0,1,0,45,0,6,0,54,0,0,0,69,0,72,0,0,0,102,0,229,0,598,42,436,93,612,65
SMDVR,0,0,0,0,0,30,0,0,692,3,41,39,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,3,0,163,142,324,0,0,0,19,0,215,0,0,826,190,7,56,0,0,1448,0,2272,371,518,1764,102,475,0,180,0,0,36,123,736,0,669,0,0,0,187,271,81,0,0,2,0,208,458,1015,38,14,39,197,8,743,0,26,61,0,52,6,35,6,0,98,1019,820,565,75,22,0,71,0,0,718,936,0,0,0,0,110,0,262,19,0,443,2048,64,177,98,348,608,0,367,0,0,1072,275,209,1098,397,1966,1021,1167,0,197,347,62,254,69,180,541,0,3763,260,1007,0,0,2,0,0,672,212,0,0,0,58,212,0,40,243,395,494,0,0,923,0,2,0,19,5,0,492,288,119,606,407,0,24,0,33,13,42,0,0,13,90,0,199,0,107,0,0,0,129,0,401,38,590,211,1158,258,21,0,11,0,0,0,18,0
URADL,0,0,77,0,63,0,0,0,0,0,0,24,18,0,0,34,0,78,0,92,0,65,0,212,0,0,23,0,2,0,74,48,76,62,0,0,0,11861,0,5295,0,0,0,45,0,4454,0,0,0,0,0,0,0,0,37,0,0,7,0,317,0,4769,0,0,0,333,0,52,0,33,10,51,29,29,0,0,0,91,0,153,3,68,57,87,38,150,32,399,0,2,0,0,0,342,43,0,0,27,0,146,0,122,0,510,0,0,7365,0,0,12497,0,1281,0,22,0,14,5,268,9,0,0,36,457,1441,963,4323,2037,0,16,274,74,0,0,0,0,0,0,49,0,0,46,0,0,3,96,9,0,0,0,0,0,0,0,183,0,168,59,58,137,0,2,5,71,2447,0,0,0,38,119,60,54,0,175,47,0,17,28,0,11314,2316,4556,449,211,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
