neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
IL1R,0,0,0,84,0,57,0,337,0,248,0,74,7,0,0,0,1,0,154,0,473,0,53,0,34,0,0,0,0,0,83,86,2,29,0,0,0,0,0,0,5144,0,11,0,2656,0,1,0,54,189,0,0,75,0,31,0,3641,0,801,0,0,0,0,0,26,0,84,0,76,65,0,0,0,0,80,0,33,0,0,0,0,308,417,4,0,0,123,0,0,0,0,11,2,317,381,0,214,0,113,0,1,0,0,0,0,0,0,0,1428,0,0,0,1518,0,268,656,1708,513,482,717,1038,458,3570,57,361,0,1180,1211,0,0,0,160,0,220,22,113,39,0,0,131,0,0,0,158,0,848,0,1526,0,1270,0,108,548,1,28,0,0,0,0,2,0,42,0,9,0,0,46,89,46,0,0,0,86,0,0,0,0,0,0,0,0,0,2097,0,519,0,0,0,0,0,0,0,0,0,0,0,0,3,1827,0,406,0,1,0,0
IL1VL,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,146,0,0,0,0,547,0,6755,0,1676,0,0,0,4098,0,82,0,0,3,0,0,0,0,232,0,0,0,5941,0,122,0,0,0,0,163,0,0,0,0,0,0,0,20,0,46,0,0,0,73,0,0,0,0,0,0,0,0,478,94,200,0,57,0,0,0,101,0,145,26,4,4608,0,5,214,0,1210,0,0,149,0,38,4066,0,0,0,4,810,590,2224,157,547,0,37,3,144,0,64,0,109,0,119,78,63,0,146,0,0,0,0,5,0,0,4178,0,0,0,0,0,0,0,0,0,0,28,21,40,0,0,1069,0,70,0,0,187,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288,707,128,149,0,0,0,0,0,0,0,0,0,0,0,0
IL1VR,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,664,0,6666,231,1640,0,0,0,4226,0,69,0,0,0,0,0,0,0,225,0,0,0,5270,0,85,0,0,108,0,0,0,0,0,0,0,74,0,13,0,0,0,79,0,0,0,0,0,0,0,0,0,390,97,0,168,0,37,0,0,0,49,340,4,5,0,3945,1,0,10,0,1518,149,0,7,0,0,3751,0,0,933,0,778,218,2091,985,0,0,0,0,169,0,83,0,146,50,84,0,14,0,157,0,0,2,0,0,0,0,4013,0,0,0,0,0,0,0,0,0,17,26,145,0,0,0,1097,28,0,0,140,52,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,884,285,135,0,0,925,0
RIVL,0,0,0,0,59,0,0,0,815,389,91,0,13,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,220,65,67,34,258,0,31,164,0,0,19,20,0,0,0,0,108,86,2000,1185,588,0,416,69,0,4,0,49,101,0,74,312,0,0,0,705,349,52,70,70,0,0,21,852,309,88,372,196,97,159,101,55,46,0,0,35,0,0,0,927,140,563,299,93,9,0,0,0,812,0,657,236,26,55,364,0,0,90,0,0,7,0,2851,6,495,257,9,289,21,8,0,0,0,322,885,386,67,250,24,1821,852,748,195,176,335,577,21,238,411,2480,1387,182,1,75,0,22,620,0,0,0,0,0,0,231,0,450,50,213,12,8,0,53,491,0,0,659,950,558,316,0,420,0,0,0,0,9,0,294,0,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,246,0,145
RIVR,0,14,0,0,0,51,0,0,107,798,159,17,0,0,0,0,0,0,27,0,0,0,0,0,62,0,0,0,0,0,18,6,115,109,123,578,562,0,14,0,190,144,0,0,21,0,1,53,0,1959,94,621,1590,0,0,0,208,1,0,54,70,83,0,503,9,0,4,75,675,32,0,0,37,11,18,155,805,465,80,67,381,143,133,219,7,0,0,6,107,0,29,821,146,313,538,0,52,0,0,666,0,0,214,615,13,61,153,0,0,0,268,38,0,2851,0,469,1,36,1126,1,319,0,0,0,0,2379,1007,1509,269,44,915,8,980,796,125,528,626,404,125,1,2014,0,72,981,0,47,8,0,0,483,0,0,0,0,0,0,2,148,519,232,36,0,108,0,401,0,0,787,540,190,149,896,0,0,0,0,0,0,1,513,0,0,0,0,0,0,0,0,0,0,0,0,4,1088,1089,4264,2338,0,0,0,0,0,0,0,0
RMDDL,0,0,0,0,0,0,0,104,58,285,0,0,0,0,0,0,0,0,0,0,28,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,159,19,26,231,0,1026,135,146,1097,570,0,306,0,2,4,0,57,11,347,0,74,82,692,1785,0,0,0,0,0,0,7,0,0,0,0,0,0,6,49,0,0,0,0,0,303,0,0,0,0,0,0,0,0,4,0,1197,699,1,0,0,0,0,0,0,0,0,99,50,0,0,997,1330,656,4066,0,6,469,0,581,416,547,118,2391,112,92,41,958,0,99,661,507,325,12,115,81,1,427,212,575,224,136,153,396,24,43,454,0,291,125,0,0,0,0,42,59,0,10,0,0,0,0,1,106,458,1118,0,0,0,24,10,294,0,0,98,122,234,20,588,0,1169,11,135,86,1368,732,1884,2032,2734,1132,1351,129,330,317,223,112,810,13,884,0,0,21,0,0,0,0,0,0
RMDDR,0,0,13,0,0,0,302,0,1166,86,0,7,0,0,0,0,0,0,0,19,0,24,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,70,170,20,52,0,200,27,1575,1184,190,0,379,0,459,39,35,40,0,486,28,34,0,436,36,0,1479,43,0,0,0,7,0,0,0,0,0,0,0,40,220,3,0,24,0,480,0,25,0,3,0,0,0,0,0,11,0,689,1221,0,27,8,0,0,0,10,0,2,3,74,68,717,0,590,1708,0,3751,495,1,581,0,667,392,2366,188,63,88,259,804,0,84,329,215,752,139,0,3,153,282,325,122,621,0,75,71,431,264,60,297,63,0,131,123,0,44,0,89,5,9,12,0,0,0,22,470,309,0,1074,0,11,0,192,104,0,1,95,13,1474,1013,2954,1924,2850,1186,1774,699,627,14,557,0,482,13,291,3,0,111,0,1,0,0,0,0,229,379,208,226,907,7,111,0
RMDL,0,0,0,0,0,0,56,0,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,217,430,0,0,84,400,104,102,0,30,43,1,57,26,0,0,256,845,3,67,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,41,233,0,0,0,0,410,7,0,0,0,0,0,0,0,0,66,60,831,1017,6,356,0,0,1,1,0,214,964,0,1,0,0,0,443,513,0,0,257,36,416,667,0,1818,545,549,0,0,18,0,0,769,1256,789,345,394,738,41,768,219,857,121,192,171,222,280,278,362,270,0,0,0,0,6,34,0,0,0,0,0,0,0,793,421,168,1124,177,1151,102,15,0,0,253,113,0,663,742,1720,0,61,0,245,0,429,0,668,0,0,0,789,0,1345,0,238,0,566,0,1963,0,610,0,1115,0,42,0,809,0,1050,0,526
RMDR,0,0,0,0,0,0,0,27,633,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,207,10,0,326,142,113,71,50,27,36,67,74,36,0,12,416,101,10,22,0,10,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,7,331,0,0,0,0,0,0,0,0,40,111,978,883,238,24,0,0,0,16,0,1043,307,0,0,0,0,0,846,482,0,0,9,1126,547,392,1818,0,602,597,6,6,200,0,0,1074,1081,350,629,1416,0,941,4,980,123,202,195,167,0,324,235,83,262,0,5,0,0,83,0,0,0,0,0,0,0,0,337,822,114,112,937,200,1235,9,0,0,354,175,0,618,1593,819,0,101,0,676,0,413,3,675,0,57,0,251,32,806,172,2,0,168,0,682,143,320,958,157,0,77,0,405,0,558,0,314
RMDVL,0,0,0,0,0,0,0,0,155,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,123,135,0,34,0,131,1336,83,462,231,0,1367,0,372,250,5,0,152,0,15,14,0,1997,0,41,802,0,11,0,0,0,13,0,0,0,0,0,0,194,123,0,21,0,101,35,457,0,0,0,0,0,0,0,0,0,0,1290,639,62,0,0,0,0,0,24,0,26,29,42,0,3373,0,1403,717,4,933,289,1,118,2366,545,602,0,774,704,77,168,147,0,318,334,527,1,124,876,28,454,336,344,139,5,0,612,46,159,274,57,60,13,5,90,0,0,0,0,0,0,0,0,0,0,0,0,1059,193,0,217,0,0,0,55,56,12,6,548,142,231,291,140,198,1098,11,1063,0,0,41,0,3,17,20,120,0,493,41,679,0,387,0,0,0,1362,1099,2912,1938,3012,1707,313,11
RMDVR,0,0,0,0,0,0,0,0,28,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,216,1,0,132,0,76,1302,328,397,1005,0,385,0,0,199,0,0,229,0,0,17,0,2316,674,60,4,0,0,0,1,0,0,0,0,0,0,0,0,69,3,0,23,0,433,70,0,0,0,0,0,1,0,0,0,0,605,1042,0,51,0,0,0,0,27,30,0,39,67,0,0,3291,419,1038,810,0,21,319,2391,188,549,597,774,0,903,9,25,15,561,299,303,12,269,1495,68,702,28,786,107,48,321,865,0,105,19,0,107,0,38,149,0,0,0,0,0,0,0,0,0,0,0,0,0,179,1124,257,0,0,0,0,141,177,2,2,240,432,0,20,0,31,369,205,891,634,142,175,38,223,379,1,2476,0,1187,1069,1965,1492,2672,1541,1005,0,540,3,1544,0,2046,0,0,0
RMED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,848,1055,1047,1079,847,624,58,379,347,384,16,0,0,0,0,0,0,0,0,10,16,490,258,661,797,0,0,0,0,31,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,14,248,336,0,0,0,0,544,78,37,481,364,0,599,350,137,458,590,778,8,0,112,63,0,6,704,903,0,2492,1901,2744,0,0,4,0,0,0,0,0,0,0,12,39,81,0,0,879,820,392,322,920,501,1502,1187,0,0,0,0,0,0,0,0,0,0,0,0,10,43,6,0,0,0,0,0,0,0,0,0,0,117,4,87,0,526,0,0,0,117,0,119,0,15,0,0,0,874,0,546,0,99,0,0,0,1242,53,404,0,157,0,0,0
RMEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007,1502,114,6508,2026,2073,44,506,584,489,878,0,0,0,0,0,0,0,0,0,0,10,755,356,937,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,514,0,0,979,988,0,935,873,58,3570,2224,218,0,0,92,88,0,6,77,9,2492,0,1548,2279,0,67,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,2376,866,4104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,87,49,66,1,0,0,0,0,29,4645,63,197,0,0,0,0,14,13,5,1,0,0,0,0,221,3504,40,208,0,0,0,0
RMER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1808,383,6084,93,1767,1771,463,19,56,141,0,689,0,0,0,0,0,0,104,0,62,3,0,893,86,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,0,0,634,413,0,527,492,4591,57,157,2091,0,0,41,259,18,200,168,25,1901,1548,0,2277,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3356,434,3691,552,166,0,0,0,0,0,0,0,0,0,0,0,21,17,0,0,0,0,0,4,1,0,0,0,0,629,3818,832,393,159,3,0,0,77,16,10,0,0,0,0,0,57,4458,17,1205,0,0,0,0,106,105,6,3,0,0,0,0
RMEV,13,0,0,0,166,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,491,0,0,11,0,8,0,6,0,0,0,74,0,0,878,1105,1097,1242,589,642,391,156,325,611,401,284,93,0,0,0,0,0,0,0,0,0,701,432,95,132,0,0,0,0,1,0,60,62,545,0,93,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,14,138,147,0,0,0,0,646,21,4,308,408,20,547,586,146,361,547,985,0,0,958,804,0,0,147,15,2744,2279,2277,0,0,0,0,27,118,100,0,185,0,0,39,0,0,12,28,135,405,565,789,1102,1036,707,645,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,107,0,0,0,114,0,414,0,0,0,1426,0,1156,0,317,0,0,0,1053,0,910,0,494,0,0,0,78,31,39,0,0,0,0,0,68,52,482,0,786,0,0,0
RMFL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0,0,0,0,0,0,0,0,149,5518,92,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,6768,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,0,254,0,0,0,0,0,0,0,0,0,0,0,322,2379,0,0,0,0,0,561,0,0,0,0,0,7701,78,15,0,12,0,0,0,297,0,766,0,2518,0,0,0,0,826,0,0,0,0,466,2647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMHL,0,0,0,0,0,0,0,4,490,1942,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,257,930,75,249,79,0,869,450,0,0,136,696,78,528,49,670,372,614,1626,0,0,926,1913,0,289,0,19,69,0,722,19,0,0,2,352,0,0,0,0,0,0,672,731,0,18,0,40,48,4,0,0,0,0,0,0,0,0,54,15,152,0,0,0,0,0,0,668,0,209,51,109,8,0,8,0,0,1180,37,0,885,1007,99,84,769,1074,318,299,0,67,0,0,7701,0,3309,424,331,427,164,922,822,370,197,123,346,420,123,494,194,178,522,60,55,202,0,0,371,0,0,0,0,0,0,0,89,26,1,435,77,404,881,28,0,0,2297,1987,0,0,984,2558,0,0,5,0,27,0,145,0,0,769,1,2209,0,0,0,0,0,0,0,0,0,1,0,305,0,1196,0,2134,0,372,52,1400
RMHR,0,0,0,0,0,0,478,25,553,3486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,414,2253,136,164,0,339,104,0,0,502,62,375,740,0,104,30,588,876,690,0,42,1055,0,74,0,0,98,0,276,0,0,0,49,131,0,0,0,0,0,0,692,1218,0,27,0,10,14,1,0,0,0,2,0,0,0,0,56,186,85,5,0,0,0,0,38,591,0,106,78,28,2,0,0,1,0,1211,3,0,386,1509,661,329,1256,1081,334,303,4,273,0,0,78,3309,0,482,388,482,2,1034,73,142,429,32,320,158,52,546,300,235,535,7,26,0,0,0,243,0,0,0,0,0,0,0,439,495,323,119,1174,393,0,197,0,0,1716,1756,269,99,1236,1907,0,0,0,0,0,0,0,0,0,1859,0,2787,0,2809,0,2417,0,0,0,23,0,423,0,410,0,492,0,1356,0,0,0,0
SIADL,12,0,0,50,0,0,0,1136,0,3086,130,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,805,0,0,0,9,1,0,212,0,40,0,0,483,0,0,812,290,687,412,0,375,0,118,107,61,128,0,443,0,241,40,0,0,0,1126,0,8,0,0,638,0,118,981,6,198,0,780,101,594,19,122,0,0,85,0,239,0,3,0,705,82,212,194,0,0,427,0,0,920,264,0,0,0,0,0,0,0,144,0,67,269,507,215,789,350,527,12,0,0,0,27,15,424,482,0,643,2021,153,4115,227,853,871,4074,0,72,167,1562,128,1711,1459,0,0,127,0,120,283,0,121,75,0,0,0,156,483,490,0,0,52,0,0,0,0,17,469,543,154,97,198,253,0,0,0,0,0,0,0,0,0,0,0,0,55,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIADR,0,0,163,0,0,0,1564,0,3110,0,204,21,0,0,0,49,0,0,0,92,0,249,0,0,0,0,40,0,7,0,0,0,44,0,848,271,216,0,0,0,0,0,142,10,2,195,0,0,1,323,801,362,400,136,21,392,18,116,64,0,26,0,415,338,156,0,0,1690,30,22,0,0,0,1,142,584,302,250,0,464,0,183,108,393,98,2,0,3,95,2,112,0,354,119,537,5,195,5,0,12,971,69,141,356,0,0,593,0,0,0,0,0,169,250,44,325,752,345,629,1,269,0,0,0,118,0,331,388,643,0,207,1458,166,2197,1057,370,0,1810,0,252,90,1478,1221,1628,0,0,0,194,77,0,283,0,301,7,45,390,5,501,726,867,20,0,0,0,510,73,0,228,620,83,347,91,148,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIAVL,394,0,0,0,0,0,2,0,340,0,128,7,0,158,0,40,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,1775,0,0,0,0,105,0,179,0,152,0,0,0,338,0,168,19,110,798,0,0,762,0,38,0,0,0,137,0,1340,0,25,0,0,88,0,0,186,0,44,0,308,119,57,725,0,586,60,666,0,169,129,0,291,0,269,0,0,0,135,642,124,0,5,0,205,0,0,277,16,14,0,0,0,0,7,0,64,0,24,915,12,139,394,1416,124,1495,0,0,0,100,12,427,482,2021,207,0,0,4434,62,1976,1196,1872,52,2496,0,54,12,4,874,0,0,156,0,245,67,129,0,0,216,313,0,443,455,537,0,11,0,127,0,0,12,0,1271,881,1445,9,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,169,0,505,0,0,0,0,0,0,0,0,0
SIAVR,0,259,0,0,0,0,0,0,0,356,408,0,0,0,62,0,44,0,0,0,0,0,0,0,0,818,0,6,0,16,0,0,0,0,1819,435,62,0,0,0,366,0,145,0,166,0,0,0,526,59,167,656,58,0,2927,0,1135,0,280,0,0,0,196,0,1211,0,62,292,0,0,0,0,119,0,63,285,331,524,2,576,0,885,89,23,0,0,22,63,618,0,828,490,159,362,61,0,145,0,0,1,4,4,31,201,0,4,5,0,0,0,160,0,83,1821,8,115,0,738,0,876,68,0,0,0,0,0,164,2,153,1458,0,0,56,4946,1306,1826,57,1767,0,2675,52,388,929,32,0,0,0,192,76,401,0,173,0,0,0,99,0,155,137,31,0,0,0,342,630,0,0,651,1795,0,89,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,202,73,0,33
SIBDL,420,0,0,161,153,0,0,843,0,379,344,0,0,0,0,17,7,30,0,1,169,41,14,380,0,0,0,1,6,0,231,0,77,40,830,0,0,0,0,62,0,246,0,9,0,0,0,2179,0,417,16,301,827,0,45,803,46,32,157,70,38,255,0,1375,197,0,0,315,355,0,28,245,0,384,323,474,452,211,690,316,709,30,170,111,241,0,0,124,21,0,0,478,0,179,25,551,6,11,0,0,0,1,817,115,0,0,0,0,0,23,0,109,0,852,980,81,3,41,941,28,702,0,0,0,185,0,922,1034,4115,166,4434,56,0,509,2965,1328,2959,410,1613,99,622,67,223,80,0,0,68,0,0,253,0,187,240,6,23,0,341,5,73,0,0,28,438,0,0,0,109,791,483,660,0,1409,106,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,88,49,165,317,135,580,0,1019,0,0,0,0,0,0,0,0
SIBDR,0,72,113,0,0,244,513,0,2106,0,486,43,40,0,0,44,12,0,173,28,36,103,27,0,216,154,141,0,16,359,18,212,230,116,667,0,0,0,3,56,66,0,386,111,5,0,0,0,1737,66,116,499,444,18,0,256,1533,162,39,103,55,0,447,128,966,14,0,298,76,192,0,0,206,252,355,308,524,790,250,696,559,389,23,488,75,0,0,69,138,5,60,319,101,47,115,0,517,0,0,1,0,0,368,629,0,112,60,0,0,2,220,0,146,748,796,1,153,768,4,454,28,0,0,0,0,0,822,73,227,2197,62,4946,509,0,1046,3089,463,2614,1,2010,101,583,136,350,0,25,0,423,584,0,161,0,173,109,35,314,18,116,66,20,0,0,0,446,39,39,0,1195,549,259,0,92,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16,184,393,1388,578,1600
SIBVL,405,0,0,0,0,0,121,45,828,133,768,0,0,0,114,154,42,0,0,0,0,0,0,1,0,1755,0,0,25,0,0,0,191,151,1496,0,0,5,0,262,159,80,19,178,77,1196,0,63,295,169,184,88,265,0,3134,1407,794,48,97,16,108,214,206,861,81,0,3,258,155,0,0,27,5,25,76,34,33,695,1036,1476,221,46,208,133,82,0,382,227,1013,19,63,700,0,132,33,201,139,0,51,238,0,0,394,49,60,343,22,0,0,31,22,119,50,195,125,427,282,219,980,336,786,0,0,0,0,297,370,142,853,1057,1976,1306,2965,1046,0,3058,1102,1165,167,593,22,13,124,32,21,0,139,47,80,122,0,138,0,0,0,11,149,97,32,0,310,0,188,164,0,0,137,640,1988,1099,12,1026,553,0,0,0,174,0,362,189,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIBVR,0,13,0,0,0,0,578,0,0,1433,650,0,0,102,0,25,31,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,245,178,1865,195,120,0,82,97,169,15,126,93,21,0,824,94,253,184,155,89,232,690,89,1018,1323,24,93,8,90,198,166,229,1028,16,0,127,334,0,0,44,16,150,5,147,154,478,421,435,1621,580,28,104,313,723,0,217,162,18,125,190,86,34,87,195,192,70,0,2,80,1,97,460,64,215,9,0,0,3,113,78,84,176,528,212,325,857,123,344,107,12,0,0,39,0,197,429,871,370,1196,1826,1328,3089,3058,0,1498,1358,439,298,86,23,33,96,0,48,63,239,368,409,118,0,0,587,811,0,20,39,101,72,0,449,335,48,116,282,0,1956,634,3138,1,470,489,0,0,0,0,0,0,0,0,0,0,0,194,0,991,21,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMBDL,876,0,0,3,0,0,0,905,0,1974,440,0,5,0,0,1,0,0,0,0,16,0,35,0,0,3,0,0,102,0,0,0,34,10,916,0,0,0,75,33,99,67,0,3,98,0,1490,0,0,652,96,380,346,0,533,0,986,73,19,66,0,113,0,494,134,0,0,0,478,0,1,216,55,1002,58,112,203,13,516,177,194,95,242,9,43,0,68,338,0,382,4,89,2,225,0,138,0,0,83,599,43,68,317,4,0,50,1,0,76,0,39,63,0,335,626,575,122,121,202,139,48,39,0,0,0,766,123,32,4074,0,1872,57,2959,463,1102,1498,0,289,2607,444,292,0,87,0,0,142,84,0,25,341,0,50,44,0,1,0,229,414,231,0,0,1290,0,0,22,0,8,321,341,289,3,6,27,0,0,0,0,0,0,0,0,845,68,886,463,879,463,583,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMBDR,0,862,0,0,0,0,993,0,2321,49,231,0,0,0,0,3,75,0,0,16,0,3,0,0,0,77,0,77,0,245,0,0,23,7,534,245,115,16,1,1,7,0,89,24,0,1078,0,0,27,58,711,337,340,1088,0,840,20,4,4,0,135,0,284,302,753,0,0,516,0,0,0,0,11,209,1337,459,118,201,0,314,171,364,70,9,15,14,0,25,3,0,294,46,285,26,203,0,22,56,0,197,262,10,0,257,15,8,34,49,0,20,0,0,14,577,404,224,621,192,195,5,321,81,0,0,0,0,346,320,0,1810,52,1767,410,2614,1165,1358,289,0,829,2562,5,289,31,65,46,27,0,73,447,131,28,0,6,0,0,59,0,213,164,150,779,0,0,0,240,2,0,556,367,1,93,4,418,393,136,771,654,1294,387,3797,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMBVL,1298,0,1390,0,0,0,77,0,0,0,186,32,0,368,0,1680,0,1,0,345,0,95,0,5,0,0,133,0,401,0,0,0,0,0,92,0,0,0,0,724,0,60,0,232,0,0,0,1265,0,999,0,0,898,0,0,66,0,349,0,0,0,0,0,629,0,314,0,58,23,0,0,234,13,1588,237,1,86,171,116,0,604,283,72,0,633,57,0,186,0,365,47,9,41,255,59,19,0,411,0,429,26,7,135,23,28,0,75,0,0,307,0,146,0,21,125,136,0,171,167,0,865,0,0,18,12,2518,420,158,72,0,2496,0,1613,1,167,439,2607,829,0,140,22,0,0,362,0,0,0,0,66,0,472,0,213,258,565,0,428,171,104,0,0,0,532,0,68,285,0,714,41,375,31,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,306,304,442,666,56,1423,17,0,0,0,0,0,0,0,0
SMBVR,0,1814,0,1512,0,0,0,70,0,865,71,0,62,0,521,0,998,0,26,0,421,0,306,0,0,173,0,506,0,923,0,7,0,0,307,0,0,0,0,0,167,0,152,0,148,0,0,0,893,215,686,821,18,0,416,0,617,0,120,0,0,0,16,0,325,0,355,27,30,0,0,0,227,69,1434,46,0,29,138,239,18,61,55,670,0,0,131,0,125,0,358,115,9,62,243,0,63,0,661,67,280,15,0,124,0,130,101,0,0,0,131,0,157,238,1,153,75,222,0,612,0,0,0,0,28,0,123,52,167,252,0,2675,99,2010,593,298,444,2562,140,0,141,87,412,0,0,0,0,73,1,318,0,624,581,233,378,622,0,129,52,4,0,3,0,839,1,0,513,265,858,0,366,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,127,877,285,1605,819,2405,505
