neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
AVEL,9,34,75,0,0,0,223,0,0,0,56,0,0,0,0,10,72,0,0,264,0,0,0,480,0,0,0,0,0,0,0,0,70,1115,319,597,574,2,4,437,0,0,0,18,1839,4,192,0,229,168,233,105,7,0,19,0,133,32,172,606,0,1025,3,72,0,0,445,301,0,6,12,0,916,294,57,10,450,2,83,693,0,89,91,69,22,0,65,254,7,381,0,76,0,81,310,756,78,0,176,191,0,352,218,0,0,116,1,0,184,198,0,2,155,61,0,206,211,0,63,222,28,0,37,0,0,6,250,430,96,632,4,207,7,130,69,199,78,43,345,36,474,6,0,0,0,14,0,6,160,1,680,0,0,129,0,580,480,112,0,539,3,600,149,12,0,1,0,111,387,411,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVER,5,53,0,0,0,0,0,542,0,0,12,0,0,0,0,1,69,0,0,0,133,0,0,8,697,0,0,0,0,0,0,0,1327,48,337,0,0,0,12,0,917,0,0,2100,38,212,8,326,0,313,63,76,1,40,0,146,0,259,831,173,1263,0,112,41,1,0,457,479,0,0,76,9,333,1373,55,274,11,886,781,17,89,0,141,159,0,130,199,259,840,0,7,80,83,0,1056,666,0,94,248,335,120,410,494,0,0,172,2,12,238,427,6,0,68,141,255,0,0,353,282,34,0,0,0,45,29,100,477,21,1174,15,121,6,385,66,356,39,6,66,84,597,14,577,0,0,0,0,805,0,14,200,362,0,74,0,352,724,997,0,700,0,787,4,274,0,28,107,126,5,452,32,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJL,0,4,572,398,0,0,1262,1328,2298,0,692,0,0,0,0,304,586,0,0,81,0,0,0,0,0,0,0,0,1,0,0,0,3,0,145,2659,1378,60,21,0,3,0,0,2,0,177,96,0,85,54,90,0,0,12,2,1125,30,164,124,270,0,85,6,1733,0,203,0,0,731,0,0,822,0,0,0,218,1424,2899,2667,247,91,141,0,2126,1400,4155,8683,3243,19,611,618,0,0,0,0,0,1166,3328,0,0,0,0,199,0,78,2,173,4,0,0,0,0,437,131,0,0,0,0,0,0,0,0,0,0,0,0,39,80,0,82,75,248,178,17,0,23,0,106,16,0,0,0,232,37,0,0,432,0,138,427,368,0,0,2526,180,2,0,0,30,2,0,66,0,60,309,65,163,0,504,0,338,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJR,0,0,41,586,0,0,1135,372,0,149,55,0,7,0,0,670,168,0,312,0,130,0,0,0,0,0,1,49,0,23,9,24,0,0,93,0,112,125,128,17,0,0,0,0,117,190,152,349,0,0,82,0,0,33,352,0,107,83,172,174,165,0,1290,0,53,0,0,6,0,519,677,0,0,0,155,314,3694,2164,294,5683,69,159,2126,0,3965,1856,1772,3998,978,315,1380,0,0,0,0,0,4237,59,0,0,0,157,0,0,0,0,6,153,0,0,0,0,45,158,0,35,0,0,3,0,0,0,0,0,0,6,6,99,29,0,285,94,0,197,0,49,87,0,18,69,0,1,341,191,0,0,0,420,452,267,230,0,486,227,3414,0,22,0,13,103,36,0,0,142,55,282,47,3896,180,465,0,0,0,22,0,2,0,0,0,0,0,0,0,23,3,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDUL,0,0,0,0,0,0,7138,0,0,0,0,0,0,1,0,43,200,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,376,0,0,0,0,0,0,0,90,0,0,0,0,0,0,24,0,122,0,48,0,55,0,0,0,1082,0,0,0,0,0,0,0,1,0,0,0,0,13,318,326,12,2030,22,0,1400,3965,0,2610,471,1581,25,40,1648,0,0,0,0,0,6265,469,0,0,0,12,0,0,0,0,205,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,286,0,0,0,0,632,0,41,79,0,17,0,0,63,390,0,0,0,588,0,23,4,0,2439,4401,550,380,0,21,0,201,0,276,0,0,417,0,306,0,1424,0,638,0,274,0,394,398,93,0,0,0,0,0,0,0,0,0,0,0,0,30,0,5,0,556,0,0,0,0,0,0,0,0,0,0
BDUR,0,0,0,0,0,0,0,5905,0,0,110,0,0,0,0,0,26,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,770,3747,351,0,213,0,0,0,0,0,0,0,68,0,0,9,0,0,0,1609,0,29,0,0,0,85,0,0,0,3,0,18,0,0,0,0,0,6,0,0,0,0,26,1556,582,186,0,130,4155,1856,2610,0,2911,1137,0,108,1754,0,0,0,0,0,136,5308,0,0,0,0,30,0,0,0,0,230,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,984,0,19,0,0,3,0,0,13,0,0,371,0,0,0,0,0,1002,0,0,0,143,2030,0,0,0,0,171,0,0,0,0,194,0,279,0,38,0,810,16,0,8,0,197,0,0,0,0,2,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVCL,5,4,0,212,0,0,0,2884,0,0,3438,0,0,0,0,296,424,0,0,0,0,0,0,0,0,0,15,0,106,1,0,0,33,0,626,6399,4115,32,15,0,0,0,2,0,0,156,42,0,145,0,0,0,0,248,0,279,0,82,23,90,0,67,0,374,0,2,2,0,0,0,0,164,0,0,3,509,3111,2946,3746,494,65,199,8683,1772,471,2911,0,5376,1314,1366,374,0,0,0,0,0,362,778,0,0,0,0,103,0,9,63,0,1,0,0,0,0,72,234,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,86,332,626,787,306,1,112,0,31,2,0,0,0,115,10,0,4,0,0,21,7,0,0,0,1234,796,6,0,0,0,0,0,87,0,6,9,123,253,222,142,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVCR,24,4,282,501,0,0,2007,537,0,0,2489,0,0,0,0,339,119,0,0,0,0,0,0,0,0,0,0,11,21,60,0,0,40,48,993,4560,900,68,0,0,0,0,0,0,0,146,0,256,189,56,26,10,7,27,40,77,9,47,28,19,144,81,651,288,0,2,26,6,0,0,0,70,1,0,774,393,2814,3758,1464,1576,254,259,3243,3998,1581,1137,5376,0,3450,1711,632,21,0,0,0,0,332,707,0,0,0,20,302,0,0,283,2,0,0,0,0,0,51,254,0,0,0,0,24,7,0,0,0,0,0,7,4,142,112,246,152,110,188,221,0,104,22,96,1,22,1,0,321,0,0,0,10,102,0,215,0,0,0,1039,1195,54,61,5,0,0,189,44,0,0,153,248,36,4561,33,133,262,8,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
PVPL,498,23,12,0,0,0,248,0,0,0,2263,50,0,0,0,817,222,0,0,0,0,0,0,0,0,0,178,0,1036,340,0,0,0,247,1602,0,0,0,0,0,0,55,0,0,0,0,0,171,0,0,0,0,0,0,0,0,925,0,0,0,86,0,723,0,0,0,0,668,0,0,14,0,93,1,641,515,1748,3347,29,259,7,840,19,978,25,0,1314,3450,0,481,0,0,7,0,23,0,1065,316,414,0,0,169,0,0,0,3849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,1,490,0,29,41,151,10,42,0,99,0,0,25,0,0,0,0,99,0,169,0,0,0,0,0,1007,432,6903,575,725,0,0,0,0,0,0,4,0,0,0,805,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVPR,93,550,0,194,0,5,0,178,0,0,6137,0,19,0,0,0,1268,0,0,0,0,0,0,0,2,0,25,223,0,1383,0,0,99,0,725,590,0,0,2,0,0,0,7,0,0,0,9,0,91,0,14,1,0,21,0,0,0,1805,0,13,0,94,0,595,0,1,399,10,0,0,0,33,0,132,167,59,2030,1587,338,138,381,0,611,315,40,108,1366,1711,481,0,28,887,0,34,0,0,0,1700,0,611,0,0,144,0,0,2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,66,0,215,64,0,0,4,0,9,0,178,25,0,0,0,0,6,0,1,0,0,0,11,0,0,0,8423,367,536,239,741,0,0,0,64,365,0,0,0,0,0,47,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVR,0,0,0,0,0,0,2782,3464,0,0,303,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,2304,643,669,599,1,0,39,78,0,0,165,79,175,267,9,5,91,0,2316,603,51,95,0,84,37,182,58,486,766,0,0,0,0,0,0,0,0,0,0,12,6,696,483,1005,152,0,7,618,1380,1648,1754,374,632,0,28,0,0,0,0,0,0,196,126,0,0,0,0,0,1272,1639,0,781,462,34,42,221,487,698,673,0,0,139,110,0,0,0,0,0,0,7,3,0,0,0,241,51,63,128,37,40,93,0,13,0,0,232,0,573,436,230,324,0,644,1,2,0,0,0,89,315,0,0,0,892,602,1326,1380,0,0,0,71,358,25,0,0,2,252,0,948,290,326,9,0,1,27,39,65,345,107,5,95,570,0,171,0,206,0,1056,0,90,0,3,0,760,0,611,0,72
PVT,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10,168,5,25,0,28,187,319,78,99,97,153,66,40,172,83,10,0,0,0,27,9,12,65,89,316,361,0,0,0,0,461,201,0,0,0,0,27,42,155,0,58,0,27,0,76,80,0,0,0,0,0,21,0,887,0,0,0,0,80,50,0,0,770,1673,49,62,58,0,0,26,77,71,0,18,57,172,82,51,0,0,7,27,0,0,0,0,0,27,1,0,0,335,0,78,0,2,0,25,0,321,0,97,4,2,32,137,0,1,99,124,396,22,0,0,0,0,0,437,0,2979,2929,2876,0,2,5,18,4145,0,0,17,9,1,152,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAL,749,0,17,0,54,0,0,0,0,0,0,0,0,0,0,75,0,47,0,0,0,0,0,681,0,0,26,0,10,0,17,15,0,885,1,0,0,0,0,0,0,164,0,139,12,37,17,81,0,255,7,141,94,0,0,0,1110,0,0,0,33,0,83,0,0,0,0,40,0,90,309,0,995,0,146,75,0,46,0,0,0,83,0,0,0,0,0,0,7,0,0,0,0,1514,451,0,0,0,386,0,37,254,39,0,0,388,118,0,478,309,181,0,622,318,1156,840,993,1178,1259,690,23,0,0,19,36,0,460,95,67,449,117,8,114,36,390,0,293,9,690,719,510,702,0,0,40,0,11,0,0,0,0,0,0,0,4,12,1,0,550,151,528,230,10,0,0,13,0,0,13,6,215,0,0,57,0,90,0,397,0,0,0,42,18,33,29,303,0,0,0,2,0,3,0,0,0,0,0,3,201,104,472,81,211
RIAR,0,615,0,0,0,77,0,0,0,183,69,32,9,0,0,0,192,0,8,0,0,0,1,0,686,0,0,18,0,6,13,11,698,0,16,0,224,0,0,0,8,0,225,5,268,0,21,68,84,0,104,116,121,103,0,52,0,959,0,0,0,65,0,144,0,7,157,26,79,0,0,541,0,721,77,275,43,0,0,0,81,0,0,0,0,0,0,0,0,34,0,0,1514,0,0,508,0,0,0,174,353,51,122,0,0,389,0,304,301,424,0,269,217,423,728,1285,842,755,644,991,0,0,0,1,15,3,73,513,380,107,112,106,36,93,0,160,12,185,848,697,771,580,0,0,0,59,0,78,0,0,0,0,0,13,0,8,8,0,10,614,188,670,10,0,0,29,1,0,20,66,31,0,0,0,52,2,57,202,25,0,0,2,0,0,0,133,0,0,0,0,148,0,42,208,4,0,0,0,1,2,13,0,0
RIBL,260,4,0,0,344,0,0,0,0,0,2,26,0,2,0,45,0,170,0,78,0,18,0,2461,1,0,79,0,241,0,138,0,326,1979,29,0,0,25,0,140,0,1,0,1106,98,265,0,364,0,0,34,18,2,0,29,0,360,0,447,0,1188,0,0,0,0,0,11,476,78,679,1568,0,1099,0,123,0,140,262,1,267,310,1056,0,0,0,0,0,0,23,0,0,80,451,0,0,162,0,0,205,0,90,512,212,0,0,75,35,0,272,0,28,0,50,0,5,0,0,271,50,0,136,0,0,191,0,1,206,57,87,0,310,0,189,43,13,0,53,0,131,356,193,391,0,0,84,0,0,0,0,0,0,0,0,0,0,130,14,379,120,0,247,0,193,0,0,0,0,212,906,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIBR,2,704,0,0,5,292,0,0,0,0,24,0,95,0,1,0,50,0,386,0,9,0,9,241,2907,61,0,198,0,614,0,34,1788,438,157,0,0,0,46,0,22,0,226,10,1119,0,255,0,663,23,3,1,0,0,0,71,0,620,0,626,0,973,0,0,0,1,448,35,671,477,0,1572,71,926,0,72,233,184,133,96,756,666,0,0,0,0,0,0,0,0,0,50,0,508,162,0,0,0,0,216,8,82,443,0,0,35,0,29,0,20,2,33,0,28,0,5,264,0,0,58,235,0,35,33,0,0,32,146,0,101,0,409,195,152,0,55,0,15,388,184,396,72,0,6,0,285,0,0,0,0,0,0,0,0,0,9,103,327,0,281,0,238,374,0,6,1,0,175,918,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFL,300,0,0,0,0,0,2950,0,0,0,1,187,0,13,0,4347,491,14,0,334,0,945,0,0,0,0,970,0,910,0,21,0,0,0,4,0,0,96,0,12,0,0,0,0,0,143,0,0,0,0,0,0,0,0,44,0,0,0,73,0,0,0,521,0,862,0,166,0,0,0,220,0,9,0,0,103,1305,162,14,1163,78,0,1166,4237,6265,136,362,332,1065,0,196,0,0,0,0,0,0,39,0,0,0,316,0,3,0,35,157,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,112,0,17,124,0,0,0,0,0,190,0,0,0,86,0,1137,333,0,0,2158,1107,585,0,9,0,58,0,107,0,0,1332,0,66,0,282,6,1728,0,71,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFR,9,710,0,175,0,0,0,2294,0,0,156,0,179,0,0,0,3613,0,10,0,504,0,1874,0,0,0,261,1419,0,971,0,21,0,0,22,717,1,0,114,0,0,0,0,0,0,0,19,0,0,128,0,0,0,438,0,78,0,8,0,7,0,0,0,564,0,1693,0,371,0,0,0,142,0,130,0,0,0,2129,0,21,0,94,3328,59,469,5308,778,707,316,1700,126,0,0,0,0,0,39,0,0,0,0,0,720,0,0,36,0,75,0,115,0,0,0,0,6,0,0,21,0,0,0,0,0,0,0,0,11,0,0,0,0,7,67,0,35,0,0,233,0,0,0,0,0,194,0,0,0,0,0,1269,2,0,0,520,325,0,0,0,0,39,0,27,0,0,2218,0,5,0,50,0,2228,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGL,43,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,75,1087,4,0,0,76,0,11,0,321,0,533,0,207,0,411,0,1939,541,38,1063,0,2,0,1062,0,278,0,674,0,29,0,0,0,7,1011,0,0,1,0,682,0,0,171,0,75,15,700,176,248,0,0,0,0,0,0,414,0,0,770,386,0,205,0,0,0,0,279,0,395,347,0,0,822,121,0,2,0,100,0,0,780,0,0,0,0,0,0,0,0,0,17,123,361,644,0,36,0,0,0,54,0,103,0,339,0,1,0,54,44,19,0,174,0,2277,0,0,0,0,0,171,0,41,1129,1350,4,0,0,8,0,2017,0,0,0,0,25,12,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGR,0,261,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,1213,92,15,4,452,0,120,0,72,0,108,0,457,0,231,0,310,840,1116,861,0,4,0,117,0,955,0,357,0,518,0,9,0,0,1000,28,0,1,0,0,0,837,77,0,286,0,909,12,191,335,0,0,0,0,0,0,0,611,0,1673,0,174,0,216,0,0,279,0,148,324,446,0,0,397,0,142,0,10,0,79,671,0,0,0,0,0,0,1,0,0,0,0,317,0,0,359,0,72,0,9,0,272,0,470,0,283,0,76,9,48,0,19,0,158,0,1534,0,0,0,0,0,2,0,938,192,912,0,0,0,0,2059,0,0,8,27,117,74,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIH,0,42,0,0,0,0,0,0,0,0,33,0,0,0,0,0,18,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,3,0,0,98,731,1291,884,1251,662,732,293,391,0,855,976,1671,969,0,0,12,0,0,0,0,12,138,860,352,200,0,0,0,0,0,0,0,9,13,0,308,0,345,3,0,0,1,0,0,0,120,0,0,0,0,0,0,0,0,0,49,37,353,90,8,0,0,0,148,0,0,23,841,1015,174,433,41,69,0,343,3,13,0,65,0,33,48,30,13,1045,579,243,301,0,0,0,0,0,0,0,74,0,0,0,44,0,30,0,34,0,0,223,76,195,92,0,165,0,0,0,0,0,0,0,2,12,57,305,169,66,0,22,0,0,0,0,0,37,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIML,269,0,0,0,31,0,0,0,0,0,0,0,0,0,0,472,2,80,0,17,0,13,0,251,0,0,18,0,23,0,137,0,2,50,184,0,0,0,0,0,0,61,0,47,143,0,0,0,0,1290,1199,1467,1360,25,0,0,20,0,105,0,13,0,840,4,0,0,307,994,0,1,104,0,533,13,283,612,515,396,63,202,352,410,0,157,12,0,0,20,169,0,0,62,254,51,512,82,316,0,395,324,0,0,332,0,0,0,0,0,4,0,2,0,660,164,1,0,122,1028,0,23,0,0,0,6,375,20,546,199,258,1,632,215,248,85,171,0,228,0,571,691,901,637,0,0,31,0,90,0,0,0,0,0,0,0,95,794,512,3,0,77,0,168,84,0,0,167,174,108,380,9,106,0,0,0,0,0,0,0,0,0,0,0,69,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,859,0,34
RIMR,44,87,0,0,0,52,0,0,0,0,8,0,1,0,0,0,755,0,102,0,0,0,8,15,302,501,0,14,0,37,0,55,75,0,201,382,133,0,0,0,0,0,4,37,50,1,0,0,0,1774,1062,1610,709,107,0,0,0,13,6,51,0,62,65,877,0,15,907,344,0,50,0,58,2,637,490,339,429,447,242,185,218,494,199,0,0,30,103,302,0,144,0,58,39,122,212,443,0,720,347,446,23,332,0,0,0,0,7,0,0,0,0,1,226,439,0,0,924,41,1,0,26,0,0,0,59,300,164,630,0,290,216,719,29,137,1,163,0,55,835,540,732,589,0,0,0,7,769,4,0,0,0,0,0,43,0,516,729,68,180,0,136,0,64,0,0,260,118,1,282,165,1,0,0,0,283,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,565,0,0,0,0,0,0,0,0,0,0
RIPL,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,3195,0,63,0,8698,0,0,0,189,0,2837,0,0,0,0,0,0,3,0,0,0,0,0,275,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,175,0,0,0,0,0,0,0,0,0,0,1272,0,0,0,0,0,3,0,0,0,841,0,0,0,2418,0,2284,0,60,0,4171,0,0,0,62,14,0,0,92,26,504,707,621,397,0,0,0,0,0,0,8,0,41,90,0,0,40,0,0,0,0,0,5768,0,8584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196,0,0,0,0,19,13,0,0,0,0,363,157,7,0,0,0,0,0,0,0,0,0,0,0,0,0,540,440,0,2,0,4,0,195,0,0,0,0,0,0,0,0
RIPR,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4198,0,112,0,7367,0,0,0,826,0,1813,0,0,0,0,0,0,3,0,0,0,0,0,139,0,847,0,0,0,0,0,0,0,0,0,0,0,8,90,176,0,72,0,0,78,0,0,0,9,0,0,0,1639,0,0,0,0,0,0,0,0,0,1015,0,0,2418,0,0,0,4095,0,0,0,5142,2,18,47,159,0,0,51,107,843,974,859,716,0,4,0,0,0,0,0,4,27,1,11,0,0,13,0,0,0,0,0,7110,0,8624,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,434,0,0,0,46,335,0,0,0,0,0,0,0,0,0,0,0,0,1074,893,0,3,0,0,0,0,0,0,0,0,0,0,0,0,866,340,0,15,0,0,0,0
RIR,2411,2379,0,0,6,325,0,0,0,0,1963,251,78,0,0,139,201,0,0,0,0,0,0,319,270,0,75,4,797,597,0,0,478,867,1192,0,0,0,0,0,0,109,105,0,0,0,0,286,91,0,0,0,0,0,0,0,2000,1787,2,0,330,267,9,6,7,18,12,56,0,0,119,273,1313,860,97,1,113,239,115,13,116,172,2,0,0,0,63,283,3849,2525,0,26,388,389,75,35,35,36,822,397,174,0,0,0,0,0,0,0,0,0,181,5,6,0,0,0,0,0,0,0,0,0,0,2,0,0,22,0,0,0,19,2,10,12,56,2,248,1,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,1923,2453,0,0,0,0,0,0,87,8,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DL,0,0,103,0,116,0,10,0,0,0,0,18,49,0,0,89,0,84,0,21,0,101,0,360,0,0,33,0,10,0,159,44,96,30,0,0,0,6052,0,277,0,0,0,1443,0,3830,0,0,0,17,0,0,0,0,67,0,74,0,4256,0,0,0,12,0,114,0,13,0,53,71,9,0,50,0,0,0,43,0,259,82,1,2,173,6,205,0,0,2,0,0,781,77,118,0,35,0,157,0,121,0,433,0,7,2284,0,0,0,0,1174,0,0,0,0,0,3,540,0,0,3703,0,742,1799,107,357,0,0,0,0,0,0,0,0,2,0,0,65,0,0,0,25,35,0,6010,0,0,0,0,0,43,0,98,0,0,85,0,32,23,70,1984,0,0,0,105,92,0,15,0,6,3,0,0,480,895,54,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DR,0,0,0,64,0,157,0,88,0,0,0,59,128,0,0,0,16,0,36,0,191,0,74,0,256,0,0,4,0,0,53,18,83,101,0,0,0,0,5700,0,262,0,0,136,1627,0,4857,0,0,0,1,0,0,0,0,27,0,108,0,4156,0,0,0,82,0,53,0,17,66,75,0,39,0,41,0,0,0,8,288,147,0,12,4,153,0,230,1,0,0,0,462,71,0,304,0,29,0,75,0,142,41,0,0,0,4095,0,0,0,0,880,0,4,0,0,718,0,0,0,0,3475,772,0,1779,279,0,0,0,0,0,0,0,0,0,8,77,0,0,0,94,0,0,224,0,6099,0,0,0,0,0,91,138,0,0,0,91,33,27,67,0,1918,0,0,71,0,142,0,7,0,19,0,0,0,0,0,0,0,0,0,0,1480,466,79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1L,0,0,266,0,105,0,649,0,0,0,0,0,0,0,0,0,0,205,0,12,0,0,0,312,0,0,0,0,0,0,151,14,73,0,0,0,0,0,0,4769,0,0,0,2389,0,4,0,47,0,0,295,56,0,0,3479,0,483,0,0,0,0,0,0,0,0,0,2,1,0,33,54,0,18,0,38,0,0,0,0,0,184,238,0,0,58,0,0,0,0,0,34,0,478,301,272,0,189,0,2,0,69,4,0,60,0,0,1174,0,0,0,906,0,218,0,1178,925,498,439,1158,563,176,193,2781,194,0,0,0,0,29,0,104,0,83,75,0,12,98,0,0,54,122,0,1482,0,1889,0,390,0,4,0,459,0,0,0,0,0,0,0,322,0,18,0,0,13,0,22,0,0,0,62,0,5,1607,0,324,0,0,0,0,0,0,0,0,0,0,0,0,90,1662,0,278,0,5,0,0,0,0,0,0,0,0,0,0
IL1R,0,0,0,99,0,99,0,383,0,0,0,135,121,0,0,0,0,0,74,0,81,0,81,0,77,0,0,0,0,0,67,44,0,9,0,0,0,0,0,0,5273,0,3,0,1964,0,0,0,0,22,0,0,30,213,0,3198,0,403,0,0,0,0,0,0,0,15,0,21,73,0,0,4,0,0,0,29,0,0,0,0,198,427,0,0,0,268,0,0,0,0,42,18,309,424,0,20,0,115,0,10,0,0,0,0,0,0,0,880,0,0,0,1176,0,246,466,1513,588,685,536,790,52,3271,40,77,9,0,0,0,0,59,0,0,0,2,0,0,0,24,10,0,0,170,0,1476,0,2940,0,57,0,0,384,0,0,0,0,0,2,13,0,138,0,19,110,0,72,26,0,0,0,0,17,0,0,0,0,0,0,0,0,6,1731,0,487,0,0,0,0,0,0,0,0,0,0,0,0,101,1965,0,679,0,0,0,5
