pre,post,connectivity_with_daf2,connectivity_2_dauer,neighborhood_2_dauer,neighborhood_3_dauer
AVL,SAAD,no_synapse,no_synapse,maintained,maintained
AVL,SAAV,no_synapse,no_synapse,variable,variable
AVL,SDQ,no_synapse,no_synapse,maintained,maintained
AVL,SIAD,no_synapse,no_synapse,maintained,maintained
AVL,SIAV,no_synapse,no_synapse,maintained,maintained
AVL,SIBD,no_synapse,no_synapse,maintained,maintained
AVL,SIBV,no_synapse,no_synapse,maintained,maintained
AVL,SMBD,no_synapse,no_synapse,maintained,maintained
AVL,SMBV,no_synapse,no_synapse,maintained,maintained
AVL,SMDD,no_synapse,no_synapse,maintained,maintained
AVL,SMDV,no_synapse,no_synapse,maintained,maintained
AVL,URAD,no_synapse,no_synapse,maintained,maintained
AVL,URAV,no_synapse,no_synapse,maintained,maintained
AVL,URB,no_synapse,no_synapse,maintained,maintained
AVL,URX,no_synapse,no_synapse,dauer_decreased,dauer_decreased
AVL,URYD,no_synapse,no_synapse,maintained,maintained
AVM,ADF,no_synapse,no_synapse,variable,variable
AVM,ADL,no_synapse,no_synapse,variable,variable
AVM,AFD,no_synapse,no_synapse,variable,variable
AVM,AIA,no_synapse,no_synapse,variable,variable
AVM,AIB,no_synapse,no_synapse,variable,variable
AVM,AIM,no_synapse,no_synapse,dauer_decreased,dauer_decreased
AVM,AIN,no_synapse,no_synapse,variable,variable
AVM,AIY,no_synapse,no_synapse,maintained,maintained
AVM,AIZ,no_synapse,no_synapse,variable,variable
AVM,AQR,no_synapse,no_synapse,dauer_decreased,dauer_decreased
AVM,ASE,no_synapse,no_synapse,variable,variable
AVM,ASG,no_synapse,no_synapse,variable,variable
AVM,ASI,no_synapse,no_synapse,variable,variable
AVM,ASJ,no_synapse,no_synapse,variable,variable
AVM,ASK,no_synapse,no_synapse,variable,variable
AVM,AUA,no_synapse,no_synapse,variable,variable
AVM,AVA,no_synapse,no_synapse,variable,variable
AVM,AVF,no_synapse,no_synapse,maintained,maintained
AVM,AVK,no_synapse,no_synapse,variable,variable
AVM,AWA,no_synapse,no_synapse,variable,variable
AVM,AWB,no_synapse,no_synapse,variable,variable
AVM,AWC,no_synapse,no_synapse,variable,variable
AVM,BWM01V,no_synapse,no_synapse,variable,variable
AVM,BWM02V,no_synapse,no_synapse,variable,variable
AVM,BWM03V,no_synapse,no_synapse,variable,variable
AVM,BWM04D,no_synapse,no_synapse,variable,variable
AVM,BWM04V,no_synapse,no_synapse,variable,variable
AVM,BWM05V,no_synapse,no_synapse,variable,variable
AVM,BWM06V,no_synapse,no_synapse,variable,variable
AVM,BWM08V,no_synapse,no_synapse,variable,variable
AVM,DVA,no_synapse,no_synapse,maintained,maintained
AVM,DVC,no_synapse,no_synapse,variable,variable
AVM,PLN,late_postembryonic,late_postembryonic,late_postembryonic,late_postembryonic
AVM,PVQ,no_synapse,no_synapse,dauer_decreased,dauer_decreased
AVM,RIB,no_synapse,no_synapse,variable,variable
AVM,RIG,no_synapse,no_synapse,variable,variable
AVM,RIH,no_synapse,no_synapse,maintained,maintained
AVM,RIP,no_synapse,no_synapse,dauer_increased,dauer_increased
AVM,RMDL/R,no_synapse,no_synapse,variable,variable
AVM,RMF,no_synapse,no_synapse,variable,variable
AVM,RMG,no_synapse,no_synapse,maintained,maintained
AVM,RMH,no_synapse,no_synapse,variable,variable
AVM,SAAV,no_synapse,no_synapse,variable,variable
AVM,SDQ,no_synapse,no_synapse,maintained,maintained
AVM,SIAD,no_synapse,no_synapse,maintained,variable
AVM,SIAV,no_synapse,no_synapse,dauer_decreased,dauer_decreased
AVM,SIBD,no_synapse,no_synapse,dauer_decreased,dauer_decreased
AVM,SMBD,no_synapse,no_synapse,dauer_decreased,dauer_decreased
AVM,SMBV,no_synapse,no_synapse,dauer_decreased,maintained
AVM,SMDD,no_synapse,no_synapse,variable,variable
AVM,SMDV,no_synapse,no_synapse,dauer_decreased,dauer_decreased
AWA,ADE,no_synapse,no_synapse,variable,variable
AWA,AIN,no_synapse,no_synapse,maintained,maintained
AWA,ALA,no_synapse,no_synapse,maintained,maintained
AWA,ALM,no_synapse,no_synapse,variable,variable
AWA,ALN,no_synapse,no_synapse,dauer_decreased,dauer_decreased
AWA,AQR,no_synapse,no_synapse,variable,variable
AWA,AVA,no_synapse,no_synapse,maintained,maintained
AWA,AVD,no_synapse,no_synapse,maintained,maintained
AWA,AVE,no_synapse,no_synapse,variable,variable
AWA,AVF,no_synapse,no_synapse,maintained,maintained
AWA,AVM,no_synapse,no_synapse,variable,variable
AWA,BAG,no_synapse,no_synapse,dauer_decreased,dauer_decreased
AWA,BWM01D,no_synapse,no_synapse,variable,variable
AWA,BWM05D,no_synapse,no_synapse,variable,variable
AWA,BWM06D,no_synapse,no_synapse,variable,variable
AWA,CEPD,no_synapse,no_synapse,variable,variable
AWA,CEPV,no_synapse,no_synapse,variable,variable
AWA,DVA,no_synapse,no_synapse,maintained,maintained
AWA,IL1D,no_synapse,no_synapse,maintained,maintained
AWA,IL1L/R,no_synapse,no_synapse,variable,variable
AWA,IL2D,no_synapse,no_synapse,maintained,maintained
AWA,IL2L/R,no_synapse,no_synapse,maintained,maintained
AWA,OLL,no_synapse,no_synapse,maintained,maintained
AWA,OLQD,no_synapse,no_synapse,maintained,maintained
AWA,OLQV,no_synapse,no_synapse,dauer_decreased,dauer_decreased
AWA,PLN,late_postembryonic,late_postembryonic,late_postembryonic,late_postembryonic
AWA,PVC,no_synapse,no_synapse,variable,variable
AWA,PVW,late_postembryonic,late_postembryonic,late_postembryonic,late_postembryonic
AWA,RIA,no_synapse,no_synapse,dauer_decreased,maintained
AWA,RIC,no_synapse,no_synapse,maintained,maintained
AWA,RID,no_synapse,no_synapse,maintained,variable
AWA,RIH,no_synapse,no_synapse,variable,variable
AWA,RIM,no_synapse,no_synapse,dauer_decreased,maintained
AWA,RIS,no_synapse,no_synapse,variable,variable
AWA,RMDD,no_synapse,no_synapse,variable,variable
AWA,RMDV,no_synapse,no_synapse,variable,variable
AWA,RMEV,no_synapse,no_synapse,variable,variable
AWA,RMF,no_synapse,no_synapse,variable,variable
AWA,RMG,no_synapse,no_synapse,dauer_decreased,dauer_decreased
AWA,SAAV,no_synapse,no_synapse,maintained,maintained
AWA,SIAD,no_synapse,no_synapse,maintained,maintained
AWA,SIAV,no_synapse,no_synapse,variable,variable
AWA,SIBD,no_synapse,no_synapse,dauer_decreased,dauer_decreased
AWA,SIBV,no_synapse,no_synapse,variable,variable
AWA,SMBD,no_synapse,no_synapse,maintained,maintained
AWA,SMDD,no_synapse,no_synapse,maintained,maintained
AWA,SMDV,no_synapse,no_synapse,variable,variable
AWA,URAD,no_synapse,no_synapse,maintained,maintained
AWA,URB,no_synapse,no_synapse,maintained,maintained
AWA,URX,no_synapse,no_synapse,dauer_decreased,dauer_decreased
AWA,URYD,no_synapse,no_synapse,maintained,maintained
AWA,URYV,no_synapse,no_synapse,variable,variable
AWB,ADE,no_synapse,no_synapse,variable,variable
AWB,AFD,no_synapse,no_synapse,maintained,maintained
AWB,AIN,no_synapse,no_synapse,variable,variable
AWB,ALA,no_synapse,no_synapse,maintained,maintained
AWB,ALM,no_synapse,no_synapse,variable,variable
AWB,ALN,no_synapse,no_synapse,variable,variable
AWB,AQR,no_synapse,no_synapse,maintained,maintained
AWB,ASG,no_synapse,no_synapse,maintained,maintained
AWB,ASJ,no_synapse,no_synapse,maintained,maintained
AWB,ASK,no_synapse,no_synapse,maintained,maintained
AWB,AVA,no_synapse,no_synapse,maintained,maintained
AWB,AVB,no_synapse,no_synapse,maintained,maintained
AWB,AVD,no_synapse,no_synapse,dauer_increased,dauer_increased
AWB,AVE,no_synapse,no_synapse,variable,variable
AWB,AVM,no_synapse,no_synapse,variable,variable
AWB,AWC,no_synapse,no_synapse,maintained,maintained
AWB,BAG,no_synapse,no_synapse,dauer_decreased,dauer_decreased
AWB,BDU,no_synapse,no_synapse,variable,variable
AWB,BWM06D,no_synapse,no_synapse,variable,variable
AWB,CEPV,no_synapse,no_synapse,variable,variable
AWB,IL1D,no_synapse,no_synapse,variable,variable
AWB,IL1L/R,no_synapse,no_synapse,variable,variable
AWB,IL2D,no_synapse,no_synapse,variable,variable
AWB,IL2L/R,no_synapse,no_synapse,maintained,maintained
AWB,IL2V,no_synapse,no_synapse,variable,variable
AWB,OLL,no_synapse,no_synapse,maintained,variable
AWB,OLQD,no_synapse,no_synapse,variable,variable
AWB,OLQV,no_synapse,no_synapse,dauer_decreased,dauer_decreased
AWB,PVC,no_synapse,no_synapse,maintained,maintained
AWB,PVP,no_synapse,no_synapse,dauer_decreased,dauer_decreased
AWB,PVQ,no_synapse,no_synapse,maintained,maintained
AWB,RIC,no_synapse,no_synapse,dauer_increased,variable
AWB,RIH,no_synapse,no_synapse,variable,variable
AWB,RIM,no_synapse,no_synapse,maintained,maintained
AWB,RMDD,no_synapse,no_synapse,variable,variable
AWB,RMF,no_synapse,no_synapse,variable,variable
AWB,SAAD,no_synapse,no_synapse,variable,variable
AWB,SAAV,no_synapse,no_synapse,variable,variable
AWB,SIAD,no_synapse,no_synapse,variable,variable
AWB,SIBV,no_synapse,no_synapse,maintained,variable
AWB,SMDD,no_synapse,no_synapse,maintained,maintained
AWB,URAD,no_synapse,no_synapse,variable,variable
AWB,URB,no_synapse,no_synapse,maintained,dauer_increased
AWB,URYD,no_synapse,no_synapse,variable,variable
AWB,URYV,no_synapse,no_synapse,maintained,maintained
AWC,ADE,no_synapse,no_synapse,variable,variable
AWC,ADF,no_synapse,no_synapse,maintained,maintained
AWC,AIM,no_synapse,no_synapse,maintained,maintained
AWC,ALM,no_synapse,no_synapse,variable,variable
AWC,ASH,no_synapse,no_synapse,maintained,maintained
AWC,ASJ,no_synapse,no_synapse,maintained,maintained
AWC,AUA,no_synapse,no_synapse,maintained,maintained
AWC,AVA,no_synapse,no_synapse,dauer_decreased,dauer_decreased
AWC,AVB,no_synapse,no_synapse,variable,variable
AWC,AVD,no_synapse,no_synapse,maintained,maintained
AWC,AVE,no_synapse,no_synapse,variable,variable
AWC,AVH,no_synapse,no_synapse,variable,variable
AWC,AVJ,no_synapse,no_synapse,maintained,dauer_increased
AWC,AVM,no_synapse,no_synapse,variable,variable
AWC,AWB,no_synapse,no_synapse,maintained,maintained
AWC,CEPD,no_synapse,no_synapse,variable,variable
AWC,CEPV,no_synapse,no_synapse,maintained,maintained
AWC,DVA,no_synapse,no_synapse,variable,variable
AWC,IL1D,no_synapse,no_synapse,maintained,maintained
AWC,IL2D,no_synapse,no_synapse,maintained,maintained
AWC,OLQD,no_synapse,no_synapse,maintained,maintained
AWC,OLQV,no_synapse,no_synapse,variable,variable
AWC,PVC,no_synapse,no_synapse,variable,variable
AWC,PVP,no_synapse,no_synapse,variable,variable
AWC,PVQ,no_synapse,no_synapse,dauer_decreased,dauer_decreased
AWC,RIA,no_synapse,no_synapse,maintained,maintained
AWC,RIB,no_synapse,no_synapse,maintained,maintained
AWC,RID,no_synapse,no_synapse,variable,variable
AWC,RIF,no_synapse,no_synapse,variable,variable
AWC,RIH,no_synapse,no_synapse,dauer_increased,dauer_increased
AWC,RIM,no_synapse,no_synapse,maintained,maintained
AWC,RIS,no_synapse,no_synapse,variable,variable
AWC,RIV,no_synapse,no_synapse,maintained,maintained
AWC,RMEV,no_synapse,no_synapse,variable,variable
AWC,RMG,no_synapse,no_synapse,variable,variable
AWC,SAAV,no_synapse,no_synapse,maintained,maintained
AWC,SIAD,no_synapse,no_synapse,variable,variable
AWC,SIBD,no_synapse,no_synapse,maintained,maintained
AWC,SMBD,no_synapse,no_synapse,variable,variable
AWC,SMBV,no_synapse,no_synapse,variable,variable
AWC,SMDD,no_synapse,no_synapse,variable,variable
AWC,SMDV,no_synapse,no_synapse,variable,variable
AWC,URAD,no_synapse,no_synapse,maintained,maintained
AWC,URB,no_synapse,no_synapse,maintained,maintained
AWC,URX,no_synapse,no_synapse,maintained,maintained
AWC,URYD,no_synapse,no_synapse,maintained,maintained
BAG,ADA,no_synapse,no_synapse,variable,variable
BAG,ADF,no_synapse,no_synapse,dauer_decreased,dauer_decreased
BAG,ADL,no_synapse,no_synapse,variable,variable
BAG,AIA,no_synapse,no_synapse,maintained,maintained
BAG,ASE,no_synapse,no_synapse,maintained,maintained
BAG,ASG,no_synapse,no_synapse,maintained,maintained
BAG,ASH,no_synapse,no_synapse,variable,variable
BAG,ASI,no_synapse,no_synapse,dauer_decreased,maintained
BAG,AVH,no_synapse,no_synapse,maintained,maintained
BAG,AVJ,no_synapse,no_synapse,variable,variable
BAG,AVK,no_synapse,no_synapse,variable,variable
BAG,AVL,no_synapse,no_synapse,variable,variable
BAG,AWA,no_synapse,no_synapse,dauer_decreased,dauer_decreased
BAG,AWB,no_synapse,no_synapse,dauer_decreased,dauer_decreased
BAG,AWC,no_synapse,no_synapse,maintained,maintained
BAG,CEPD,no_synapse,no_synapse,maintained,maintained
BAG,CEPV,no_synapse,no_synapse,maintained,maintained
BAG,IL1D,no_synapse,no_synapse,maintained,maintained
BAG,IL1L/R,no_synapse,no_synapse,maintained,maintained
BAG,IL1V,no_synapse,no_synapse,variable,variable
BAG,IL2D,no_synapse,no_synapse,maintained,maintained
BAG,IL2L/R,no_synapse,no_synapse,maintained,maintained
BAG,OLL,no_synapse,no_synapse,maintained,maintained
BAG,OLQD,no_synapse,no_synapse,maintained,maintained
BAG,OLQV,no_synapse,no_synapse,maintained,maintained
BAG,PVC,no_synapse,no_synapse,maintained,maintained
BAG,PVQ,no_synapse,no_synapse,variable,variable
BAG,PVT,no_synapse,no_synapse,maintained,maintained
BAG,RIC,no_synapse,no_synapse,variable,variable
BAG,RIH,no_synapse,no_synapse,maintained,maintained
BAG,RIS,no_synapse,no_synapse,variable,variable
BAG,RMDD,no_synapse,no_synapse,variable,variable
BAG,RMDV,no_synapse,no_synapse,variable,variable
BAG,RMEL/R,no_synapse,no_synapse,variable,variable
BAG,RMG,no_synapse,no_synapse,variable,variable
BAG,RMH,no_synapse,no_synapse,variable,variable
BAG,SAAD,no_synapse,no_synapse,maintained,maintained
BAG,SIBD,no_synapse,no_synapse,maintained,maintained
BAG,SIBV,no_synapse,no_synapse,maintained,maintained
BAG,SMBD,no_synapse,no_synapse,maintained,maintained
BAG,SMBV,no_synapse,no_synapse,variable,variable
BAG,URAD,no_synapse,no_synapse,maintained,maintained
BAG,URAV,no_synapse,no_synapse,dauer_decreased,dauer_decreased
BAG,URB,no_synapse,no_synapse,maintained,maintained
BAG,URYD,no_synapse,no_synapse,maintained,maintained
BAG,URYV,no_synapse,no_synapse,maintained,maintained
BDU,ADA,no_synapse,no_synapse,maintained,maintained
BDU,ADF,no_synapse,no_synapse,maintained,maintained
BDU,AIB,no_synapse,no_synapse,dauer_increased,variable
BDU,AIY,no_synapse,no_synapse,maintained,maintained
BDU,AIZ,no_synapse,no_synapse,variable,variable
BDU,ALA,no_synapse,no_synapse,variable,variable
BDU,ASE,no_synapse,no_synapse,dauer_increased,variable
BDU,ASG,no_synapse,no_synapse,variable,variable
BDU,AVE,no_synapse,no_synapse,maintained,maintained
BDU,AVL,no_synapse,no_synapse,variable,variable
BDU,AWB,no_synapse,no_synapse,variable,variable
BDU,BWM01D,no_synapse,no_synapse,variable,variable
BDU,BWM01V,no_synapse,no_synapse,variable,variable
BDU,BWM02D,no_synapse,no_synapse,variable,variable
BDU,BWM02V,no_synapse,no_synapse,variable,variable
BDU,BWM03D,no_synapse,no_synapse,variable,variable
BDU,BWM03V,no_synapse,no_synapse,variable,variable
BDU,BWM04D,no_synapse,no_synapse,variable,variable
BDU,BWM04V,no_synapse,no_synapse,variable,variable
BDU,BWM05D,no_synapse,no_synapse,variable,variable
BDU,BWM05V,no_synapse,no_synapse,variable,variable
BDU,BWM06D,no_synapse,no_synapse,maintained,maintained
BDU,BWM06V,no_synapse,no_synapse,variable,variable
BDU,BWM07D,no_synapse,no_synapse,variable,variable
BDU,BWM07V,no_synapse,no_synapse,variable,variable
BDU,BWM08D,no_synapse,no_synapse,variable,variable
BDU,DVA,no_synapse,no_synapse,maintained,maintained
BDU,FLP,no_synapse,no_synapse,maintained,dauer_decreased
BDU,IL1D,no_synapse,no_synapse,maintained,maintained
BDU,IL2L/R,no_synapse,no_synapse,variable,variable
BDU,OLL,no_synapse,no_synapse,variable,variable
BDU,OLQD,no_synapse,no_synapse,maintained,maintained
BDU,OLQV,no_synapse,no_synapse,variable,variable
BDU,RIC,no_synapse,no_synapse,dauer_decreased,maintained
BDU,RIG,no_synapse,no_synapse,variable,variable
BDU,RIH,no_synapse,no_synapse,variable,variable
BDU,RIR,no_synapse,no_synapse,variable,variable
BDU,RIS,no_synapse,no_synapse,dauer_decreased,dauer_decreased
BDU,RIV,no_synapse,no_synapse,variable,variable
BDU,RMDD,no_synapse,no_synapse,variable,variable
BDU,RMDL/R,no_synapse,no_synapse,variable,variable
BDU,RMDV,no_synapse,no_synapse,variable,variable
BDU,RMEV,no_synapse,no_synapse,variable,variable
BDU,RMF,no_synapse,no_synapse,variable,variable
BDU,SAAD,no_synapse,no_synapse,maintained,maintained
BDU,SAAV,no_synapse,no_synapse,variable,variable
BDU,SIAD,no_synapse,no_synapse,variable,variable
BDU,SIAV,no_synapse,no_synapse,maintained,maintained
BDU,SMBV,no_synapse,no_synapse,maintained,maintained
BDU,SMDD,no_synapse,no_synapse,variable,variable
BDU,SMDV,no_synapse,no_synapse,maintained,maintained
BDU,URX,no_synapse,no_synapse,maintained,maintained
BDU,URYD,no_synapse,no_synapse,maintained,maintained
BDU,URYV,no_synapse,no_synapse,variable,variable
BWM01D,ADA,no_synapse,no_synapse,variable,variable
BWM01D,ADL,no_synapse,no_synapse,variable,variable
BWM01D,AIM,no_synapse,no_synapse,variable,variable
BWM01D,ALA,no_synapse,no_synapse,variable,variable
BWM01D,ASE,no_synapse,no_synapse,variable,variable
BWM01D,ASJ,no_synapse,no_synapse,variable,variable
BWM01D,ASK,no_synapse,no_synapse,variable,variable
BWM01D,AVA,no_synapse,no_synapse,variable,variable
BWM01D,AVB,no_synapse,no_synapse,variable,variable
BWM01D,AVF,no_synapse,no_synapse,variable,variable
BWM01D,AVH,no_synapse,no_synapse,variable,variable
BWM01D,AVJ,no_synapse,no_synapse,variable,variable
BWM01D,AWA,no_synapse,no_synapse,variable,variable
BWM01D,BDU,no_synapse,no_synapse,variable,variable
BWM01D,BWM01D,no_synapse,no_synapse,maintained,maintained
BWM01D,BWM02D,no_synapse,no_synapse,maintained,maintained
BWM01D,BWM02V,no_synapse,no_synapse,variable,variable
BWM01D,BWM03D,no_synapse,no_synapse,maintained,maintained
BWM01D,BWM04D,no_synapse,no_synapse,maintained,maintained
BWM01D,BWM05D,no_synapse,no_synapse,maintained,maintained
BWM01D,BWM06D,no_synapse,no_synapse,variable,variable
BWM01D,BWM07D,no_synapse,no_synapse,maintained,maintained
BWM01D,BWM08D,no_synapse,no_synapse,variable,variable
BWM01D,CEPD,no_synapse,no_synapse,maintained,maintained
BWM01D,IL1D,no_synapse,no_synapse,maintained,maintained
BWM01D,IL1L/R,no_synapse,no_synapse,maintained,maintained
BWM01D,IL2D,no_synapse,no_synapse,maintained,maintained
BWM01D,IL2L/R,no_synapse,no_synapse,variable,variable
BWM01D,OLL,no_synapse,no_synapse,variable,variable
BWM01D,OLQD,no_synapse,no_synapse,dauer_decreased,maintained
BWM01D,PVC,no_synapse,no_synapse,variable,variable
BWM01D,PVQ,no_synapse,no_synapse,variable,variable
BWM01D,PVR,no_synapse,no_synapse,maintained,variable
BWM01D,RIC,no_synapse,no_synapse,dauer_decreased,dauer_decreased
BWM01D,RIF,no_synapse,no_synapse,variable,variable
BWM01D,RIH,no_synapse,no_synapse,variable,variable
BWM01D,RIP,no_synapse,no_synapse,maintained,maintained
BWM01D,RIV,no_synapse,no_synapse,variable,variable
BWM01D,RMDD,no_synapse,no_synapse,maintained,maintained
BWM01D,RMDL/R,no_synapse,no_synapse,variable,variable
BWM01D,RMDV,no_synapse,no_synapse,maintained,maintained
BWM01D,RMED,no_synapse,no_synapse,maintained,maintained
BWM01D,RMEL/R,no_synapse,no_synapse,maintained,maintained
BWM01D,RMEV,no_synapse,no_synapse,maintained,maintained
BWM01D,RMG,no_synapse,no_synapse,variable,variable
BWM01D,SIBV,no_synapse,no_synapse,variable,variable
BWM01D,SMBD,no_synapse,no_synapse,maintained,maintained
BWM01D,SMDD,no_synapse,no_synapse,maintained,maintained
BWM01D,SMDV,no_synapse,no_synapse,maintained,maintained
BWM01D,URAD,no_synapse,no_synapse,maintained,maintained
BWM01D,URAV,no_synapse,no_synapse,variable,variable
BWM01D,URX,no_synapse,no_synapse,variable,variable
BWM01D,URYD,no_synapse,no_synapse,dauer_decreased,dauer_decreased
BWM01V,AVM,no_synapse,no_synapse,variable,variable
BWM01V,BDU,no_synapse,no_synapse,variable,variable
BWM01V,BWM01V,no_synapse,no_synapse,maintained,maintained
BWM01V,BWM02D,no_synapse,no_synapse,variable,variable
BWM01V,BWM02V,no_synapse,no_synapse,maintained,maintained
BWM01V,BWM03V,no_synapse,no_synapse,maintained,maintained
BWM01V,BWM04V,no_synapse,no_synapse,maintained,maintained
BWM01V,BWM05V,no_synapse,no_synapse,maintained,maintained
BWM01V,BWM06V,no_synapse,no_synapse,maintained,maintained
BWM01V,BWM07V,no_synapse,no_synapse,maintained,maintained
BWM01V,BWM08V,no_synapse,no_synapse,maintained,maintained
BWM01V,CEPV,no_synapse,no_synapse,maintained,maintained
BWM01V,IL1L/R,no_synapse,no_synapse,dauer_decreased,maintained
BWM01V,IL1V,no_synapse,no_synapse,maintained,maintained
BWM01V,IL2L/R,no_synapse,no_synapse,variable,variable
BWM01V,IL2V,no_synapse,no_synapse,maintained,maintained
BWM01V,OLL,no_synapse,no_synapse,maintained,maintained
BWM01V,OLQV,no_synapse,no_synapse,dauer_decreased,dauer_decreased
BWM01V,PVR,no_synapse,no_synapse,maintained,maintained
BWM01V,PVW,late_postembryonic,late_postembryonic,late_postembryonic,late_postembryonic
BWM01V,RIA,no_synapse,no_synapse,variable,variable
BWM01V,RIC,no_synapse,no_synapse,variable,variable
BWM01V,RIH,no_synapse,no_synapse,variable,variable
BWM01V,RIP,no_synapse,no_synapse,maintained,maintained
BWM01V,RIV,no_synapse,no_synapse,dauer_increased,dauer_increased
BWM01V,RMDD,no_synapse,no_synapse,maintained,maintained
BWM01V,RMDV,no_synapse,no_synapse,maintained,maintained
BWM01V,RMED,no_synapse,no_synapse,maintained,maintained
BWM01V,RMEL/R,no_synapse,no_synapse,maintained,maintained
BWM01V,RMEV,no_synapse,no_synapse,maintained,maintained
BWM01V,RMG,no_synapse,no_synapse,variable,variable
BWM01V,RMH,no_synapse,no_synapse,variable,variable
BWM01V,SDQ,no_synapse,no_synapse,maintained,variable
BWM01V,SIBD,no_synapse,no_synapse,variable,variable
BWM01V,SMBV,no_synapse,no_synapse,maintained,maintained
BWM01V,SMDD,no_synapse,no_synapse,maintained,maintained
BWM01V,SMDV,no_synapse,no_synapse,maintained,maintained
BWM01V,URAV,no_synapse,no_synapse,maintained,maintained
BWM01V,URYV,no_synapse,no_synapse,dauer_decreased,dauer_decreased
BWM02D,ADE,no_synapse,no_synapse,maintained,maintained
BWM02D,ADL,no_synapse,no_synapse,variable,variable
BWM02D,AIN,no_synapse,no_synapse,variable,variable
BWM02D,ALM,no_synapse,no_synapse,dauer_decreased,dauer_decreased
BWM02D,ALN,no_synapse,no_synapse,variable,variable
BWM02D,ASI,no_synapse,no_synapse,variable,variable
BWM02D,AVJ,no_synapse,no_synapse,variable,variable
BWM02D,BDU,no_synapse,no_synapse,variable,variable
BWM02D,BWM01D,no_synapse,no_synapse,maintained,maintained
BWM02D,BWM01V,no_synapse,no_synapse,variable,variable
BWM02D,BWM02V,no_synapse,no_synapse,maintained,maintained
BWM02D,BWM03D,no_synapse,no_synapse,maintained,maintained
BWM02D,BWM04D,no_synapse,no_synapse,maintained,maintained
BWM02D,BWM04V,no_synapse,no_synapse,maintained,maintained
BWM02D,BWM05D,no_synapse,no_synapse,dauer_increased,variable
BWM02D,BWM06D,no_synapse,no_synapse,maintained,maintained
BWM02D,BWM06V,no_synapse,no_synapse,maintained,maintained
BWM02D,BWM07D,no_synapse,no_synapse,variable,variable
BWM02D,BWM08D,no_synapse,no_synapse,maintained,maintained
BWM02D,BWM08V,no_synapse,no_synapse,variable,variable
BWM02D,CEPD,no_synapse,no_synapse,maintained,maintained
BWM02D,CEPV,no_synapse,no_synapse,variable,variable
BWM02D,IL1D,no_synapse,no_synapse,maintained,maintained
BWM02D,IL1L/R,no_synapse,no_synapse,dauer_decreased,maintained
BWM02D,IL1V,no_synapse,no_synapse,variable,variable
BWM02D,IL2D,no_synapse,no_synapse,maintained,maintained
BWM02D,IL2L/R,no_synapse,no_synapse,dauer_decreased,dauer_decreased
BWM02D,OLL,no_synapse,no_synapse,variable,variable
BWM02D,OLQD,no_synapse,no_synapse,dauer_decreased,dauer_decreased
BWM02D,PVR,no_synapse,no_synapse,maintained,maintained
BWM02D,PVW,late_postembryonic,late_postembryonic,late_postembryonic,late_postembryonic
BWM02D,RIA,no_synapse,no_synapse,variable,variable
BWM02D,RIH,no_synapse,no_synapse,variable,variable
BWM02D,RIP,no_synapse,no_synapse,maintained,maintained
BWM02D,RMDD,no_synapse,no_synapse,maintained,maintained
BWM02D,RMDL/R,no_synapse,no_synapse,maintained,maintained
BWM02D,RMDV,no_synapse,no_synapse,maintained,maintained
BWM02D,RMED,no_synapse,no_synapse,maintained,maintained
BWM02D,RMEL/R,no_synapse,no_synapse,maintained,maintained
BWM02D,RMEV,no_synapse,no_synapse,variable,variable
BWM02D,RMF,no_synapse,no_synapse,maintained,maintained
BWM02D,RMG,no_synapse,no_synapse,dauer_increased,dauer_increased
BWM02D,RMH,no_synapse,no_synapse,maintained,maintained
BWM02D,SIBV,no_synapse,no_synapse,variable,variable
BWM02D,SMBD,no_synapse,no_synapse,maintained,maintained
BWM02D,URAD,no_synapse,no_synapse,maintained,maintained
BWM02D,URAV,no_synapse,no_synapse,dauer_decreased,dauer_decreased
BWM02D,URB,no_synapse,no_synapse,maintained,dauer_decreased
BWM02D,URX,no_synapse,no_synapse,variable,variable
BWM02D,URYD,no_synapse,no_synapse,variable,variable
BWM02V,ADA,no_synapse,no_synapse,maintained,maintained
BWM02V,ADE,no_synapse,no_synapse,maintained,maintained
BWM02V,ALM,no_synapse,no_synapse,variable,variable
BWM02V,AVB,no_synapse,no_synapse,variable,variable
BWM02V,AVM,no_synapse,no_synapse,variable,variable
BWM02V,BDU,no_synapse,no_synapse,variable,variable
BWM02V,BWM01D,no_synapse,no_synapse,variable,variable
BWM02V,BWM01V,no_synapse,no_synapse,maintained,maintained
BWM02V,BWM02D,no_synapse,no_synapse,maintained,maintained
BWM02V,BWM03V,no_synapse,no_synapse,maintained,maintained
BWM02V,BWM04D,no_synapse,no_synapse,maintained,maintained
BWM02V,BWM04V,no_synapse,no_synapse,maintained,maintained
BWM02V,BWM05V,no_synapse,no_synapse,dauer_increased,dauer_increased
BWM02V,BWM06D,no_synapse,no_synapse,dauer_increased,maintained
BWM02V,BWM06V,no_synapse,no_synapse,maintained,maintained
BWM02V,BWM07V,no_synapse,no_synapse,variable,variable
BWM02V,BWM08D,no_synapse,no_synapse,dauer_increased,variable
BWM02V,BWM08V,no_synapse,no_synapse,maintained,maintained
BWM02V,CEPD,no_synapse,no_synapse,variable,variable
BWM02V,CEPV,no_synapse,no_synapse,maintained,maintained
BWM02V,IL1L/R,no_synapse,no_synapse,maintained,maintained
BWM02V,IL1V,no_synapse,no_synapse,maintained,maintained
BWM02V,IL2L/R,no_synapse,no_synapse,dauer_decreased,dauer_decreased
