pre,post,L1-1,L1-2,L1-3,L1-4,L2,L3,adult-1,adult-2,dauer-1,dauer-2,dauer-daf2,edge_class
SMDD,URYD,0,0,0,0,0,0,1,0,0,0,0,Feed-back
SMDV,AVE,0,0,0,0,0,0,0,0,0,0,1,Feed-back
SMDV,CEPV,1,1,0,0,3,1,4,1,0,2,7,
SMDV,OLL,0,0,0,0,0,0,0,1,0,0,1,Feed-back
SMDV,RIA,9,13,9,20,17,25,34,31,38,29,33,Feed-back
SMDV,RIM,0,0,0,0,0,0,0,1,0,0,2,Feed-back
SMDV,RIS,0,0,0,0,0,0,1,1,0,0,1,
SMDV,RIV,0,0,0,0,0,0,0,0,0,3,3,Recurrent
SMDV,RMDD,0,0,0,1,0,0,0,0,1,4,1,Recurrent
SMDV,RMDL/R,0,0,0,0,1,0,0,0,1,0,1,Recurrent
SMDV,RMDV,0,0,0,0,0,0,0,0,0,0,1,Recurrent
SMDV,RMED,0,0,0,0,0,0,1,0,1,0,0,Recurrent
SMDV,RMEV,0,0,0,0,0,0,0,0,1,2,3,Recurrent
SMDV,SAAD,0,0,0,0,0,1,0,0,0,0,1,Feed-back
SMDV,SAAV,0,0,0,0,0,0,0,0,0,0,1,Feed-back
SMDV,SIAV,0,0,0,0,0,0,1,0,1,0,0,Recurrent
SMDV,SMDD,2,6,3,6,3,8,15,14,10,12,9,Recurrent
URAD,IL1D,2,1,2,4,2,0,2,7,7,6,1,Recurrent
URAD,IL1L/R,0,0,0,1,0,0,1,1,1,0,1,Recurrent
URAD,IL2D,0,0,0,0,0,0,0,0,0,1,1,Feed-back
URAD,IL2L/R,0,0,0,0,0,0,0,0,0,0,1,Feed-back
URAD,OLQD,0,0,0,0,0,0,0,0,0,0,1,Feed-back
URAD,RIP,4,5,5,6,10,9,9,9,2,6,4,Feed-back
URAD,RMDD,0,0,0,0,0,0,0,4,3,5,2,Recurrent
URAD,RMDV,0,0,0,1,0,0,0,0,6,5,5,Recurrent
URAD,RMED,1,0,2,2,3,3,3,4,11,7,4,Recurrent
URAD,RMEL/R,4,5,5,3,5,4,4,4,4,5,4,Recurrent
URAD,RMEV,0,1,0,0,2,0,0,0,0,0,1,Recurrent
URAD,RMH,0,0,0,0,0,0,0,0,0,0,1,Recurrent
URAD,SMDD,0,0,0,0,0,0,0,0,1,0,0,Recurrent
URAD,SMDV,0,0,0,0,0,0,0,0,1,1,0,Recurrent
URAD,URAV,0,0,0,0,0,0,0,0,1,0,0,Recurrent
URAD,URYD,0,0,0,0,0,0,0,0,1,0,0,Feed-back
URAV,IL1L/R,0,0,0,1,1,2,2,1,1,1,0,Recurrent
URAV,IL1V,0,0,0,0,3,1,3,6,6,4,0,Recurrent
URAV,IL2L/R,0,0,0,0,0,0,1,0,0,0,0,Feed-back
URAV,IL2V,0,1,0,0,0,0,0,0,0,0,0,Feed-back
URAV,RIP,3,5,5,10,8,5,7,5,1,3,3,Feed-back
URAV,RMDD,0,0,0,0,0,1,0,0,6,9,2,Recurrent
URAV,RMDV,0,0,0,0,1,3,0,0,3,4,2,Recurrent
URAV,RMED,1,2,0,0,0,0,0,0,1,1,1,Recurrent
URAV,RMEL/R,4,5,3,3,5,5,7,7,6,8,3,Recurrent
URAV,RMEV,3,2,1,3,5,4,5,5,8,8,4,Recurrent
URAV,RMH,0,0,0,0,0,0,0,0,1,1,0,Recurrent
URAV,SMDD,0,0,0,0,0,0,0,0,3,2,1,Recurrent
URAV,URB,0,0,0,0,0,0,0,0,0,0,1,Feed-back
URAV,URYV,0,0,0,0,0,0,0,0,1,0,0,Feed-back
URB,ADA,0,0,1,1,1,1,7,8,4,5,4,Feed-forward
URB,ADE,0,0,0,0,1,0,1,1,1,1,0,Feed-forward
URB,AIM,0,0,0,0,0,0,0,0,5,5,6,Feed-forward
URB,ALA,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
URB,ASJ,0,0,0,0,0,0,0,0,0,1,1,Recurrent
URB,AVA,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
URB,AVB,0,0,0,0,0,0,6,3,11,9,10,Feed-forward
URB,AVD,0,0,0,0,0,0,2,1,0,0,0,Feed-forward
URB,AVE,0,0,0,0,0,0,1,0,0,1,0,Feed-forward
URB,AVF,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
URB,AVJ,0,0,0,0,0,0,2,0,0,0,1,Feed-forward
URB,CEPD,2,2,2,3,4,4,4,4,0,1,1,Feed-forward
URB,CEPV,0,0,1,1,4,2,4,2,0,0,0,Feed-forward
URB,IL1L/R,2,5,5,4,4,4,2,4,2,2,0,Feed-forward
URB,IL1V,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
URB,IL2L/R,3,2,1,0,2,1,1,0,1,1,1,Recurrent
URB,OLL,1,0,0,0,0,0,0,2,1,1,1,Recurrent
URB,OLQD,0,0,0,0,0,0,4,0,0,0,0,Recurrent
URB,OLQV,0,0,0,0,0,0,1,0,0,0,0,Recurrent
URB,PVR,0,0,0,1,2,0,0,0,0,0,0,Feed-forward
URB,RIB,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
URB,RIC,0,1,1,4,4,7,18,8,2,2,4,Feed-forward
URB,RIP,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
URB,RIV,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
URB,RMDD,0,0,0,0,0,1,0,2,0,0,0,Feed-forward
URB,RMDL/R,0,0,0,1,2,2,1,2,12,8,10,Feed-forward
URB,RMEL/R,0,0,0,0,0,0,0,0,3,4,6,Feed-forward
URB,RMG,0,0,0,0,1,0,1,1,0,1,1,Feed-forward
URB,RMH,0,0,0,0,3,3,6,1,2,0,0,Feed-forward
URB,SDQ,0,0,0,0,0,0,1,1,0,0,0,Recurrent
URB,SIAD,0,0,0,0,0,0,0,1,0,0,0,Feed-forward
URB,SIAV,0,1,0,0,1,1,1,2,0,0,0,Feed-forward
URB,SMBD,0,0,0,0,0,0,2,1,0,0,0,Feed-forward
URB,SMBV,0,0,0,0,0,0,0,1,0,1,0,Feed-forward
URB,SMDD,0,0,0,0,0,0,0,1,0,0,0,Feed-forward
URB,SMDV,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
URB,URAD,0,0,0,0,0,0,0,0,2,2,1,Feed-forward
URB,URAV,0,0,0,0,0,0,0,0,1,4,5,Feed-forward
URB,URX,4,5,4,8,10,11,19,18,4,1,1,Recurrent
URB,URYD,0,0,0,0,0,0,0,0,1,0,1,Recurrent
URB,URYV,0,0,0,0,0,0,0,0,0,0,3,Recurrent
URX,ADA,2,1,1,0,2,2,5,0,2,0,0,Feed-forward
URX,AIB,0,1,0,0,0,0,0,1,0,0,0,Feed-forward
URX,ALM,0,0,0,0,0,0,0,0,0,1,0,Recurrent
URX,AQR,0,0,0,0,1,0,0,2,2,0,0,Recurrent
URX,ASH,0,0,0,0,0,0,0,0,0,1,0,Recurrent
URX,AUA,5,4,9,6,28,19,37,30,10,9,7,Recurrent
URX,AVA,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
URX,AVB,0,0,1,0,0,1,3,0,0,0,0,Feed-forward
URX,AVE,0,1,0,3,2,3,10,7,3,4,2,Feed-forward
URX,AVH,0,0,1,0,0,0,2,0,0,0,0,Feed-forward
URX,AVJ,0,0,0,0,1,0,1,0,0,0,0,Feed-forward
URX,CEPV,0,0,0,0,0,0,1,0,0,1,0,Feed-forward
URX,DVA,1,0,0,0,0,0,1,0,0,1,0,Recurrent
URX,IL1L/R,0,1,0,0,0,0,0,1,0,2,0,Feed-forward
URX,IL2L/R,0,0,0,1,0,1,4,4,0,0,1,Recurrent
URX,OLQV,1,1,0,0,0,0,0,0,1,0,0,Recurrent
URX,PVP,0,2,1,0,1,0,4,0,2,1,0,Feed-forward
URX,RIA,5,5,12,15,32,25,50,49,19,16,16,Feed-forward
URX,RIC,2,4,1,4,4,7,11,10,2,0,0,Feed-forward
URX,RIG,2,4,3,8,7,11,12,19,9,9,14,Feed-forward
URX,RIR,1,0,4,7,6,5,9,14,2,1,4,Feed-forward
URX,RMF,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
URX,RMG,0,1,0,2,1,2,6,3,3,3,1,Feed-forward
URX,SIAD,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
URX,SIBV,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
URX,SMBD,0,0,0,0,0,0,0,1,0,0,0,Feed-forward
URX,URAV,0,1,0,0,1,0,0,0,0,0,0,Feed-forward
URX,URB,0,0,0,0,0,0,1,0,0,0,0,Recurrent
URX,URYV,0,0,0,0,0,0,0,0,1,0,0,Recurrent
URYD,ADA,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
URYD,AIA,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
URYD,AIB,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
URYD,AIM,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
URYD,AIN,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
URYD,AIY,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
URYD,ASH,0,0,0,0,0,0,0,0,1,1,0,Recurrent
URYD,AVA,0,0,0,0,0,0,0,0,4,3,4,Feed-forward
URYD,AVB,0,0,0,0,0,0,3,3,6,3,4,Feed-forward
URYD,AVD,0,0,0,0,0,0,2,4,5,4,4,Feed-forward
URYD,AVE,7,4,7,5,5,9,15,13,7,2,3,Feed-forward
URYD,AVJ,0,0,0,0,0,0,0,0,1,0,1,Feed-forward
URYD,CEPD,0,0,0,0,2,0,1,3,0,0,0,Feed-forward
URYD,DVA,0,0,0,0,0,0,0,0,0,1,0,Recurrent
URYD,DVC,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
URYD,IL1D,0,1,0,0,2,4,11,11,3,0,1,Feed-forward
URYD,IL2D,0,0,0,0,0,0,0,0,5,1,1,Recurrent
URYD,OLL,0,0,0,0,1,0,0,0,0,0,0,Recurrent
URYD,OLQD,0,0,0,0,0,1,0,2,1,1,0,Recurrent
URYD,PVT,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
URYD,RIB,4,4,3,3,5,5,5,6,2,1,4,Feed-forward
URYD,RIC,0,0,0,0,0,0,0,0,1,0,1,Feed-forward
URYD,RID,0,0,0,0,0,0,0,1,0,0,0,Feed-forward
URYD,RIG,0,0,0,0,0,0,0,0,1,1,0,Feed-forward
URYD,RIH,0,0,0,0,0,0,0,0,3,0,1,Feed-forward
URYD,RIM,0,0,0,0,0,0,0,0,0,0,2,Feed-forward
URYD,RMDD,0,3,2,2,9,8,11,13,1,1,2,Feed-forward
URYD,RMDV,1,3,4,3,5,14,28,32,4,1,4,Feed-forward
URYD,RMED,0,0,0,0,0,0,2,0,0,0,1,Feed-forward
URYD,RMEL/R,0,0,0,0,1,0,1,0,0,0,0,Feed-forward
URYD,RMEV,0,0,0,0,1,0,1,0,0,0,0,Feed-forward
URYD,SAAD,0,0,0,0,0,0,0,0,1,0,0,Recurrent
URYD,SAAV,0,0,0,0,0,0,0,0,2,0,0,Recurrent
URYD,SIBD,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
URYD,SMDD,6,7,6,6,12,6,7,11,4,2,5,Feed-forward
URYD,URAD,0,0,0,0,1,0,0,0,2,0,0,Feed-forward
URYV,AIB,0,0,0,0,0,0,0,1,0,0,1,Feed-forward
URYV,AIN,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
URYV,AUA,0,0,0,0,0,0,0,0,1,0,0,Recurrent
URYV,AVA,0,0,0,0,0,0,0,1,5,3,5,Feed-forward
URYV,AVB,0,0,0,0,0,1,2,6,3,4,6,Feed-forward
URYV,AVD,0,0,0,0,0,0,0,1,3,1,1,Feed-forward
URYV,AVE,6,8,4,7,8,10,11,17,5,6,8,Feed-forward
URYV,AVK,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
URYV,DVC,0,0,0,0,0,0,0,0,3,1,1,Feed-forward
URYV,IL1V,0,0,0,0,0,6,2,6,5,2,2,Feed-forward
URYV,IL2V,0,0,0,0,0,0,0,0,1,0,0,Recurrent
URYV,OLL,0,0,0,0,1,0,1,1,0,0,0,Recurrent
URYV,OLQV,0,0,0,0,0,0,0,0,1,0,2,Recurrent
URYV,PVP,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
URYV,RIA,0,0,0,0,1,0,0,0,1,1,2,Feed-forward
URYV,RIB,2,4,1,5,7,5,9,9,10,6,8,Feed-forward
URYV,RIC,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
URYV,RID,0,0,0,0,0,0,0,1,0,2,0,Feed-forward
URYV,RIG,0,0,0,0,0,0,0,0,2,2,3,Feed-forward
URYV,RIH,0,0,0,0,0,0,0,0,1,0,1,Feed-forward
URYV,RIP,0,0,0,0,0,0,0,1,0,0,1,Feed-forward
URYV,RIS,0,0,0,0,0,0,0,1,0,0,0,Feed-forward
URYV,RMDD,5,5,4,6,3,17,17,25,9,6,8,Feed-forward
URYV,RMDL/R,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
URYV,RMDV,2,2,2,3,6,6,12,14,3,3,3,Feed-forward
URYV,RMEL/R,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
URYV,RMF,0,0,0,0,0,0,0,0,2,1,0,Feed-forward
URYV,SAAD,0,0,0,0,0,0,0,0,4,1,0,Recurrent
URYV,SIBD,0,0,0,0,0,0,1,1,0,0,0,Feed-forward
URYV,SIBV,0,0,0,0,0,1,2,6,1,1,1,Feed-forward
URYV,SMDV,3,7,3,4,8,6,6,10,3,3,4,Feed-forward
URYV,URB,0,0,0,0,0,0,0,0,0,0,2,Recurrent
