,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,HSNL,HSNR,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DR01,BWM-VL01,BWM-VR01,BWM-DL02,BWM-DR02,BWM-VL02,BWM-VR02,BWM-DL03,BWM-DR03,BWM-VL03,BWM-VR03,BWM-DL04,BWM-DR04,BWM-VL04,BWM-VR04,BWM-DL05,BWM-DR05,BWM-VL05,BWM-VR05,BWM-DL06,BWM-DR06,BWM-VL06,BWM-VR06,BWM-DL07,BWM-DR07,BWM-VL07,BWM-VR07,BWM-DL08,BWM-DR08,BWM-VL08,BWM-VR08
AIYR,0,879640,0,0,0,5524640,0,0,0,0,362320,1555200,3244520,0,26440,0,134400,0,29360,0,0,0,0,0,3031880,246640,0,1467120,0,460560,2406000,912800,972960,152000,519800,44200,0,0,0,0,395600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225720,0,0,0,0,0,0,0,400000,0,380880,121440,112880,1421760,0,204240,2984720,0,0,1040,229760,0,0,0,0,436400,0,0,0,0,0,0,960,0,0,0,2270160,0,2992640,0,218600,31600,62560,1333680,0,599120,0,0,1560680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325960,0,0,720,0,0,317760,0,0,0,0,0,0,0,0,0,0,0,301200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIZL,2483640,0,0,0,1078640,0,0,0,0,0,0,182800,532240,482200,0,969200,0,0,0,0,0,0,0,594880,8160,0,1685440,384640,1751440,5920,309280,1364640,0,321680,2045920,0,0,238840,0,161120,0,37440,0,0,0,5640,0,0,0,0,0,2320,80,5200,0,880,0,0,0,0,0,85880,0,400,0,23120,4640,997280,0,339280,2265040,0,0,3833440,204240,0,758560,0,0,473200,0,47480,16480,1773760,1778880,81200,31640,0,0,0,0,1020960,0,0,16400,5893280,223200,1873840,0,352200,259120,3058240,280960,3546880,3765800,0,2560,0,2327360,11960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259440,0,240,0,307920,6800,103840,0,2260120,291760,4233600,170160,15840,0,0,0,0,0,0,0,0,0,719840,0,0,0,0,13040,75760,256080,41360,0,0,0,0,0,800400,0,0,0,0,0,0,0,306400,0,285840,11920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIZR,0,3601840,0,0,0,1174680,0,0,0,0,0,964960,468160,0,491120,0,756000,0,2720,0,0,0,0,0,446560,0,0,1526720,0,1570640,812520,886000,170640,19280,2873200,0,0,0,34960,0,78880,0,0,0,0,0,400,0,0,0,0,12720,0,153120,12960,0,0,0,0,0,18480,0,55840,0,7440,0,160,0,1425080,1712080,134520,54640,0,4000,2984720,758560,0,51680,61080,0,349560,920,186560,1779840,2106080,144320,0,0,0,0,0,0,0,0,0,0,4692160,0,2217040,0,294560,45280,2600200,3950360,0,3750800,0,0,1636080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3360,0,0,0,182640,0,0,0,312920,0,0,433520,2074800,405800,3284240,0,0,0,33240,0,0,0,0,0,0,0,870080,0,0,0,6800,0,461240,337360,0,0,0,0,0,162520,0,0,0,0,0,0,0,0,405280,0,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVAL,5320,0,553520,0,0,0,0,0,0,126920,3454440,0,37600,0,0,813200,0,0,0,0,0,0,0,2135800,0,0,99360,0,126480,0,0,2520,68760,1922080,836960,498720,1693920,221680,3680,1440,0,19480,3440,0,0,200,0,0,0,0,13920,458640,1238880,5090400,2106560,136480,553600,0,0,142720,0,343440,10640,331520,565520,1769120,1108640,0,0,2816720,127360,0,251760,0,0,0,51680,0,1450000,1613120,734200,76000,211760,186160,0,28960,1052720,0,0,688400,342800,512360,192000,0,535200,1750640,462560,351440,0,0,0,67120,503760,0,1612600,2688920,0,0,37600,0,0,320,0,0,17840,526480,127120,0,0,0,0,165040,0,0,0,0,0,16320,483920,1073840,693040,0,577520,170000,0,221040,194960,0,0,7680,346640,224120,0,17480,1648160,2265680,630800,0,0,0,120,836240,1253920,871840,0,0,0,0,0,517520,130480,1960,41360,0,0,0,0,1023280,0,0,0,0,0,0,0,721760,864000,368240,0,307520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVAR,0,98480,0,182400,0,2000,0,0,79040,0,1971240,7280,0,0,0,0,1190160,0,0,0,0,0,0,55080,2453200,0,0,12080,0,72480,0,0,2272000,155120,667240,2101760,671600,113600,140880,0,0,125760,0,0,0,0,0,0,0,0,0,605520,597360,1322000,3918880,701200,1263840,0,0,0,82560,500480,357440,294160,0,987760,1413320,0,0,26320,1896640,369200,0,0,0,0,61080,1450000,0,483520,1282720,484800,294160,84520,110840,857600,127600,0,0,259840,1021560,653280,742800,0,0,385440,2295840,66560,618000,50320,0,373120,6760,17440,3150840,1178720,0,0,32800,0,0,0,0,105480,0,2680,531280,0,7520,66880,223080,1040,136000,0,0,0,0,536600,0,712240,924240,591920,160,0,127120,121680,370800,960,0,285800,0,0,14360,2386320,702640,596720,2161840,0,0,400,0,1264480,592240,0,765360,72400,145760,0,541280,151280,3800,771360,0,0,60320,0,0,1044320,0,0,0,0,0,0,0,1055840,655840,0,0,0,214000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVBL,488800,0,0,0,0,0,693600,136480,0,0,2257760,0,0,0,0,542560,0,0,0,0,0,0,0,71840,0,791080,207680,0,0,0,0,0,256480,0,1053320,494960,424520,12080,100160,0,0,77320,25200,0,0,0,0,0,0,0,0,480,0,2520,10320,120,1340800,537760,0,0,0,41680,41640,355480,81840,1648960,745920,0,0,1650800,0,0,0,176000,1040,473200,0,1613120,483520,0,2488520,1251600,867760,688160,16440,550720,2736760,210360,0,2261680,2915280,1294800,1849280,1464320,10480,0,0,230640,365600,1000440,0,82240,1738720,0,1864000,1157600,840040,141520,19080,0,0,0,0,52640,24200,71120,308640,0,0,0,0,0,0,0,0,0,401600,0,319120,0,0,0,0,0,96400,75160,311520,583040,683600,63320,0,60280,0,0,0,0,155200,0,16200,30080,0,0,0,135840,0,0,170960,0,756080,1006480,1144160,152720,0,0,12400,62000,137280,717080,0,0,0,299360,392640,0,0,1296400,1300960,0,930840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVBR,0,371280,0,160,0,0,118680,309280,0,0,1598960,0,0,0,66640,0,845080,0,0,0,0,0,0,0,0,1938200,0,291080,0,1320,0,0,0,248960,1607760,290800,609000,677600,0,0,0,37600,0,0,0,0,0,0,0,0,0,0,0,57560,0,108400,1204240,0,426880,400,0,119520,241520,249520,278320,446880,1956880,4360,0,0,1546720,0,0,246880,229760,0,349560,734200,1282720,2488520,0,1043440,159360,109520,1003600,3501160,950480,0,43120,3791840,2811200,1947360,391760,2122800,0,0,0,346080,222640,123160,1590720,1484160,0,0,1779680,1690040,303760,985040,0,12240,0,0,0,0,0,142600,126760,0,0,0,0,0,0,0,0,0,0,315040,0,360,0,560,0,467600,169480,526520,13360,871840,278480,112120,0,154240,0,0,0,0,0,0,0,0,0,0,0,110080,0,0,0,0,493120,1378080,0,0,0,112480,131800,250320,377680,113920,0,0,350480,126520,398640,0,0,2694120,1946360,1420960,649440,0,199840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8680,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0
AVDL,49440,22320,59520,916720,0,0,509680,465840,0,0,359720,0,0,0,0,185440,1312920,0,0,133920,0,31200,0,43360,170240,1265360,0,0,0,13360,0,0,990960,516960,1331280,161760,389760,439040,289440,0,0,0,0,66160,0,0,224000,0,117120,0,0,41640,0,0,0,0,74800,247840,369720,23320,0,329000,65800,0,244720,302800,675920,0,246320,68720,732480,332640,0,0,0,47480,920,76000,484800,1251600,1043440,0,275280,240,752320,2105640,48080,6480,0,183280,1739880,21280,85360,290160,0,0,0,0,258000,1680,0,0,285640,21360,0,281600,0,16120,129480,0,84320,0,0,0,0,136840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117400,0,0,154520,254000,848320,12040,0,92480,0,202320,0,0,0,0,0,0,0,0,0,1440,70720,252080,184160,0,0,1254480,6000,57000,0,0,142080,0,0,37920,73640,0,0,177440,0,62960,0,0,284800,1165760,780920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVDR,0,13920,932880,256960,0,0,706720,954240,0,12080,635640,0,0,0,0,1109600,387040,0,0,0,167200,0,8400,281520,0,749120,0,28800,0,0,0,0,889600,1238960,908920,300160,0,224320,420000,0,0,243280,0,0,3360,220240,0,107440,0,180120,0,5600,180440,0,38720,0,0,107040,123360,0,14320,32680,354560,310400,0,963920,290400,178800,30960,668800,360360,114000,1760,1360,0,16480,186560,211760,294160,867760,159360,275280,0,863240,0,0,2779520,174400,0,1024440,133320,49280,38560,0,0,0,0,441240,0,135600,166720,69440,21160,0,82400,184000,8880,0,61440,78760,0,0,25440,0,0,0,34720,0,0,0,0,10480,0,0,0,0,0,0,40960,0,0,239880,0,206160,0,238640,82720,20600,1234200,510960,0,320,0,138400,0,0,97440,0,0,0,0,173840,36520,420000,222440,78080,214000,0,0,637920,0,0,0,0,118480,0,0,0,0,0,0,0,0,42720,0,671600,192560,2131560,0,228640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVEL,0,0,720,0,0,0,203360,0,0,0,0,0,0,0,0,18320,0,0,0,54640,0,0,0,757120,0,0,0,0,0,0,0,0,147400,2089760,2682160,537440,639360,349680,0,366800,0,0,0,6720,4398960,1520,258480,0,267120,0,0,86240,233720,145760,80880,124280,0,13680,0,235920,0,49240,837280,0,1285600,120800,8400,0,0,901120,447840,0,0,2080,0,1773760,1779840,186160,84520,688160,109520,240,863240,0,220840,0,103440,9440,0,81760,264560,0,0,0,0,0,113440,576560,3166800,3200,0,225440,182880,68840,1175040,1177600,0,0,10360,960,0,269480,178000,0,0,119360,62160,0,626480,479880,0,143200,474160,217280,0,75440,172520,53200,5200,87280,0,20800,887280,0,1086400,0,5800,0,13280,7760,128640,305760,101240,726640,5720,922800,0,0,0,0,0,0,0,497080,0,725520,0,0,0,0,1880240,1048560,0,0,784080,0,1120520,49280,0,0,0,0,28880,0,0,0,0,87160,1565200,500800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVER,0,0,0,0,0,0,0,222400,0,0,0,0,0,0,0,0,63440,0,0,0,245120,0,0,0,1000520,8000,0,0,0,0,0,0,2439840,706920,2286080,455560,207240,0,24960,0,431040,31760,0,5686400,0,178000,0,213640,0,0,0,367680,9680,4880,0,0,20000,0,640,0,380320,661120,54560,944320,0,0,51120,0,0,673080,619040,0,0,103760,0,1778880,2106080,0,110840,16440,1003600,752320,0,220840,0,130000,0,0,43480,380160,182880,1687680,0,0,0,110480,0,3073840,604160,0,107120,245160,517280,364880,869360,1353520,0,0,178520,0,0,124320,219800,0,0,24080,117440,600040,0,0,557920,228800,97600,224960,67800,0,214480,111760,135680,0,0,335680,0,715360,0,40040,4000,247960,1200,201040,3520,180720,102240,100560,1089200,11040,1127040,0,0,82560,0,0,29600,0,251800,623440,301760,28120,0,57680,309920,2002800,0,1049280,0,1155800,34560,127600,0,0,0,0,0,0,0,189360,19440,2960,1951200,0,312000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJL,119200,283760,412080,385200,0,80,393400,191120,0,0,20160,9160,0,0,80,414880,865600,243680,0,108480,0,328080,19200,0,0,2166640,3240,844240,165040,328520,106040,35760,0,0,48240,35120,0,166640,0,0,23960,0,0,104240,0,0,0,0,34080,0,0,80,1840,0,0,0,0,184080,14480,640,116560,135120,0,0,62960,40000,306160,10760,28520,0,400,546240,0,0,436400,81200,144320,28960,857600,550720,3501160,2105640,0,0,130000,0,251600,163120,197440,705920,1918800,0,402440,598400,0,0,0,0,0,56160,1197240,0,0,0,0,691720,427200,381840,37400,0,0,0,0,0,0,145880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,920,0,0,0,0,206720,0,0,0,0,0,0,0,0,20560,0,192400,655280,226080,13520,14480,3736200,211240,0,0,0,83040,0,0,15200,0,0,0,0,939520,896160,0,0,236960,338880,0,322400,0,108480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJR,255920,65040,540080,562560,0,18800,166560,394000,0,0,320,73520,107520,0,0,1028280,361200,0,336000,0,261600,0,402080,0,0,1965360,276360,42520,273520,60520,113360,0,0,0,0,0,0,90640,321560,0,79680,0,0,0,362080,0,4240,80560,0,38560,0,0,0,0,7480,0,89760,15640,184920,46560,42000,117880,48320,63600,0,714000,0,0,0,0,10320,85520,1073480,497120,0,31640,0,1052720,127600,2736760,950480,48080,2779520,103440,0,251600,0,863040,272160,1734000,403120,3760,0,109520,0,0,0,0,0,1730640,0,0,0,0,624880,7200,976560,358080,8040,0,0,0,17880,0,0,0,14600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0,31200,0,240,0,0,60040,0,0,25920,0,0,0,0,960,0,77600,0,0,0,26640,604240,225200,289920,675640,133960,97400,3379400,0,43200,0,0,72960,0,0,0,0,0,262400,342080,336600,17200,0,346880,63720,885880,239440,23200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDUL,0,0,0,0,0,0,805880,0,0,0,0,0,0,0,0,1176400,164400,0,0,0,0,14560,0,0,0,842080,64560,61440,0,0,0,0,0,0,0,0,0,33120,0,86080,0,0,0,0,0,1120,0,0,0,0,0,0,0,0,0,395200,0,0,0,0,0,0,0,0,0,446160,0,612080,0,0,0,0,0,0,0,0,0,0,0,210360,0,6480,174400,9440,0,163120,863040,0,401120,0,0,0,0,0,0,0,0,0,0,3084760,0,0,0,0,370320,0,1586880,154480,0,37520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5160,0,0,0,0,36120,0,0,16760,0,0,0,0,2080,57200,0,0,0,229600,12480,288160,29040,0,1379600,796240,275520,2800,0,0,0,47520,0,202000,0,0,0,0,2100320,1310480,744400,810800,101600,0,0,4840,0,436320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDUR,0,0,0,0,0,0,0,551440,0,0,0,0,0,0,0,49760,1452880,0,0,0,84000,0,177320,0,0,44800,0,0,0,0,0,0,0,0,129920,0,0,0,2160,0,117880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277240,0,0,0,0,0,5200,0,0,0,160,33120,292600,0,0,0,0,0,0,0,0,0,0,0,43120,0,0,0,43480,197440,272160,401120,0,0,0,0,0,25200,0,0,0,0,0,0,2790640,0,0,0,0,1133840,199760,1584360,0,0,48520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,48880,0,22400,0,0,0,0,0,0,0,0,44480,0,0,0,28760,0,320080,0,107280,808800,57680,323480,0,0,0,0,24040,0,141240,0,0,0,2810080,3571200,509280,5600,1962240,0,0,0,0,0,1549920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVCL,0,0,54480,0,0,0,287680,0,0,0,2858000,0,0,0,0,0,18400,0,0,0,0,0,0,0,0,2048000,0,0,0,0,0,0,0,0,967000,783280,982040,149680,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197600,0,0,1040,0,0,86240,0,0,0,50640,0,0,0,16960,0,0,0,688400,259840,2261680,3791840,183280,1024440,81760,380160,705920,1734000,0,0,0,1130880,903200,487200,0,0,0,0,0,0,27760,74240,0,0,0,139920,16400,28560,0,49600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22960,0,34240,103200,214480,116560,75240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,438280,1532160,0,0,0,0,0,0,0,0,0,0,0,58440,93280,0,880,394880,120960,1329200,215520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVCR,0,0,0,0,0,0,0,648400,0,0,1851760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2693680,0,0,0,0,0,0,0,0,739280,162720,1215760,38400,52840,0,0,0,0,0,0,0,0,0,0,0,0,28080,0,174880,133920,0,0,0,204640,0,0,0,137160,0,0,0,0,0,0,126520,0,0,0,0,0,0,0,342800,1021560,2915280,2811200,1739880,133320,264560,182880,1918800,403120,0,0,1130880,0,257040,957760,0,0,0,0,0,0,0,0,0,0,0,0,0,42720,0,640,0,0,0,0,0,0,106240,227280,0,0,0,0,38400,0,0,0,0,0,0,0,161320,0,0,8120,34440,79280,12240,7520,275240,37040,0,720,0,0,11040,0,0,166960,0,0,0,0,0,0,0,0,0,0,0,1222800,118840,60960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231520,115520,199440,0,59520,42880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVPL,17920,0,0,0,0,0,0,0,0,0,2443240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,71840,0,87520,0,0,0,0,0,2467800,157440,0,720,0,272640,0,100480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1389000,0,0,0,0,0,443280,0,0,0,0,1531520,0,0,18040,0,1020960,0,512360,653280,1294800,1947360,21280,49280,0,1687680,0,3760,0,0,903200,257040,0,148640,0,0,8080,0,0,0,775840,115200,911120,0,0,111280,0,0,0,1396720,0,0,0,0,20600,0,0,0,0,0,0,0,0,0,0,0,0,0,11640,0,0,0,202600,0,0,0,0,0,0,0,321200,0,2880,0,0,0,0,0,0,0,163360,0,1600,0,0,0,0,0,0,167200,2021640,146600,1468400,0,0,0,0,0,476080,0,0,0,0,0,0,0,0,0,60240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVPR,0,0,0,0,0,0,0,0,0,0,4647240,0,0,0,0,0,316560,0,0,0,0,0,0,0,0,99760,0,0,0,7120,0,0,0,0,2254160,0,0,0,0,0,134320,0,102880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255120,0,0,0,640,0,376880,0,0,711520,0,0,0,0,960,0,0,192000,742800,1849280,391760,85360,38560,0,0,402440,0,0,0,487200,957760,148640,0,0,0,0,1760,0,0,0,1732520,0,681360,0,0,0,0,0,1155760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,73440,0,0,0,0,0,0,0,2407320,14920,165840,0,0,0,0,0,0,435240,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVR,0,0,0,0,0,0,788320,1422360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1514800,0,0,0,0,0,0,0,0,352920,0,88560,149400,0,0,0,0,320,0,0,185600,396280,400,0,0,1760,0,0,0,0,0,725840,28120,1400,0,0,0,111480,0,800,0,68560,0,0,0,0,0,0,0,0,0,0,0,0,1464320,2122800,290160,0,0,0,598400,109520,0,25200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423640,1525760,0,555440,484320,0,0,314960,296480,519280,119360,7680,32680,9760,20360,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,483600,0,39840,3840,0,0,0,2720,0,0,55200,104400,171360,101200,189080,97840,0,0,0,0,0,246280,0,0,0,0,1440240,1348840,2168640,1878560,0,0,0,229920,32880,3784480,0,0,333840,1707840,0,0,0,0,0,0,29680,35760,0,0,0,15880,15000,0,0,0,5840,44920,520,115200,29680,5360,8560,13080,4960,12000,0,1280,1240,23560,640,0,1920,50560,16960,40880
PVT,0,0,0,0,0,0,0,0,0,128560,639040,0,0,0,0,0,0,0,0,0,0,0,0,0,6120,0,0,0,0,0,0,0,0,0,0,0,131840,73840,15520,760,0,80400,223200,78680,37200,199560,81920,467840,306400,43040,230000,364000,16960,0,0,234800,0,95840,160,0,0,68560,118960,256200,345800,0,0,0,0,525120,959440,0,0,0,0,16400,0,535200,0,10480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384920,459760,0,0,2201600,2130040,267200,38600,3320,0,0,0,56080,0,0,0,51720,46560,7280,140240,0,0,64720,77400,0,0,478560,767600,959280,918320,2179520,2931280,44520,54560,0,18160,0,0,0,0,0,32800,6400,12080,0,12720,0,8960,0,0,0,0,100520,70000,212000,7760,0,0,0,0,0,0,0,6842120,7020600,3550480,0,0,0,0,6326720,0,0,0,0,0,0,0,0,0,199400,181000,272080,4440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAL,2112480,0,320,0,1600,0,0,0,280720,0,160240,0,475120,0,0,213200,0,5600,0,0,0,0,0,1606160,0,0,0,0,2600,0,1040,174080,0,3832000,0,63040,0,0,0,0,0,2880,0,0,0,0,0,24160,2080,0,0,513360,0,1215200,47280,119560,461720,0,0,3216520,0,0,0,166200,0,0,0,0,0,0,144960,0,108640,1853920,0,5893280,0,1750640,385440,0,0,0,0,0,110480,0,0,0,0,0,0,8080,0,0,0,0,9162760,2575040,0,51360,0,207200,0,1610120,907960,0,0,0,882960,0,0,444400,308560,0,0,1388480,445800,6371600,3433200,4571600,4310800,4681680,3398880,0,0,0,0,163040,65600,200,0,1614800,130560,139920,1125360,247680,116720,245520,28800,360360,94800,482560,64320,3531360,3636560,4081360,4956160,0,0,0,0,231880,0,0,0,0,0,0,0,0,0,22800,0,1070560,203040,1514880,14800,109200,0,0,0,0,0,0,0,0,0,0,0,0,3040,0,0,0,0,0,0,0,0,0,0,0,0,0,92960,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAR,0,1867840,0,0,0,600,0,0,0,257520,224640,268640,0,0,0,0,237200,0,67680,0,0,0,0,0,1441760,0,0,0,0,7280,60480,880,2791600,0,2240,0,19840,0,0,0,109520,0,212280,0,0,0,0,0,83640,0,0,0,441600,57880,1253920,0,461120,0,0,0,2845920,0,0,0,24200,0,195680,0,0,352320,0,119720,0,0,2270160,223200,4692160,462560,2295840,0,0,0,0,113440,0,0,0,0,0,0,0,0,1760,0,0,9162760,0,0,2090320,0,0,0,597720,1862360,2400,770960,0,0,664880,0,0,427760,134120,0,0,276320,1147920,4541480,6621760,4810720,4174560,3644480,4800200,0,0,0,0,32480,118520,0,0,289520,1436440,1290800,246520,80480,128960,113120,310800,275360,389440,375840,378880,3567840,3838800,3687080,3835080,0,0,0,0,0,76240,0,0,0,0,0,0,0,28720,0,0,74800,1434080,46080,1569600,121600,0,0,0,0,0,0,0,0,0,0,170000,11760,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIBL,229720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85040,0,94160,0,0,0,5891920,215760,0,257400,0,744640,0,71920,0,1065360,3801880,260760,0,0,53280,0,1198800,0,80520,0,1566040,0,182600,0,547200,0,0,0,0,0,0,0,0,0,80,0,643200,0,962360,0,835600,0,0,0,0,0,0,1169600,169120,1848360,2604240,0,1873840,0,351440,66560,230640,346080,0,441240,576560,3073840,0,0,0,0,0,0,0,0,0,384920,2575040,0,0,345120,0,0,248480,0,191360,1341760,340800,0,0,0,45840,0,231680,0,39200,0,25600,0,0,0,880,156320,136160,0,878880,1631960,0,1290400,0,2480,0,0,329200,39440,235520,0,634000,0,325440,335680,0,0,0,0,226080,1164560,164040,1373640,0,0,469840,0,0,0,0,0,0,0,0,0,0,240,0,361200,256560,0,547120,0,2197760,0,0,0,0,0,0,0,0,0,890400,3376880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
